DrainI(1)	SourceI(1)	GateI(1)	GateV(1)	GM(1)	IDLIN(1)	VT(1)	DrainI(2)	SourceI(2)	GateI(2)	GateV(2)	GM(2)	IDLIN(2)	VT(2)
13.4056E-6	-13.4142E-6	-246.0619E-12	2.0000E+0	1.8829E-6	-236.6565E-6		30.5929E-6	-30.6010E-6	-239.9470E-12	2.0000E+0	4.3665E-6	-387.9629E-6	
11.6927E-6	-11.7013E-6	-313.3229E-12	1.0000E+0	1.7129E-6	-248.5202E-6		26.5944E-6	-26.6025E-6	-311.3521E-12	1.0000E+0	3.9985E-6	-411.5075E-6	
10.1461E-6	-10.1548E-6	-397.6632E-12	000.0000E-3	1.5465E-6	-260.3838E-6		23.0969E-6	-23.1052E-6	-366.7368E-12	000.0000E-3	3.4974E-6	-435.0521E-6	
8.7299E-6	-8.7386E-6	-463.7104E-12	-1.0000E+0	1.4162E-6	-272.2474E-6		19.8989E-6	-19.9073E-6	-469.0164E-12	-1.0000E+0	3.1979E-6	-458.5966E-6	
7.5093E-6	-7.5180E-6	-532.4359E-12	-2.0000E+0	1.2206E-6	-284.1110E-6		17.0836E-6	-17.0921E-6	-539.1063E-12	-2.0000E+0	2.8153E-6	-482.1412E-6	
6.4380E-6	-6.4470E-6	-593.9856E-12	-3.0000E+0	1.0712E-6	-295.9746E-6		14.6720E-6	-14.6807E-6	-613.9463E-12	-3.0000E+0	2.4115E-6	-505.6857E-6	
5.4865E-6	-5.4954E-6	-669.2805E-12	-4.0000E+0	951.5202E-9	-307.8382E-6		12.5531E-6	-12.5620E-6	-686.9672E-12	-4.0000E+0	2.1188E-6	-529.2303E-6	
4.6854E-6	-4.6942E-6	-741.5938E-12	-5.0000E+0	801.1370E-9	-319.7018E-6		10.7289E-6	-10.7378E-6	-737.7028E-12	-5.0000E+0	1.8241E-6	-552.7749E-6	
4.0030E-6	-4.0120E-6	-823.1043E-12	-6.0000E+0	682.3338E-9	-331.5654E-6		9.2259E-6	-9.2348E-6	-813.6040E-12	-6.0000E+0	1.5030E-6	-576.3194E-6	
3.4551E-6	-3.4562E-6	-800.2127E-12	-7.0000E+0	547.9169E-9	-343.4290E-6		7.8568E-6	-7.8659E-6	-888.5451E-12	-7.0000E+0	1.3690E-6	-599.8640E-6	
2.9323E-6	-2.9334E-6	-931.2964E-12	-8.0000E+0	522.8178E-9	-355.2926E-6		6.7168E-6	-6.7258E-6	-915.0752E-12	-8.0000E+0	1.1400E-6	-623.4086E-6	
2.5013E-6	-2.5026E-6	-981.9309E-12	-9.0000E+0	430.9663E-9	-367.1562E-6		5.7288E-6	-5.7379E-6	-990.7237E-12	-9.0000E+0	987.9200E-9	-646.9531E-6	
2.1272E-6	-2.1283E-6	-1.0616E-9	-10.0000E+0	374.1443E-9	-379.0199E-6		4.8474E-6	-4.8568E-6	-1.0557E-9	-10.0000E+0	881.4036E-9	-670.4977E-6	
1.8031E-6	-1.8043E-6	-1.1551E-9	-11.0000E+0	324.1232E-9	-390.8835E-6		4.1278E-6	-4.1371E-6	-1.1386E-9	-11.0000E+0	719.6227E-9	-694.0422E-6	
1.5236E-6	-1.5248E-6	-1.2398E-9	-12.0000E+0	279.4493E-9	-402.7471E-6		3.5301E-6	-3.5312E-6	-1.1227E-9	-12.0000E+0	597.7442E-9	-717.5868E-6	
1.2913E-6	-1.2925E-6	-1.2510E-9	-13.0000E+0	232.3064E-9	-414.6107E-6		2.9616E-6	-2.9627E-6	-1.2381E-9	-13.0000E+0	568.4988E-9	-741.1314E-6	
1.0875E-6	-1.0888E-6	-1.3420E-9	-14.0000E+0	203.8081E-9	-426.4743E-6		2.4833E-6	-2.4846E-6	-1.3116E-9	-14.0000E+0	478.2171E-9	-764.6759E-6	
914.2551E-9	-915.5028E-9	-1.3975E-9	-15.0000E+0	173.3016E-9	-438.3379E-6		2.0733E-6	-2.0744E-6	-1.4362E-9	-15.0000E+0	410.0855E-9	-788.2205E-6	
762.8283E-9	-764.0326E-9	-1.4997E-9	-16.0000E+0	151.4268E-9	-450.2015E-6		1.7179E-6	-1.7190E-6	-1.5504E-9	-16.0000E+0	355.3376E-9	-811.7651E-6	
634.3739E-9	-635.5467E-9	-1.6163E-9	-17.0000E+0	128.4544E-9	-462.0651E-6		1.4190E-6	-1.4203E-6	-1.5960E-9	-17.0000E+0	298.8888E-9	-835.3096E-6	
528.5339E-9	-529.7099E-9	-1.7012E-9	-18.0000E+0	105.8400E-9	-473.9287E-6		1.1735E-6	-1.1747E-6	-1.6935E-9	-18.0000E+0	245.5689E-9	-858.8542E-6	
434.1771E-9	-435.3899E-9	-1.7805E-9	-19.0000E+0	94.3568E-9	-485.7923E-6		962.3549E-9	-963.5073E-9	-1.7608E-9	-19.0000E+0	211.1577E-9	-882.3987E-6	
361.8497E-9	-361.9114E-9	-1.7796E-9	-20.0000E+0	72.3274E-9	-497.6559E-6		784.9338E-9	-786.1365E-9	-1.8185E-9	-20.0000E+0	177.4210E-9	-905.9433E-6	
