DrainI(1)	SourceI(1)	GateI(1)	GateV(1)	GM(1)	IDLIN(1)	VT(1)	DrainI(2)	SourceI(2)	GateI(2)	GateV(2)	GM(2)	IDLIN(2)	VT(2)
7.0461E-6	-7.0553E-6	-761.0997E-12	-6.0000E+0	1.1135E-6	-136.5842E-6		14.2095E-6	-14.2188E-6	-816.6865E-12	-6.0000E+0	2.2041E-6	-240.3063E-6	
6.0824E-6	-6.0917E-6	-864.4406E-12	-7.0000E+0	963.6451E-9	-143.7295E-6		12.2905E-6	-12.2999E-6	-876.9224E-12	-7.0000E+0	1.9190E-6	-254.1877E-6	
5.2258E-6	-5.2351E-6	-947.7702E-12	-8.0000E+0	856.5935E-9	-150.8748E-6		10.5860E-6	-10.5955E-6	-932.5597E-12	-8.0000E+0	1.7045E-6	-268.0692E-6	
4.4899E-6	-4.4993E-6	-1.0148E-9	-9.0000E+0	735.9713E-9	-158.0201E-6		9.0990E-6	-9.1085E-6	-989.3593E-12	-9.0000E+0	1.4870E-6	-281.9506E-6	
3.8791E-6	-3.8801E-6	-1.0110E-9	-10.0000E+0	610.7239E-9	-165.1654E-6		7.7682E-6	-7.7775E-6	-1.0658E-9	-10.0000E+0	1.3307E-6	-295.8321E-6	
3.2845E-6	-3.2856E-6	-1.1355E-9	-11.0000E+0	594.6342E-9	-172.3107E-6		6.6141E-6	-6.6237E-6	-1.1556E-9	-11.0000E+0	1.1540E-6	-309.7135E-6	
2.7847E-6	-2.7858E-6	-1.2181E-9	-12.0000E+0	499.8494E-9	-179.4561E-6		5.5969E-6	-5.6066E-6	-1.2157E-9	-12.0000E+0	1.0172E-6	-323.5950E-6	
2.3313E-6	-2.3325E-6	-1.2547E-9	-13.0000E+0	453.3624E-9	-186.6014E-6		4.7129E-6	-4.7228E-6	-1.3444E-9	-13.0000E+0	883.9952E-9	-337.4764E-6	
1.9477E-6	-1.9490E-6	-1.3231E-9	-14.0000E+0	383.6030E-9	-193.7467E-6		3.9813E-6	-3.9824E-6	-1.3015E-9	-14.0000E+0	731.5789E-9	-351.3579E-6	
1.6150E-6	-1.6164E-6	-1.4033E-9	-15.0000E+0	332.7085E-9	-200.8920E-6		3.2937E-6	-3.2948E-6	-1.4377E-9	-15.0000E+0	687.6307E-9	-365.2393E-6	
1.3262E-6	-1.3274E-6	-1.5228E-9	-16.0000E+0	288.8166E-9	-208.0373E-6		2.7062E-6	-2.7073E-6	-1.5414E-9	-16.0000E+0	587.5218E-9	-379.1208E-6	
1.0792E-6	-1.0805E-6	-1.5873E-9	-17.0000E+0	246.9254E-9	-215.1826E-6		2.1978E-6	-2.1989E-6	-1.6083E-9	-17.0000E+0	508.4007E-9	-393.0022E-6	
867.8687E-9	-869.1147E-9	-1.6773E-9	-18.0000E+0	211.4180E-9	-222.3279E-6		1.7726E-6	-1.7737E-6	-1.6494E-9	-18.0000E+0	425.1895E-9	-406.8837E-6	
690.9453E-9	-692.1863E-9	-1.7391E-9	-19.0000E+0	176.9234E-9	-229.4732E-6		1.4079E-6	-1.4091E-6	-1.7301E-9	-19.0000E+0	364.6579E-9	-420.7651E-6	
542.2066E-9	-543.5427E-9	-1.8109E-9	-20.0000E+0	148.7386E-9	-236.6185E-6		1.1067E-6	-1.1080E-6	-1.7792E-9	-20.0000E+0	301.1673E-9	-434.6466E-6	
