DrainI(1)	SourceI(1)	GateI(1)	GateV(1)	GM(1)	IDLIN(1)	VT(1)	DrainI(2)	SourceI(2)	GateI(2)	GateV(2)	GM(2)	IDLIN(2)	VT(2)
88.2694E-6	-88.3625E-6	1.4356E-9	18.0000E+0	4.5580E-6	34.9032E-6		179.5116E-6	-179.6055E-6	1.4577E-9	18.0000E+0	9.5900E-6	92.8485E-6	
93.0631E-6	-93.1549E-6	1.4835E-9	19.0000E+0	4.7936E-6	42.0485E-6		189.3381E-6	-189.4321E-6	1.5586E-9	19.0000E+0	9.8265E-6	106.7300E-6	
97.9021E-6	-97.9941E-6	1.6269E-9	20.0000E+0	4.8390E-6	49.1938E-6		199.2788E-6	-199.3717E-6	1.6269E-9	20.0000E+0	9.9407E-6	120.6115E-6	
102.7256E-6	-102.8169E-6	1.7223E-9	21.0000E+0	4.8233E-6	56.3391E-6		209.3626E-6	-209.4557E-6	1.6370E-9	21.0000E+0	10.0837E-6	134.4929E-6	
107.7116E-6	-107.8026E-6	1.7998E-9	22.0000E+0	4.9860E-6	63.4845E-6		219.8700E-6	-219.9629E-6	1.6936E-9	22.0000E+0	10.5074E-6	148.3744E-6	
112.6531E-6	-112.7440E-6	1.8552E-9	23.0000E+0	4.9414E-6	70.6298E-6		230.0558E-6	-230.1482E-6	1.7863E-9	23.0000E+0	10.1858E-6	162.2558E-6	
117.7794E-6	-117.8701E-6	1.9319E-9	24.0000E+0	5.1262E-6	77.7751E-6		240.5967E-6	-240.6886E-6	1.8997E-9	24.0000E+0	10.5408E-6	176.1373E-6	
123.0734E-6	-123.1650E-6	1.9595E-9	25.0000E+0	5.2940E-6	84.9204E-6		251.0851E-6	-251.1778E-6	2.0258E-9	25.0000E+0	10.4883E-6	190.0187E-6	
128.2051E-6	-128.2954E-6	1.9977E-9	26.0000E+0	5.1316E-6	92.0657E-6		261.7608E-6	-261.8524E-6	2.1276E-9	26.0000E+0	10.6757E-6	203.9002E-6	
133.4600E-6	-133.5514E-6	2.1522E-9	27.0000E+0	5.2548E-6	99.2110E-6		272.7440E-6	-272.8360E-6	2.1947E-9	27.0000E+0	10.9832E-6	217.7816E-6	
138.7194E-6	-138.8095E-6	2.2719E-9	28.0000E+0	5.2593E-6	106.3564E-6		283.4750E-6	-283.5668E-6	2.2295E-9	28.0000E+0	10.7309E-6	231.6631E-6	
144.2459E-6	-144.3354E-6	2.3681E-9	29.0000E+0	5.5264E-6	113.5017E-6		294.5329E-6	-294.6245E-6	2.3103E-9	29.0000E+0	11.0579E-6	245.5445E-6	
149.6037E-6	-149.6930E-6	2.4186E-9	30.0000E+0	5.3578E-6	120.6470E-6		305.8535E-6	-305.9446E-6	2.3458E-9	30.0000E+0	11.3206E-6	259.4260E-6	
155.0650E-6	-155.1537E-6	2.4612E-9	31.0000E+0	5.4612E-6	127.7923E-6		317.3378E-6	-317.4289E-6	2.4236E-9	31.0000E+0	11.4842E-6	273.3074E-6	
160.5701E-6	-160.6595E-6	2.4976E-9	32.0000E+0	5.5051E-6	134.9376E-6		328.8631E-6	-328.9531E-6	2.4859E-9	32.0000E+0	11.5252E-6	287.1889E-6	
166.3518E-6	-166.4405E-6	2.5782E-9	33.0000E+0	5.7816E-6	142.0829E-6		340.3259E-6	-340.4167E-6	2.6064E-9	33.0000E+0	11.4627E-6	301.0703E-6	
171.9332E-6	-172.0214E-6	2.7030E-9	34.0000E+0	5.5814E-6	149.2282E-6		351.9406E-6	-352.0319E-6	2.7347E-9	34.0000E+0	11.6147E-6	314.9518E-6	
177.7663E-6	-177.8547E-6	2.7885E-9	35.0000E+0	5.8331E-6	156.3735E-6		363.5217E-6	-363.6116E-6	2.8385E-9	35.0000E+0	11.5810E-6	328.8332E-6	
183.7421E-6	-183.8298E-6	2.9464E-9	36.0000E+0	5.9757E-6	163.5189E-6		375.0835E-6	-375.1735E-6	2.9449E-9	36.0000E+0	11.5617E-6	342.7147E-6	
189.3413E-6	-189.4305E-6	3.0231E-9	37.0000E+0	5.5991E-6	170.6642E-6		387.0100E-6	-387.1010E-6	2.9958E-9	37.0000E+0	11.9265E-6	356.5961E-6	
195.3186E-6	-195.4067E-6	3.0632E-9	38.0000E+0	5.9773E-6	177.8095E-6		398.8953E-6	-398.9860E-6	3.0158E-9	38.0000E+0	11.8852E-6	370.4776E-6	
201.2898E-6	-201.3786E-6	3.1286E-9	39.0000E+0	5.9712E-6	184.9548E-6		410.7138E-6	-410.8054E-6	3.1030E-9	39.0000E+0	11.8184E-6	384.3590E-6	
207.0006E-6	-207.0887E-6	3.1316E-9	40.0000E+0	5.7107E-6	192.1001E-6		422.7537E-6	-422.8447E-6	3.1637E-9	40.0000E+0	12.0399E-6	398.2405E-6	
212.9554E-6	-213.0433E-6	3.2235E-9	41.0000E+0	5.9548E-6	199.2454E-6		434.8288E-6	-434.9190E-6	3.1982E-9	41.0000E+0	12.0750E-6	412.1219E-6	
219.0575E-6	-219.1456E-6	3.3881E-9	42.0000E+0	6.1020E-6	206.3907E-6		447.1163E-6	-447.2080E-6	3.2405E-9	42.0000E+0	12.2874E-6	426.0034E-6	
225.1189E-6	-225.2085E-6	3.5366E-9	43.0000E+0	6.0613E-6	213.5360E-6		459.1396E-6	-459.2309E-6	3.3736E-9	43.0000E+0	12.0233E-6	439.8848E-6	
231.0624E-6	-231.1508E-6	3.6027E-9	44.0000E+0	5.9434E-6	220.6813E-6		471.6701E-6	-471.7608E-6	3.5258E-9	44.0000E+0	12.5304E-6	453.7663E-6	
237.2291E-6	-237.3166E-6	3.6291E-9	45.0000E+0	6.1667E-6	227.8266E-6		484.0004E-6	-484.0915E-6	3.6217E-9	45.0000E+0	12.3303E-6	467.6477E-6	
243.3795E-6	-243.4681E-6	3.7391E-9	46.0000E+0	6.1504E-6	234.9720E-6		496.4534E-6	-496.5444E-6	3.7500E-9	46.0000E+0	12.4530E-6	481.5292E-6	
249.6877E-6	-249.7758E-6	3.7014E-9	47.0000E+0	6.3082E-6	242.1173E-6		507.8703E-6	-508.8249E-6	3.7970E-9	47.0000E+0	11.4169E-6	495.4106E-6	
255.8256E-6	-255.9146E-6	3.7820E-9	48.0000E+0	6.1378E-6	249.2626E-6		520.4591E-6	-521.4057E-6	3.9042E-9	48.0000E+0	12.5888E-6	509.2921E-6	
261.8543E-6	-261.9420E-6	3.9123E-9	49.0000E+0	6.0286E-6	256.4079E-6		533.1670E-6	-534.1196E-6	3.9658E-9	49.0000E+0	12.7079E-6	523.1735E-6	
268.2434E-6	-268.3315E-6	4.1129E-9	50.0000E+0	6.3891E-6	263.5532E-6		545.4764E-6	-546.4197E-6	3.9984E-9	50.0000E+0	12.3093E-6	537.0550E-6	
274.2101E-6	-274.2983E-6	4.2228E-9	51.0000E+0	5.9666E-6	270.6985E-6		557.8387E-6	-558.7859E-6	4.0909E-9	51.0000E+0	12.3623E-6	550.9364E-6	
280.7022E-6	-280.7898E-6	4.2858E-9	52.0000E+0	6.4921E-6	277.8438E-6		570.4897E-6	-571.4247E-6	4.0626E-9	52.0000E+0	12.6509E-6	564.8179E-6	
286.8162E-6	-286.9033E-6	4.3266E-9	53.0000E+0	6.1139E-6	284.9891E-6		582.7298E-6	-583.6678E-6	4.1044E-9	53.0000E+0	12.2401E-6	578.6993E-6	
293.2779E-6	-293.3646E-6	4.2925E-9	54.0000E+0	6.4616E-6	292.1344E-6		595.7941E-6	-596.7318E-6	4.3266E-9	54.0000E+0	13.0642E-6	592.5808E-6	
299.4316E-6	-299.5177E-6	4.3563E-9	55.0000E+0	6.1537E-6	299.2798E-6		607.9409E-6	-608.8751E-6	4.4744E-9	55.0000E+0	12.1468E-6	606.4622E-6	
299.4050E-6	-299.4913E-6	4.2221E-9	55.0000E+0	#REF	299.2798E-6		606.8696E-6	-607.8073E-6	4.4136E-9	55.0000E+0	#REF	606.4622E-6	
292.1344E-6	-292.2208E-6	4.1404E-9	54.0000E+0	7.2705E-6	292.1344E-6		592.5808E-6	-593.5099E-6	4.2580E-9	54.0000E+0	14.2888E-6	592.5808E-6	
285.1144E-6	-285.2012E-6	4.1346E-9	53.0000E+0	7.0200E-6	284.9891E-6		579.1067E-6	-580.0400E-6	4.1740E-9	53.0000E+0	13.4740E-6	578.6993E-6	
278.1073E-6	-278.1942E-6	4.0304E-9	52.0000E+0	7.0070E-6	277.8438E-6		565.0516E-6	-565.9732E-6	4.0501E-9	52.0000E+0	14.0551E-6	564.8179E-6	
271.0976E-6	-271.1855E-6	3.8709E-9	51.0000E+0	7.0097E-6	270.6985E-6		551.5100E-6	-552.4484E-6	3.7505E-9	51.0000E+0	13.5416E-6	550.9364E-6	
264.4660E-6	-264.5537E-6	3.7851E-9	50.0000E+0	6.6315E-6	263.5532E-6		537.6308E-6	-538.5622E-6	3.6143E-9	50.0000E+0	13.8791E-6	537.0550E-6	
257.5525E-6	-257.6400E-6	3.6266E-9	49.0000E+0	6.9135E-6	256.4079E-6		524.1109E-6	-525.0495E-6	3.5261E-9	49.0000E+0	13.5198E-6	523.1735E-6	
250.8330E-6	-250.9203E-6	3.4641E-9	48.0000E+0	6.7194E-6	249.2626E-6		510.9014E-6	-511.8366E-6	3.4766E-9	48.0000E+0	13.2094E-6	509.2921E-6	
244.2707E-6	-244.3580E-6	3.3284E-9	47.0000E+0	6.5622E-6	242.1173E-6		497.8110E-6	-498.7441E-6	3.4208E-9	47.0000E+0	13.0905E-6	495.4106E-6	
237.8699E-6	-237.9571E-6	3.2364E-9	46.0000E+0	6.4008E-6	234.9720E-6		484.2946E-6	-485.2400E-6	3.3752E-9	46.0000E+0	13.5163E-6	481.5292E-6	
231.2089E-6	-231.2977E-6	3.2840E-9	45.0000E+0	6.6609E-6	227.8266E-6		470.9564E-6	-471.8883E-6	3.3205E-9	45.0000E+0	13.3382E-6	467.6477E-6	
224.6735E-6	-224.7624E-6	3.1790E-9	44.0000E+0	6.5354E-6	220.6813E-6		458.1178E-6	-459.0568E-6	3.1974E-9	44.0000E+0	12.8386E-6	453.7663E-6	
218.1478E-6	-218.2365E-6	3.1432E-9	43.0000E+0	6.5257E-6	213.5360E-6		445.0218E-6	-445.9614E-6	3.0583E-9	43.0000E+0	13.0960E-6	439.8848E-6	
211.7344E-6	-211.8246E-6	3.0007E-9	42.0000E+0	6.4134E-6	206.3907E-6		432.2795E-6	-433.2157E-6	2.9349E-9	42.0000E+0	12.7422E-6	426.0034E-6	
205.6373E-6	-205.7275E-6	2.9253E-9	41.0000E+0	6.0970E-6	199.2454E-6		419.6962E-6	-420.6320E-6	2.7666E-9	41.0000E+0	12.5833E-6	412.1219E-6	
199.1781E-6	-199.2676E-6	2.7591E-9	40.0000E+0	6.4592E-6	192.1001E-6		406.6789E-6	-407.6183E-6	2.6173E-9	40.0000E+0	13.0173E-6	398.2405E-6	
193.1440E-6	-193.2339E-6	2.5965E-9	39.0000E+0	6.0340E-6	184.9548E-6		394.4683E-6	-394.5577E-6	2.6743E-9	39.0000E+0	12.2105E-6	384.3590E-6	
187.0457E-6	-187.1361E-6	2.4690E-9	38.0000E+0	6.0982E-6	177.8095E-6		381.9927E-6	-382.0815E-6	2.5420E-9	38.0000E+0	12.4755E-6	370.4776E-6	
180.9360E-6	-181.0272E-6	2.4714E-9	37.0000E+0	6.1097E-6	170.6642E-6		369.6538E-6	-369.7432E-6	2.5100E-9	37.0000E+0	12.3389E-6	356.5961E-6	
174.9428E-6	-175.0341E-6	2.4894E-9	36.0000E+0	5.9932E-6	163.5189E-6		357.2200E-6	-357.3097E-6	2.4023E-9	36.0000E+0	12.4338E-6	342.7147E-6	
168.9645E-6	-169.0549E-6	2.3789E-9	35.0000E+0	5.9783E-6	156.3735E-6		344.9812E-6	-345.0712E-6	2.3840E-9	35.0000E+0	12.2387E-6	328.8332E-6	
162.9591E-6	-163.0510E-6	2.2490E-9	34.0000E+0	6.0053E-6	149.2282E-6		333.1306E-6	-333.2211E-6	2.2907E-9	34.0000E+0	11.8506E-6	314.9518E-6	
157.2435E-6	-157.3360E-6	2.2276E-9	33.0000E+0	5.7155E-6	142.0829E-6		321.1071E-6	-321.1981E-6	2.1462E-9	33.0000E+0	12.0234E-6	301.0703E-6	
151.4221E-6	-151.5142E-6	2.0329E-9	32.0000E+0	5.8214E-6	134.9376E-6		309.3022E-6	-309.3931E-6	2.0618E-9	32.0000E+0	11.8049E-6	287.1889E-6	
145.8380E-6	-145.9300E-6	1.9153E-9	31.0000E+0	5.5840E-6	127.7923E-6		297.8990E-6	-297.9909E-6	1.9354E-9	31.0000E+0	11.4031E-6	273.3074E-6	
140.2912E-6	-140.3836E-6	1.8230E-9	30.0000E+0	5.5468E-6	120.6470E-6		286.3224E-6	-286.4132E-6	1.8289E-9	30.0000E+0	11.5765E-6	259.4260E-6	
134.7599E-6	-134.8516E-6	1.8246E-9	29.0000E+0	5.5312E-6	113.5017E-6		275.2485E-6	-275.3395E-6	1.8267E-9	29.0000E+0	11.0739E-6	245.5445E-6	
129.3963E-6	-129.4881E-6	1.7699E-9	28.0000E+0	5.3636E-6	106.3564E-6		264.1926E-6	-264.2853E-6	1.7285E-9	28.0000E+0	11.0559E-6	231.6631E-6	
123.9069E-6	-124.0006E-6	1.7261E-9	27.0000E+0	5.4893E-6	99.2110E-6		253.2967E-6	-253.3887E-6	1.6775E-9	27.0000E+0	10.8958E-6	217.7816E-6	
118.6494E-6	-118.7418E-6	1.5916E-9	26.0000E+0	5.2575E-6	92.0657E-6		242.2666E-6	-242.3591E-6	1.6145E-9	26.0000E+0	11.0300E-6	203.9002E-6	
113.5010E-6	-113.5943E-6	1.5237E-9	25.0000E+0	5.1483E-6	84.9204E-6		231.6336E-6	-231.7268E-6	1.5355E-9	25.0000E+0	10.6330E-6	190.0187E-6	
108.4184E-6	-108.5129E-6	1.4179E-9	24.0000E+0	5.0825E-6	77.7751E-6		221.0498E-6	-221.1435E-6	1.4350E-9	24.0000E+0	10.5838E-6	176.1373E-6	
103.3383E-6	-103.4325E-6	1.3097E-9	23.0000E+0	5.0801E-6	70.6298E-6		210.9252E-6	-211.0190E-6	1.3250E-9	23.0000E+0	10.1245E-6	162.2558E-6	
98.4288E-6	-98.5227E-6	1.1983E-9	22.0000E+0	4.9095E-6	63.4845E-6		200.7235E-6	-200.8174E-6	1.2181E-9	22.0000E+0	10.2017E-6	148.3744E-6	
93.5970E-6	-93.6904E-6	1.1610E-9	21.0000E+0	4.8317E-6	56.3391E-6		190.5926E-6	-190.6864E-6	1.1398E-9	21.0000E+0	10.1308E-6	134.4929E-6	
88.9217E-6	-89.0160E-6	1.0978E-9	20.0000E+0	4.6753E-6	49.1938E-6		180.9125E-6	-181.0066E-6	1.0692E-9	20.0000E+0	9.6801E-6	120.6115E-6	
84.2449E-6	-84.3391E-6	1.0519E-9	19.0000E+0	4.6767E-6	42.0485E-6		171.3476E-6	-171.4425E-6	999.1947E-12	19.0000E+0	9.5648E-6	106.7300E-6	
79.6581E-6	-79.7526E-6	957.0479E-12	18.0000E+0	4.5867E-6	34.9032E-6		161.9606E-6	-162.0557E-6	969.3786E-12	18.0000E+0	9.3870E-6	92.8485E-6	
75.2617E-6	-75.3569E-6	897.1122E-12	17.0000E+0	4.3964E-6	27.7579E-6		152.6637E-6	-152.7589E-6	893.7264E-12	17.0000E+0	9.2969E-6	78.9671E-6	
70.8931E-6	-70.9875E-6	800.9423E-12	16.0000E+0	4.3685E-6	20.6126E-6		143.6136E-6	-143.7102E-6	760.0586E-12	16.0000E+0	9.0500E-6	65.0856E-6	
66.5973E-6	-66.6919E-6	687.0343E-12	15.0000E+0	4.2957E-6	13.4673E-6		134.6075E-6	-134.7029E-6	710.9883E-12	15.0000E+0	9.0061E-6	51.2042E-6	
62.5318E-6	-62.6268E-6	609.9669E-12	14.0000E+0	4.0655E-6	6.3220E-6		125.9720E-6	-126.0681E-6	612.5948E-12	14.0000E+0	8.6354E-6	37.3227E-6	
58.3759E-6	-58.4705E-6	537.7510E-12	13.0000E+0	4.1558E-6	-823.2892E-9		117.5880E-6	-117.6844E-6	526.8352E-12	13.0000E+0	8.3840E-6	23.4413E-6	
54.3681E-6	-54.4631E-6	499.4448E-12	12.0000E+0	4.0078E-6	-7.9686E-6		109.4710E-6	-109.5678E-6	451.5871E-12	12.0000E+0	8.1169E-6	9.5598E-6	
50.5829E-6	-50.6781E-6	415.2517E-12	11.0000E+0	3.7852E-6	-15.1139E-6		101.5321E-6	-101.6296E-6	384.7786E-12	11.0000E+0	7.9389E-6	-4.3215E-6	
46.7905E-6	-46.8848E-6	346.9776E-12	10.0000E+0	3.7923E-6	-22.2592E-6		93.8416E-6	-93.9389E-6	305.2855E-12	10.0000E+0	7.6904E-6	-18.2030E-6	
43.1324E-6	-43.2279E-6	266.9792E-12	9.0000E+0	3.6580E-6	-29.4045E-6		86.3850E-6	-86.4824E-6	259.0451E-12	9.0000E+0	7.4566E-6	-32.0845E-6	
39.7826E-6	-39.7906E-6	231.6041E-12	8.0000E+0	3.3498E-6	-36.5498E-6		79.1574E-6	-79.2552E-6	176.8231E-12	8.0000E+0	7.2275E-6	-45.9659E-6	
36.3631E-6	-36.3713E-6	128.3591E-12	7.0000E+0	3.4194E-6	-43.6951E-6		72.2523E-6	-72.3510E-6	105.6684E-12	7.0000E+0	6.9051E-6	-59.8474E-6	
33.0351E-6	-33.0434E-6	51.5949E-12	6.0000E+0	3.3279E-6	-50.8404E-6		65.5733E-6	-65.6715E-6	37.5965E-12	6.0000E+0	6.6789E-6	-73.7288E-6	
29.8235E-6	-29.8319E-6	-16.5780E-12	5.0000E+0	3.2116E-6	-57.9857E-6		59.1573E-6	-59.2553E-6	-54.0757E-12	5.0000E+0	6.4160E-6	-87.6103E-6	
26.8489E-6	-26.8573E-6	-97.2840E-12	4.0000E+0	2.9745E-6	-65.1310E-6		53.0309E-6	-53.1303E-6	-144.9394E-12	4.0000E+0	6.1263E-6	-101.4918E-6	
23.9796E-6	-23.9879E-6	-166.4677E-12	3.0000E+0	2.8693E-6	-72.2763E-6		47.3652E-6	-47.4634E-6	-223.6745E-12	3.0000E+0	5.6657E-6	-115.3732E-6	
21.2787E-6	-21.2872E-6	-247.2242E-12	2.0000E+0	2.7008E-6	-79.4217E-6		42.0345E-6	-42.1331E-6	-269.6620E-12	2.0000E+0	5.3306E-6	-129.2547E-6	
18.7763E-6	-18.7849E-6	-326.4616E-12	1.0000E+0	2.5023E-6	-86.5670E-6		37.3699E-6	-37.3783E-6	-275.9787E-12	1.0000E+0	4.6646E-6	-143.1361E-6	
16.5070E-6	-16.5157E-6	-366.6357E-12	000.0000E-3	2.2693E-6	-93.7123E-6		32.7963E-6	-32.8050E-6	-357.2365E-12	000.0000E-3	4.5735E-6	-157.0176E-6	
14.4495E-6	-14.4583E-6	-454.2607E-12	-1.0000E+0	2.0575E-6	-100.8576E-6		28.6724E-6	-28.6809E-6	-451.4308E-12	-1.0000E+0	4.1239E-6	-170.8990E-6	
12.5669E-6	-12.5757E-6	-531.7790E-12	-2.0000E+0	1.8826E-6	-108.0029E-6		24.9935E-6	-25.0023E-6	-538.8537E-12	-2.0000E+0	3.6788E-6	-184.7805E-6	
10.8931E-6	-10.9021E-6	-586.3046E-12	-3.0000E+0	1.6737E-6	-115.1483E-6		21.7291E-6	-21.7380E-6	-591.4590E-12	-3.0000E+0	3.2644E-6	-198.6619E-6	
9.4474E-6	-9.4564E-6	-649.5725E-12	-4.0000E+0	1.4457E-6	-122.2936E-6		18.8848E-6	-18.8937E-6	-657.6578E-12	-4.0000E+0	2.8443E-6	-212.5434E-6	
8.1596E-6	-8.1689E-6	-710.6168E-12	-5.0000E+0	1.2877E-6	-129.4389E-6		16.4137E-6	-16.4229E-6	-740.2799E-12	-5.0000E+0	2.4710E-6	-226.4248E-6	
