DrainI(1)	SourceI(1)	GateI(1)	GateV(1)	GM(1)	IDLIN(1)	VT(1)	DrainI(2)	SourceI(2)	GateI(2)	GateV(2)	GM(2)	IDLIN(2)	VT(2)
68.3476E-6	-68.4395E-6	1.9941E-9	26.0000E+0	2.8537E-6	50.1291E-6		133.6749E-6	-133.7676E-6	2.0761E-9	26.0000E+0	5.7117E-6	90.1315E-6	
71.1892E-6	-71.2815E-6	2.0858E-9	27.0000E+0	2.8415E-6	54.0933E-6		139.5386E-6	-139.6314E-6	2.2087E-9	27.0000E+0	5.8637E-6	98.3022E-6	
74.2078E-6	-74.3001E-6	2.2429E-9	28.0000E+0	3.0186E-6	58.0575E-6		145.3409E-6	-145.4339E-6	2.2180E-9	28.0000E+0	5.8022E-6	106.4730E-6	
77.2535E-6	-77.3456E-6	2.3708E-9	29.0000E+0	3.0457E-6	62.0217E-6		151.3133E-6	-151.4055E-6	2.3048E-9	29.0000E+0	5.9723E-6	114.6437E-6	
80.2226E-6	-80.3146E-6	2.4857E-9	30.0000E+0	2.9690E-6	65.9859E-6		157.4544E-6	-157.5462E-6	2.3402E-9	30.0000E+0	6.1411E-6	122.8144E-6	
83.3112E-6	-83.4024E-6	2.5082E-9	31.0000E+0	3.0886E-6	69.9501E-6		163.5725E-6	-163.6638E-6	2.4134E-9	31.0000E+0	6.1181E-6	130.9851E-6	
86.4191E-6	-86.5100E-6	2.5472E-9	32.0000E+0	3.1078E-6	73.9143E-6		169.6893E-6	-169.7796E-6	2.5724E-9	32.0000E+0	6.1167E-6	139.1558E-6	
89.5511E-6	-89.6421E-6	2.5839E-9	33.0000E+0	3.1320E-6	77.8784E-6		175.9259E-6	-176.0164E-6	2.7013E-9	33.0000E+0	6.2366E-6	147.3265E-6	
92.7364E-6	-92.8271E-6	2.6469E-9	34.0000E+0	3.1853E-6	81.8426E-6		182.3105E-6	-182.3993E-6	2.7575E-9	34.0000E+0	6.3845E-6	155.4972E-6	
95.9618E-6	-96.0530E-6	2.7203E-9	35.0000E+0	3.2253E-6	85.8068E-6		188.7249E-6	-188.8142E-6	2.7666E-9	35.0000E+0	6.4143E-6	163.6679E-6	
99.1528E-6	-99.2432E-6	2.8537E-9	36.0000E+0	3.1910E-6	89.7710E-6		195.1010E-6	-195.1901E-6	2.8371E-9	36.0000E+0	6.3760E-6	171.8386E-6	
102.3076E-6	-102.3982E-6	2.9916E-9	37.0000E+0	3.1547E-6	93.7352E-6		201.6938E-6	-201.7832E-6	2.8859E-9	37.0000E+0	6.5928E-6	180.0093E-6	
105.5095E-6	-105.6004E-6	3.0887E-9	38.0000E+0	3.2019E-6	97.6994E-6		208.4177E-6	-208.5059E-6	2.9821E-9	38.0000E+0	6.7238E-6	188.1800E-6	
109.0049E-6	-109.0959E-6	3.1570E-9	39.0000E+0	3.4953E-6	101.6636E-6		214.9461E-6	-215.0353E-6	3.1579E-9	39.0000E+0	6.5284E-6	196.3507E-6	
112.2492E-6	-112.3389E-6	3.1716E-9	40.0000E+0	3.2443E-6	105.6278E-6		221.7518E-6	-221.8402E-6	3.2184E-9	40.0000E+0	6.8056E-6	204.5213E-6	
114.5991E-6	-114.6890E-6	3.2252E-9	41.0000E+0	2.3499E-6	109.5920E-6		228.5051E-6	-228.5933E-6	3.2778E-9	41.0000E+0	6.7533E-6	212.6920E-6	
118.8066E-6	-118.8971E-6	3.3140E-9	42.0000E+0	4.2074E-6	113.5562E-6		235.2204E-6	-235.3072E-6	3.3611E-9	42.0000E+0	6.7153E-6	220.8627E-6	
122.2192E-6	-122.3090E-6	3.3721E-9	43.0000E+0	3.4126E-6	117.5204E-6		242.2910E-6	-242.3785E-6	3.3645E-9	43.0000E+0	7.0705E-6	229.0334E-6	
125.6116E-6	-125.7014E-6	3.4642E-9	44.0000E+0	3.3923E-6	121.4846E-6		249.2033E-6	-249.2924E-6	3.3901E-9	44.0000E+0	6.9123E-6	237.2041E-6	
128.8476E-6	-128.9382E-6	3.6324E-9	45.0000E+0	3.2360E-6	125.4488E-6		255.9402E-6	-256.0278E-6	3.4721E-9	45.0000E+0	6.7368E-6	245.3748E-6	
133.1177E-6	-133.2067E-6	3.7390E-9	46.0000E+0	4.2700E-6	129.4130E-6		262.9958E-6	-263.0834E-6	3.6941E-9	46.0000E+0	7.0556E-6	253.5455E-6	
135.7501E-6	-135.8399E-6	3.8500E-9	47.0000E+0	2.6323E-6	133.3772E-6		270.1485E-6	-270.2370E-6	3.8150E-9	47.0000E+0	7.1526E-6	261.7162E-6	
140.0212E-6	-140.1096E-6	3.9572E-9	48.0000E+0	4.2711E-6	137.3414E-6		277.0360E-6	-277.1245E-6	3.8919E-9	48.0000E+0	6.8875E-6	269.8869E-6	
142.9066E-6	-142.9953E-6	3.9048E-9	49.0000E+0	2.8854E-6	141.3056E-6		284.3171E-6	-284.4045E-6	3.9664E-9	49.0000E+0	7.2810E-6	278.0576E-6	
146.3345E-6	-146.4223E-6	3.8675E-9	50.0000E+0	3.4278E-6	145.2698E-6		291.4043E-6	-291.4930E-6	4.0001E-9	50.0000E+0	7.0871E-6	286.2283E-6	
149.6247E-6	-149.7139E-6	3.8989E-9	51.0000E+0	3.2902E-6	149.2340E-6		298.3858E-6	-298.4740E-6	3.9940E-9	51.0000E+0	6.9815E-6	294.3990E-6	
153.6360E-6	-153.7249E-6	4.1286E-9	52.0000E+0	4.0113E-6	153.1982E-6		306.0240E-6	-306.1123E-6	4.0988E-9	52.0000E+0	7.6381E-6	302.5697E-6	
157.2435E-6	-157.3326E-6	4.3122E-9	53.0000E+0	3.6074E-6	157.1623E-6		313.1960E-6	-313.2831E-6	4.2129E-9	53.0000E+0	7.1720E-6	310.7404E-6	
160.3076E-6	-160.3969E-6	4.4517E-9	54.0000E+0	3.0641E-6	161.1265E-6		320.8727E-6	-320.9595E-6	4.3576E-9	54.0000E+0	7.6766E-6	318.9111E-6	
164.5412E-6	-164.6312E-6	4.4814E-9	55.0000E+0	4.2336E-6	165.0907E-6		328.1363E-6	-328.2245E-6	4.5084E-9	55.0000E+0	7.2636E-6	327.0818E-6	
164.3188E-6	-164.4091E-6	4.3653E-9	55.0000E+0	#REF	165.0907E-6		327.5511E-6	-327.6394E-6	4.3737E-9	55.0000E+0	#REF	327.0818E-6	
159.9633E-6	-160.0519E-6	4.1174E-9	54.0000E+0	4.3554E-6	161.1265E-6		318.9111E-6	-319.0001E-6	4.2495E-9	54.0000E+0	8.6399E-6	318.9111E-6	
155.6590E-6	-155.7482E-6	3.8946E-9	53.0000E+0	4.3042E-6	157.1623E-6		311.2097E-6	-311.2975E-6	4.1089E-9	53.0000E+0	7.7014E-6	310.7404E-6	
152.2404E-6	-152.3303E-6	3.8728E-9	52.0000E+0	3.4186E-6	153.1982E-6		302.9678E-6	-303.0558E-6	3.7605E-9	52.0000E+0	8.2418E-6	302.5697E-6	
148.0998E-6	-148.1891E-6	3.8151E-9	51.0000E+0	4.1406E-6	149.2340E-6		295.2650E-6	-295.3537E-6	3.7453E-9	51.0000E+0	7.7028E-6	294.3990E-6	
143.7005E-6	-143.7907E-6	3.8300E-9	50.0000E+0	4.3993E-6	145.2698E-6		287.5064E-6	-287.5957E-6	3.6160E-9	50.0000E+0	7.7585E-6	286.2283E-6	
140.3223E-6	-140.4130E-6	3.7139E-9	49.0000E+0	3.3781E-6	141.3056E-6		279.7583E-6	-279.8472E-6	3.4911E-9	49.0000E+0	7.7480E-6	278.0576E-6	
136.6756E-6	-136.7662E-6	3.6062E-9	48.0000E+0	3.6467E-6	137.3414E-6		272.3640E-6	-272.4527E-6	3.5457E-9	48.0000E+0	7.3943E-6	269.8869E-6	
132.9517E-6	-133.0420E-6	3.3802E-9	47.0000E+0	3.7239E-6	133.3772E-6		264.5385E-6	-264.6273E-6	3.5484E-9	47.0000E+0	7.8254E-6	261.7162E-6	
129.8513E-6	-129.9419E-6	3.1898E-9	46.0000E+0	3.1004E-6	129.4130E-6		256.9667E-6	-257.0562E-6	3.4482E-9	46.0000E+0	7.5717E-6	253.5455E-6	
125.4488E-6	-125.5400E-6	3.1206E-9	45.0000E+0	4.4024E-6	125.4488E-6		249.6744E-6	-249.7642E-6	3.2461E-9	45.0000E+0	7.2923E-6	245.3748E-6	
121.9229E-6	-122.0146E-6	3.0897E-9	44.0000E+0	3.5259E-6	121.4846E-6		242.2981E-6	-242.3884E-6	3.0947E-9	44.0000E+0	7.3762E-6	237.2041E-6	
118.4356E-6	-118.5277E-6	3.0773E-9	43.0000E+0	3.4873E-6	117.5204E-6		234.8116E-6	-234.9029E-6	2.9747E-9	43.0000E+0	7.4865E-6	229.0334E-6	
114.7974E-6	-114.8891E-6	2.9594E-9	42.0000E+0	3.6382E-6	113.5562E-6		227.8924E-6	-227.9824E-6	2.8402E-9	42.0000E+0	6.9191E-6	220.8627E-6	
111.2411E-6	-111.3327E-6	2.8642E-9	41.0000E+0	3.5562E-6	109.5920E-6		220.6146E-6	-220.7046E-6	2.7673E-9	41.0000E+0	7.2778E-6	212.6920E-6	
107.7900E-6	-107.8817E-6	2.8122E-9	40.0000E+0	3.4511E-6	105.6278E-6		213.7723E-6	-213.8630E-6	2.7764E-9	40.0000E+0	6.8422E-6	204.5213E-6	
104.2346E-6	-104.3268E-6	2.6388E-9	39.0000E+0	3.5553E-6	101.6636E-6		206.6472E-6	-206.7375E-6	2.6883E-9	39.0000E+0	7.1251E-6	196.3507E-6	
100.6959E-6	-100.7878E-6	2.5594E-9	38.0000E+0	3.5386E-6	97.6994E-6		199.7584E-6	-199.8488E-6	2.5904E-9	38.0000E+0	6.8887E-6	188.1800E-6	
97.5334E-6	-97.6255E-6	2.4649E-9	37.0000E+0	3.1624E-6	93.7352E-6		193.0949E-6	-193.1866E-6	2.5168E-9	37.0000E+0	6.6635E-6	180.0093E-6	
94.0532E-6	-94.1450E-6	2.2989E-9	36.0000E+0	3.4802E-6	89.7710E-6		186.1340E-6	-186.2246E-6	2.4076E-9	36.0000E+0	6.9609E-6	171.8386E-6	
90.9136E-6	-91.0062E-6	2.3148E-9	35.0000E+0	3.1396E-6	85.8068E-6		179.4782E-6	-179.5703E-6	2.3200E-9	35.0000E+0	6.6557E-6	163.6679E-6	
87.5870E-6	-87.6791E-6	2.2329E-9	34.0000E+0	3.3265E-6	81.8426E-6		173.0496E-6	-173.1421E-6	2.1997E-9	34.0000E+0	6.4285E-6	155.4972E-6	
84.4372E-6	-84.5295E-6	2.1916E-9	33.0000E+0	3.1498E-6	77.8784E-6		166.7489E-6	-166.8399E-6	2.0284E-9	33.0000E+0	6.3007E-6	147.3265E-6	
81.3588E-6	-81.4511E-6	2.1186E-9	32.0000E+0	3.0784E-6	73.9143E-6		160.3451E-6	-160.4379E-6	1.9918E-9	32.0000E+0	6.4038E-6	139.1558E-6	
78.1422E-6	-78.2339E-6	2.0392E-9	31.0000E+0	3.2165E-6	69.9501E-6		154.0050E-6	-154.0967E-6	2.0028E-9	31.0000E+0	6.3400E-6	130.9851E-6	
75.0621E-6	-75.1528E-6	1.8760E-9	30.0000E+0	3.0800E-6	65.9859E-6		147.8172E-6	-147.9093E-6	1.9270E-9	30.0000E+0	6.1878E-6	122.8144E-6	
72.1244E-6	-72.2172E-6	1.7549E-9	29.0000E+0	2.9376E-6	62.0217E-6		141.7308E-6	-141.8242E-6	1.8419E-9	29.0000E+0	6.0864E-6	114.6437E-6	
69.1309E-6	-69.2225E-6	1.6174E-9	28.0000E+0	2.9934E-6	58.0575E-6		135.7516E-6	-135.8443E-6	1.7613E-9	28.0000E+0	5.9791E-6	106.4730E-6	
66.1424E-6	-66.2340E-6	1.6012E-9	27.0000E+0	2.9885E-6	54.0933E-6		129.9024E-6	-129.9948E-6	1.6351E-9	27.0000E+0	5.8491E-6	98.3022E-6	
63.3626E-6	-63.4536E-6	1.5849E-9	26.0000E+0	2.7798E-6	50.1291E-6		124.1179E-6	-124.2112E-6	1.4921E-9	26.0000E+0	5.7845E-6	90.1315E-6	
60.4542E-6	-60.5477E-6	1.5294E-9	25.0000E+0	2.9083E-6	46.1649E-6		118.5248E-6	-118.6188E-6	1.3946E-9	25.0000E+0	5.5930E-6	81.9609E-6	
57.7454E-6	-57.8387E-6	1.4436E-9	24.0000E+0	2.7087E-6	42.2007E-6		112.9838E-6	-113.0774E-6	1.3569E-9	24.0000E+0	5.5410E-6	73.7902E-6	
54.9740E-6	-55.0678E-6	1.3340E-9	23.0000E+0	2.7714E-6	38.2365E-6		107.4574E-6	-107.5519E-6	1.3617E-9	23.0000E+0	5.5263E-6	65.6195E-6	
52.3524E-6	-52.4449E-6	1.2117E-9	22.0000E+0	2.6216E-6	34.2723E-6		102.1199E-6	-102.2144E-6	1.3030E-9	22.0000E+0	5.3374E-6	57.4488E-6	
49.7188E-6	-49.8114E-6	1.1025E-9	21.0000E+0	2.6335E-6	30.3081E-6		96.9430E-6	-97.0378E-6	1.1928E-9	21.0000E+0	5.1769E-6	49.2781E-6	
47.1102E-6	-47.2033E-6	1.0718E-9	20.0000E+0	2.6086E-6	26.3439E-6		91.7498E-6	-91.8450E-6	1.0756E-9	20.0000E+0	5.1931E-6	41.1074E-6	
44.5888E-6	-44.6812E-6	998.8411E-12	19.0000E+0	2.5214E-6	22.3797E-6		86.7375E-6	-86.8322E-6	985.7523E-12	19.0000E+0	5.0123E-6	32.9367E-6	
42.2260E-6	-42.3209E-6	944.6159E-12	18.0000E+0	2.3627E-6	18.4156E-6		81.8097E-6	-81.9043E-6	868.9637E-12	18.0000E+0	4.9277E-6	24.7660E-6	
39.8493E-6	-39.8572E-6	912.7784E-12	17.0000E+0	2.3766E-6	14.4514E-6		77.0592E-6	-77.1538E-6	817.8718E-12	17.0000E+0	4.7505E-6	16.5953E-6	
37.4601E-6	-37.4679E-6	861.6866E-12	16.0000E+0	2.3892E-6	10.4872E-6		72.3057E-6	-72.4007E-6	739.9960E-12	16.0000E+0	4.7534E-6	8.4246E-6	
35.1520E-6	-35.1600E-6	758.5931E-12	15.0000E+0	2.3080E-6	6.5230E-6		67.7564E-6	-67.8523E-6	704.1659E-12	15.0000E+0	4.5493E-6	253.9309E-9	
32.9262E-6	-32.9342E-6	619.8214E-12	14.0000E+0	2.2258E-6	2.5588E-6		63.3104E-6	-63.4063E-6	619.4171E-12	14.0000E+0	4.4459E-6	-7.9167E-6	
30.7034E-6	-30.7115E-6	539.6208E-12	13.0000E+0	2.2227E-6	-1.4053E-6		58.9808E-6	-59.0760E-6	561.1492E-12	13.0000E+0	4.3295E-6	-16.0874E-6	
28.6110E-6	-28.6192E-6	453.9623E-12	12.0000E+0	2.0924E-6	-5.3695E-6		54.8581E-6	-54.9539E-6	493.6836E-12	12.0000E+0	4.1226E-6	-24.2581E-6	
26.5426E-6	-26.5507E-6	378.4111E-12	11.0000E+0	2.0683E-6	-9.3337E-6		50.7696E-6	-50.8659E-6	403.0726E-12	11.0000E+0	4.0885E-6	-32.4288E-6	
24.5663E-6	-24.5744E-6	284.6668E-12	10.0000E+0	1.9762E-6	-13.2979E-6		46.8511E-6	-46.9457E-6	333.4340E-12	10.0000E+0	3.9184E-6	-40.5995E-6	
22.6437E-6	-22.6518E-6	263.8966E-12	9.0000E+0	1.9226E-6	-17.2621E-6		43.1303E-6	-43.2271E-6	232.8675E-12	9.0000E+0	3.7208E-6	-48.7702E-6	
20.7924E-6	-20.8006E-6	154.9915E-12	8.0000E+0	1.8513E-6	-21.2263E-6		39.6618E-6	-39.6698E-6	232.0589E-12	8.0000E+0	3.4685E-6	-56.9409E-6	
19.0200E-6	-19.0282E-6	105.3652E-12	7.0000E+0	1.7723E-6	-25.1905E-6		36.1358E-6	-36.1441E-6	118.3530E-12	7.0000E+0	3.5259E-6	-65.1116E-6	
17.3080E-6	-17.3165E-6	28.1462E-12	6.0000E+0	1.7119E-6	-29.1547E-6		32.7816E-6	-32.7899E-6	37.1922E-12	6.0000E+0	3.3542E-6	-73.2823E-6	
15.6720E-6	-15.6805E-6	-49.8812E-12	5.0000E+0	1.6360E-6	-33.1189E-6		29.6103E-6	-29.6187E-6	-35.3268E-12	5.0000E+0	3.1712E-6	-81.4530E-6	
14.1301E-6	-14.1387E-6	-126.7465E-12	4.0000E+0	1.5419E-6	-37.0831E-6		26.5702E-6	-26.5788E-6	-105.8246E-12	4.0000E+0	3.0401E-6	-89.6237E-6	
12.6481E-6	-12.6567E-6	-205.0267E-12	3.0000E+0	1.4819E-6	-41.0472E-6		23.7344E-6	-23.7430E-6	-173.9976E-12	3.0000E+0	2.8358E-6	-97.7944E-6	
11.2713E-6	-11.2800E-6	-276.1808E-12	2.0000E+0	1.3767E-6	-45.0114E-6		21.0888E-6	-21.0976E-6	-262.2839E-12	2.0000E+0	2.6455E-6	-105.9651E-6	
9.9874E-6	-9.9961E-6	-331.2118E-12	1.0000E+0	1.2839E-6	-48.9756E-6		18.6299E-6	-18.6387E-6	-305.3386E-12	1.0000E+0	2.4589E-6	-114.1358E-6	
8.8152E-6	-8.8240E-6	-397.6632E-12	000.0000E-3	1.1721E-6	-52.9398E-6		16.4563E-6	-16.4652E-6	-390.9928E-12	000.0000E-3	2.1736E-6	-122.3065E-6	
7.7668E-6	-7.7757E-6	-489.3814E-12	-1.0000E+0	1.0484E-6	-56.9040E-6		14.4815E-6	-14.4906E-6	-467.2983E-12	-1.0000E+0	1.9748E-6	-130.4772E-6	
6.8132E-6	-6.8221E-6	-519.2972E-12	-2.0000E+0	953.5920E-9	-60.8682E-6		12.7068E-6	-12.7159E-6	-535.0131E-12	-2.0000E+0	1.7746E-6	-138.6479E-6	
5.9611E-6	-5.9702E-6	-594.8952E-12	-3.0000E+0	852.0360E-9	-64.8324E-6		11.1434E-6	-11.1526E-6	-586.4562E-12	-3.0000E+0	1.5633E-6	-146.8186E-6	
5.2122E-6	-5.2214E-6	-681.1559E-12	-4.0000E+0	748.9448E-9	-68.7966E-6		9.7435E-6	-9.7528E-6	-662.8122E-12	-4.0000E+0	1.3998E-6	-154.9893E-6	
4.5517E-6	-4.5609E-6	-737.3490E-12	-5.0000E+0	660.4541E-9	-72.7608E-6		8.5449E-6	-8.5542E-6	-738.0565E-12	-5.0000E+0	1.1985E-6	-163.1600E-6	
