DrainI(1)	SourceI(1)	GateI(1)	GateV(1)	GM(1)	IDLIN(1)	VT(1)	DrainI(2)	SourceI(2)	GateI(2)	GateV(2)	GM(2)	IDLIN(2)	VT(2)
10.5348E-6	-10.5437E-6	-784.0925E-12	-6.0000E+0	1.5926E-6	-169.0382E-6		21.4274E-6	-21.4364E-6	-782.3238E-12	-6.0000E+0	3.1975E-6	-320.1161E-6	
9.1232E-6	-9.1323E-6	-853.2222E-12	-7.0000E+0	1.4115E-6	-178.1966E-6		18.5421E-6	-18.5511E-6	-871.9701E-12	-7.0000E+0	2.8853E-6	-338.4241E-6	
7.8904E-6	-7.8996E-6	-927.7085E-12	-8.0000E+0	1.2328E-6	-187.3549E-6		16.0164E-6	-16.0257E-6	-970.2070E-12	-8.0000E+0	2.5257E-6	-356.7322E-6	
6.8149E-6	-6.8241E-6	-1.0142E-9	-9.0000E+0	1.0754E-6	-196.5133E-6		13.8315E-6	-13.8407E-6	-1.0423E-9	-9.0000E+0	2.1849E-6	-375.0403E-6	
5.8345E-6	-5.8438E-6	-1.0801E-9	-10.0000E+0	980.4630E-9	-205.6716E-6		11.8935E-6	-11.9028E-6	-1.1167E-9	-10.0000E+0	1.9380E-6	-393.3484E-6	
5.0007E-6	-5.0100E-6	-1.1666E-9	-11.0000E+0	833.7224E-9	-214.8300E-6		10.2179E-6	-10.2274E-6	-1.1692E-9	-11.0000E+0	1.6755E-6	-411.6565E-6	
4.2758E-6	-4.2850E-6	-1.2461E-9	-12.0000E+0	724.8973E-9	-223.9883E-6		8.7154E-6	-8.7249E-6	-1.2448E-9	-12.0000E+0	1.5024E-6	-429.9646E-6	
3.6765E-6	-3.6776E-6	-1.2668E-9	-13.0000E+0	599.3249E-9	-233.1467E-6		7.4016E-6	-7.4112E-6	-1.2816E-9	-13.0000E+0	1.3137E-6	-448.2727E-6	
3.0966E-6	-3.0978E-6	-1.3569E-9	-14.0000E+0	579.8993E-9	-242.3050E-6		6.2778E-6	-6.2875E-6	-1.3472E-9	-14.0000E+0	1.1238E-6	-466.5807E-6	
2.5923E-6	-2.5934E-6	-1.4382E-9	-15.0000E+0	504.3678E-9	-251.4634E-6		5.2759E-6	-5.2857E-6	-1.4011E-9	-15.0000E+0	1.0018E-6	-484.8888E-6	
2.1642E-6	-2.1654E-6	-1.5238E-9	-16.0000E+0	428.0555E-9	-260.6217E-6		4.4172E-6	-4.4270E-6	-1.5414E-9	-16.0000E+0	858.7353E-9	-503.1969E-6	
1.7923E-6	-1.7934E-6	-1.5717E-9	-17.0000E+0	371.8691E-9	-269.7801E-6		3.7275E-6	-3.7286E-6	-1.5053E-9	-17.0000E+0	689.6823E-9	-521.5050E-6	
1.4783E-6	-1.4795E-6	-1.6104E-9	-18.0000E+0	314.0100E-9	-278.9384E-6		3.0692E-6	-3.0704E-6	-1.6509E-9	-18.0000E+0	658.3161E-9	-539.8131E-6	
1.1983E-6	-1.1996E-6	-1.6664E-9	-19.0000E+0	279.9995E-9	-288.0968E-6		2.5094E-6	-2.5104E-6	-1.7546E-9	-19.0000E+0	559.7917E-9	-558.1212E-6	
974.9152E-9	-976.2247E-9	-1.7817E-9	-20.0000E+0	223.4511E-9	-297.2551E-6		2.0425E-6	-2.0437E-6	-1.8210E-9	-20.0000E+0	466.8725E-9	-576.4292E-6	
