DrainI(1)	SourceI(1)	GateI(1)	GateV(1)	GM(1)	IDLIN(1)	VT(1)	DrainI(2)	SourceI(2)	GateI(2)	GateV(2)	GM(2)	IDLIN(2)	VT(2)
286.4072E-6	-286.4954E-6	3.3739E-9	42.0000E+0	7.6061E-6	270.5626E-6		594.0466E-6	-594.9602E-6	3.2462E-9	42.0000E+0	15.5943E-6	558.6720E-6	
294.3521E-6	-294.4389E-6	3.4618E-9	43.0000E+0	7.9448E-6	279.7209E-6		610.2530E-6	-611.1761E-6	3.3375E-9	43.0000E+0	16.2064E-6	576.9801E-6	
302.1844E-6	-302.2701E-6	3.4888E-9	44.0000E+0	7.8323E-6	288.8793E-6		625.3296E-6	-626.2395E-6	3.5309E-9	44.0000E+0	15.0765E-6	595.2882E-6	
310.1551E-6	-310.2411E-6	3.5053E-9	45.0000E+0	7.9706E-6	298.0376E-6		641.1358E-6	-642.0493E-6	3.7060E-9	45.0000E+0	15.8062E-6	613.5963E-6	
318.0213E-6	-318.1069E-6	3.5635E-9	46.0000E+0	7.8662E-6	307.1960E-6		656.6186E-6	-657.5296E-6	3.7441E-9	46.0000E+0	15.4827E-6	631.9043E-6	
326.2380E-6	-326.3240E-6	3.7676E-9	47.0000E+0	8.2166E-6	316.3543E-6		672.3985E-6	-673.3085E-6	3.8495E-9	47.0000E+0	15.7799E-6	650.2124E-6	
333.9242E-6	-334.0096E-6	3.9620E-9	48.0000E+0	7.6861E-6	325.5127E-6		687.9883E-6	-688.9043E-6	3.8919E-9	48.0000E+0	15.5897E-6	668.5205E-6	
342.3652E-6	-342.4504E-6	4.0381E-9	49.0000E+0	8.4410E-6	334.6710E-6		703.7623E-6	-704.6782E-6	3.9413E-9	49.0000E+0	15.7739E-6	686.8286E-6	
350.2110E-6	-350.2967E-6	4.0518E-9	50.0000E+0	7.8458E-6	343.8293E-6		719.2919E-6	-720.2085E-6	3.9483E-9	50.0000E+0	15.5296E-6	705.1367E-6	
358.0409E-6	-358.1273E-6	4.1281E-9	51.0000E+0	7.8298E-6	352.9877E-6		735.0169E-6	-735.9355E-6	4.0309E-9	51.0000E+0	15.7250E-6	723.4448E-6	
366.0533E-6	-366.1400E-6	4.1177E-9	52.0000E+0	8.0123E-6	362.1460E-6		751.3035E-6	-752.2130E-6	4.0364E-9	52.0000E+0	16.2865E-6	741.7529E-6	
374.0009E-6	-374.0883E-6	4.1549E-9	53.0000E+0	7.9475E-6	371.3044E-6		766.6950E-6	-767.6074E-6	4.2208E-9	53.0000E+0	15.3915E-6	760.0609E-6	
382.2818E-6	-382.3673E-6	4.3000E-9	54.0000E+0	8.2809E-6	380.4627E-6		782.4069E-6	-783.3168E-6	4.4533E-9	54.0000E+0	15.7118E-6	778.3690E-6	
390.3887E-6	-390.4731E-6	4.4664E-9	55.0000E+0	8.1069E-6	389.6211E-6		797.5530E-6	-798.4655E-6	4.5319E-9	55.0000E+0	15.1461E-6	796.6771E-6	
389.8902E-6	-389.9760E-6	4.5056E-9	55.0000E+0	#REF	389.6211E-6		796.9188E-6	-797.8221E-6	4.5039E-9	55.0000E+0	#REF	796.6771E-6	
380.8201E-6	-380.9068E-6	4.3743E-9	54.0000E+0	9.0700E-6	380.4627E-6		778.3690E-6	-779.2778E-6	4.3142E-9	54.0000E+0	18.5497E-6	778.3690E-6	
371.3044E-6	-371.3907E-6	4.1182E-9	53.0000E+0	9.5156E-6	371.3044E-6		760.3026E-6	-761.2194E-6	4.1258E-9	53.0000E+0	18.0663E-6	760.0609E-6	
362.5034E-6	-362.5898E-6	3.9866E-9	52.0000E+0	8.8010E-6	362.1460E-6		742.7929E-6	-743.7142E-6	3.9056E-9	52.0000E+0	17.5097E-6	741.7529E-6	
353.5947E-6	-353.6810E-6	3.8567E-9	51.0000E+0	8.9086E-6	352.9877E-6		725.7559E-6	-726.6686E-6	3.7375E-9	51.0000E+0	17.0369E-6	723.4448E-6	
344.9820E-6	-345.0682E-6	3.6708E-9	50.0000E+0	8.6127E-6	343.8293E-6		707.9318E-6	-708.8403E-6	3.6210E-9	50.0000E+0	17.8241E-6	705.1367E-6	
336.3088E-6	-336.3947E-6	3.5628E-9	49.0000E+0	8.6731E-6	334.6710E-6		690.6945E-6	-691.6096E-6	3.6247E-9	49.0000E+0	17.2372E-6	686.8286E-6	
327.5912E-6	-327.6775E-6	3.5439E-9	48.0000E+0	8.7176E-6	325.5127E-6		674.5214E-6	-675.4400E-6	3.4628E-9	48.0000E+0	16.1730E-6	668.5205E-6	
319.0320E-6	-319.1181E-6	3.4756E-9	47.0000E+0	8.5592E-6	316.3543E-6		657.4931E-6	-658.4000E-6	3.4415E-9	47.0000E+0	17.0283E-6	650.2124E-6	
310.2845E-6	-310.3705E-6	3.4178E-9	46.0000E+0	8.7475E-6	307.1960E-6		640.0186E-6	-640.9300E-6	3.4476E-9	46.0000E+0	17.4744E-6	631.9043E-6	
301.5615E-6	-301.6488E-6	3.2894E-9	45.0000E+0	8.7230E-6	298.0376E-6		623.3273E-6	-624.2438E-6	3.3412E-9	45.0000E+0	16.6913E-6	613.5963E-6	
293.1535E-6	-293.2396E-6	3.2080E-9	44.0000E+0	8.4079E-6	288.8793E-6		607.0185E-6	-607.9274E-6	3.1606E-9	44.0000E+0	16.3088E-6	595.2882E-6	
284.6491E-6	-284.7359E-6	3.0663E-9	43.0000E+0	8.5044E-6	279.7209E-6		589.8428E-6	-590.7587E-6	3.0219E-9	43.0000E+0	17.1756E-6	576.9801E-6	
276.5208E-6	-276.6072E-6	2.8781E-9	42.0000E+0	8.1283E-6	270.5626E-6		573.6015E-6	-574.5210E-6	2.8812E-9	42.0000E+0	16.2412E-6	558.6720E-6	
268.3357E-6	-268.4220E-6	2.7338E-9	41.0000E+0	8.1850E-6	261.4042E-6		556.5953E-6	-557.5133E-6	2.8287E-9	41.0000E+0	17.0061E-6	540.3639E-6	
260.3280E-6	-260.4156E-6	2.7319E-9	40.0000E+0	8.0077E-6	252.2459E-6		539.8839E-6	-540.7972E-6	2.7081E-9	40.0000E+0	16.7114E-6	522.0558E-6	
252.3534E-6	-252.4406E-6	2.7101E-9	39.0000E+0	7.9746E-6	243.0875E-6		523.5837E-6	-524.4975E-6	2.6896E-9	39.0000E+0	16.3001E-6	503.7478E-6	
244.2558E-6	-244.3433E-6	2.6390E-9	38.0000E+0	8.0975E-6	233.9292E-6		507.3738E-6	-508.2921E-6	2.6292E-9	38.0000E+0	16.2099E-6	485.4397E-6	
236.4341E-6	-236.5210E-6	2.5958E-9	37.0000E+0	7.8216E-6	224.7708E-6		491.2996E-6	-492.2214E-6	2.6294E-9	37.0000E+0	16.0742E-6	467.1316E-6	
228.4629E-6	-228.5504E-6	2.4728E-9	36.0000E+0	7.9711E-6	215.6125E-6		475.5528E-6	-476.4748E-6	2.4517E-9	36.0000E+0	15.7467E-6	448.8235E-6	
220.8718E-6	-220.9582E-6	2.3620E-9	35.0000E+0	7.5911E-6	206.4541E-6		459.9969E-6	-460.9188E-6	2.3056E-9	35.0000E+0	15.5559E-6	430.5154E-6	
213.1803E-6	-213.2691E-6	2.2368E-9	34.0000E+0	7.6915E-6	197.2958E-6		444.2815E-6	-445.1944E-6	2.1658E-9	34.0000E+0	15.7154E-6	412.2073E-6	
205.6760E-6	-205.7641E-6	2.1062E-9	33.0000E+0	7.5043E-6	188.1374E-6		428.8240E-6	-429.7408E-6	2.0529E-9	33.0000E+0	15.4575E-6	393.8992E-6	
198.2815E-6	-198.3698E-6	2.0069E-9	32.0000E+0	7.3944E-6	178.9791E-6		413.3316E-6	-414.2480E-6	2.0432E-9	32.0000E+0	15.4923E-6	375.5912E-6	
191.0282E-6	-191.1167E-6	1.9384E-9	31.0000E+0	7.2532E-6	169.8207E-6		399.3309E-6	-399.4189E-6	1.9772E-9	31.0000E+0	14.0007E-6	357.2831E-6	
183.6459E-6	-183.7354E-6	1.9000E-9	30.0000E+0	7.3822E-6	160.6624E-6		383.7030E-6	-383.7913E-6	1.9505E-9	30.0000E+0	15.6278E-6	338.9750E-6	
176.5957E-6	-176.6846E-6	1.8350E-9	29.0000E+0	7.0502E-6	151.5040E-6		368.9513E-6	-369.0407E-6	1.8662E-9	29.0000E+0	14.7517E-6	320.6669E-6	
169.4112E-6	-169.4999E-6	1.7526E-9	28.0000E+0	7.1845E-6	142.3457E-6		354.0480E-6	-354.1370E-6	1.7793E-9	28.0000E+0	14.9032E-6	302.3588E-6	
162.4966E-6	-162.5855E-6	1.7098E-9	27.0000E+0	6.9146E-6	133.1873E-6		339.4682E-6	-339.5576E-6	1.7207E-9	27.0000E+0	14.5797E-6	284.0507E-6	
155.6608E-6	-155.7512E-6	1.6367E-9	26.0000E+0	6.8357E-6	124.0290E-6		325.3498E-6	-325.4391E-6	1.5677E-9	26.0000E+0	14.1183E-6	265.7427E-6	
148.8192E-6	-148.9091E-6	1.5113E-9	25.0000E+0	6.8416E-6	114.8706E-6		311.1307E-6	-311.2192E-6	1.4639E-9	25.0000E+0	14.2191E-6	247.4346E-6	
142.3231E-6	-142.4130E-6	1.4176E-9	24.0000E+0	6.4960E-6	105.7123E-6		297.1783E-6	-297.2681E-6	1.3793E-9	24.0000E+0	13.9524E-6	229.1265E-6	
135.7465E-6	-135.8360E-6	1.3262E-9	23.0000E+0	6.5766E-6	96.5539E-6		283.4992E-6	-283.5892E-6	1.2768E-9	23.0000E+0	13.6790E-6	210.8184E-6	
129.4419E-6	-129.5309E-6	1.2208E-9	22.0000E+0	6.3046E-6	87.3955E-6		270.2871E-6	-270.3771E-6	1.2209E-9	22.0000E+0	13.2120E-6	192.5103E-6	
123.1631E-6	-123.2542E-6	1.1139E-9	21.0000E+0	6.2787E-6	78.2372E-6		256.8545E-6	-256.9452E-6	1.1536E-9	21.0000E+0	13.4326E-6	174.2022E-6	
117.1397E-6	-117.2304E-6	1.0837E-9	20.0000E+0	6.0234E-6	69.0788E-6		244.0767E-6	-244.1681E-6	1.0906E-9	20.0000E+0	12.7778E-6	155.8941E-6	
111.0830E-6	-111.1748E-6	1.0598E-9	19.0000E+0	6.0566E-6	59.9205E-6		231.4781E-6	-231.5696E-6	1.0382E-9	19.0000E+0	12.5985E-6	137.5861E-6	
104.9967E-6	-105.0885E-6	977.1612E-12	18.0000E+0	6.0863E-6	50.7621E-6		218.6681E-6	-218.7593E-6	919.4491E-12	18.0000E+0	12.8100E-6	119.2780E-6	
99.2352E-6	-99.3273E-6	842.2807E-12	17.0000E+0	5.7614E-6	41.6038E-6		206.4786E-6	-206.5716E-6	826.5640E-12	17.0000E+0	12.1894E-6	100.9699E-6	
93.6319E-6	-93.7239E-6	791.4920E-12	16.0000E+0	5.6032E-6	32.4454E-6		194.4496E-6	-194.5436E-6	729.3834E-12	16.0000E+0	12.0290E-6	82.6618E-6	
88.1813E-6	-88.2731E-6	710.0281E-12	15.0000E+0	5.4506E-6	23.2871E-6		182.9780E-6	-183.0722E-6	637.6606E-12	15.0000E+0	11.4715E-6	64.3537E-6	
82.7602E-6	-82.8517E-6	589.4493E-12	14.0000E+0	5.4211E-6	14.1287E-6		171.6037E-6	-171.6978E-6	591.2181E-12	14.0000E+0	11.3743E-6	46.0456E-6	
77.5387E-6	-77.6307E-6	506.2166E-12	13.0000E+0	5.2215E-6	4.9704E-6		160.3189E-6	-160.4134E-6	545.1798E-12	13.0000E+0	11.2847E-6	27.7375E-6	
72.4262E-6	-72.5182E-6	481.1002E-12	12.0000E+0	5.1124E-6	-4.1879E-6		149.4728E-6	-149.5677E-6	486.7096E-12	12.0000E+0	10.8461E-6	9.4294E-6	
67.3294E-6	-67.4230E-6	415.3023E-12	11.0000E+0	5.0967E-6	-13.3462E-6		139.0603E-6	-139.1553E-6	390.9440E-12	11.0000E+0	10.4124E-6	-8.8786E-6	
62.6729E-6	-62.7660E-6	340.2058E-12	10.0000E+0	4.6565E-6	-22.5046E-6		128.8493E-6	-128.9450E-6	310.5413E-12	10.0000E+0	10.2109E-6	-27.1867E-6	
57.9925E-6	-58.0857E-6	265.5643E-12	9.0000E+0	4.6803E-6	-31.6629E-6		118.9869E-6	-119.0838E-6	228.6225E-12	9.0000E+0	9.8624E-6	-45.4947E-6	
53.5217E-6	-53.6154E-6	181.6746E-12	8.0000E+0	4.4708E-6	-40.8213E-6		109.5212E-6	-109.6184E-6	143.3683E-12	8.0000E+0	9.4657E-6	-63.8028E-6	
49.1401E-6	-49.2344E-6	112.3392E-12	7.0000E+0	4.3815E-6	-49.9796E-6		100.2738E-6	-100.3720E-6	84.0390E-12	7.0000E+0	9.2473E-6	-82.1109E-6	
44.9038E-6	-44.9978E-6	18.7971E-12	6.0000E+0	4.2362E-6	-59.1380E-6		91.5429E-6	-91.6403E-6	17.2810E-12	6.0000E+0	8.7309E-6	-100.4190E-6	
40.8420E-6	-40.9361E-6	-50.4371E-12	5.0000E+0	4.0618E-6	-68.2963E-6		83.0559E-6	-83.1540E-6	-45.0298E-12	5.0000E+0	8.4869E-6	-118.7271E-6	
37.1654E-6	-37.1735E-6	-60.9991E-12	4.0000E+0	3.6765E-6	-77.4547E-6		74.9907E-6	-75.0890E-6	-129.7281E-12	4.0000E+0	8.0651E-6	-137.0352E-6	
33.4306E-6	-33.4389E-6	-153.7327E-12	3.0000E+0	3.7348E-6	-86.6130E-6		67.3987E-6	-67.4969E-6	-191.4830E-12	3.0000E+0	7.5920E-6	-155.3433E-6	
29.9139E-6	-29.9221E-6	-244.0404E-12	2.0000E+0	3.5166E-6	-95.7714E-6		60.3461E-6	-60.4449E-6	-277.3936E-12	2.0000E+0	7.0525E-6	-173.6514E-6	
26.6331E-6	-26.6416E-6	-300.0832E-12	1.0000E+0	3.2807E-6	-104.9298E-6		53.6388E-6	-53.7370E-6	-330.3021E-12	1.0000E+0	6.7072E-6	-191.9595E-6	
23.5620E-6	-23.5705E-6	-402.8176E-12	000.0000E-3	3.0711E-6	-114.0881E-6		47.4215E-6	-47.5201E-6	-410.4482E-12	000.0000E-3	6.2173E-6	-210.2675E-6	
20.7708E-6	-20.7794E-6	-461.0322E-12	-1.0000E+0	2.7912E-6	-123.2465E-6		41.8893E-6	-41.9884E-6	-480.0833E-12	-1.0000E+0	5.5321E-6	-228.5756E-6	
18.2412E-6	-18.2499E-6	-543.8059E-12	-2.0000E+0	2.5295E-6	-132.4048E-6		37.1325E-6	-37.1411E-6	-478.5167E-12	-2.0000E+0	4.7567E-6	-246.8837E-6	
15.9519E-6	-15.9607E-6	-615.5129E-12	-3.0000E+0	2.2892E-6	-141.5632E-6		32.3977E-6	-32.4064E-6	-592.5707E-12	-3.0000E+0	4.7347E-6	-265.1918E-6	
13.9396E-6	-13.9483E-6	-685.6028E-12	-4.0000E+0	2.0123E-6	-150.7215E-6		28.3033E-6	-28.3120E-6	-641.8408E-12	-4.0000E+0	4.0943E-6	-283.4999E-6	
12.1275E-6	-12.1364E-6	-766.2037E-12	-5.0000E+0	1.8121E-6	-159.8799E-6		24.6250E-6	-24.6338E-6	-736.9953E-12	-5.0000E+0	3.6783E-6	-301.8080E-6	
