DrainI(1)	SourceI(1)	GateI(1)	GateV(1)	GM(1)	IDLIN(1)	VT(1)	DrainI(2)	SourceI(2)	GateI(2)	GateV(2)	GM(2)	IDLIN(2)	VT(2)
11.7159E-6	-11.7248E-6	-73.8858E-12	-3.0000E+0	1.1656E-6	-72.3334E-6		22.6614E-6	-22.6700E-6	-120.3284E-12	-3.0000E+0	2.2727E-6	-138.0987E-6	
13.0050E-6	-13.0137E-6	-10.6653E-12	-2.0000E+0	1.2890E-6	-67.8816E-6		25.1347E-6	-25.1432E-6	-59.2809E-12	-2.0000E+0	2.4733E-6	-129.3484E-6	
14.3975E-6	-14.4061E-6	67.5643E-12	-1.0000E+0	1.3924E-6	-63.4298E-6		27.7965E-6	-27.8049E-6	41.0834E-12	-1.0000E+0	2.6617E-6	-120.5980E-6	
15.8973E-6	-15.9059E-6	140.6898E-12	000.0000E-3	1.4997E-6	-58.9781E-6		30.6762E-6	-30.6844E-6	106.3760E-12	000.0000E-3	2.8797E-6	-111.8477E-6	
17.4852E-6	-17.4936E-6	190.1141E-12	1.0000E+0	1.5879E-6	-54.5263E-6		33.7461E-6	-33.7543E-6	186.6776E-12	1.0000E+0	3.0698E-6	-103.0974E-6	
19.1972E-6	-19.2055E-6	288.0527E-12	2.0000E+0	1.7120E-6	-50.0745E-6		37.0633E-6	-37.0713E-6	273.1952E-12	2.0000E+0	3.3172E-6	-94.3470E-6	
20.9993E-6	-21.0076E-6	345.8153E-12	3.0000E+0	1.8021E-6	-45.6227E-6		40.5694E-6	-40.5774E-6	330.1492E-12	3.0000E+0	3.5061E-6	-85.5967E-6	
22.8871E-6	-22.8953E-6	416.8183E-12	4.0000E+0	1.8877E-6	-41.1709E-6		44.3112E-6	-44.3191E-6	389.2258E-12	4.0000E+0	3.7417E-6	-76.8463E-6	
24.8724E-6	-24.8806E-6	501.9716E-12	5.0000E+0	1.9852E-6	-36.7192E-6		48.1605E-6	-48.1684E-6	476.4003E-12	5.0000E+0	3.8492E-6	-68.0960E-6	
26.9170E-6	-26.9252E-6	564.5351E-12	6.0000E+0	2.0446E-6	-32.2674E-6		52.0033E-6	-52.0987E-6	492.6223E-12	6.0000E+0	3.8428E-6	-59.3457E-6	
29.0228E-6	-29.0309E-6	647.5151E-12	7.0000E+0	2.1057E-6	-27.8156E-6		56.2244E-6	-56.3193E-6	589.0955E-12	7.0000E+0	4.2210E-6	-50.5954E-6	
31.2103E-6	-31.2182E-6	701.7402E-12	8.0000E+0	2.1875E-6	-23.3638E-6		60.5618E-6	-60.6563E-6	675.1583E-12	8.0000E+0	4.3373E-6	-41.8450E-6	
33.4566E-6	-33.4645E-6	778.7570E-12	9.0000E+0	2.2462E-6	-18.9120E-6		65.0662E-6	-65.1606E-6	739.0358E-12	9.0000E+0	4.5044E-6	-33.0947E-6	
35.7631E-6	-35.7711E-6	861.0802E-12	10.0000E+0	2.3065E-6	-14.4603E-6		69.7054E-6	-69.8002E-6	828.8887E-12	10.0000E+0	4.6392E-6	-24.3444E-6	
38.1569E-6	-38.1647E-6	906.6131E-12	11.0000E+0	2.3937E-6	-10.0085E-6		74.4325E-6	-74.5268E-6	877.5548E-12	11.0000E+0	4.7270E-6	-15.5940E-6	
40.6243E-6	-40.6320E-6	987.0662E-12	12.0000E+0	2.4674E-6	-5.5567E-6		79.3134E-6	-79.4077E-6	967.0540E-12	12.0000E+0	4.8809E-6	-6.8437E-6	
43.1477E-6	-43.1554E-6	1.0925E-9	13.0000E+0	2.5233E-6	-1.1049E-6		84.3022E-6	-84.3960E-6	1.0861E-9	13.0000E+0	4.9887E-6	1.9065E-6	
45.6904E-6	-45.6982E-6	1.1787E-9	14.0000E+0	2.5426E-6	3.3468E-6		89.4355E-6	-89.5287E-6	1.1497E-9	14.0000E+0	5.1333E-6	10.6568E-6	
48.3065E-6	-48.3142E-6	1.2550E-9	15.0000E+0	2.6160E-6	7.7985E-6		94.6826E-6	-94.7763E-6	1.2438E-9	15.0000E+0	5.2470E-6	19.4072E-6	
50.8475E-6	-50.9394E-6	1.2928E-9	16.0000E+0	2.5410E-6	12.2503E-6		100.0610E-6	-100.1535E-6	1.2944E-9	16.0000E+0	5.3783E-6	28.1575E-6	
53.6089E-6	-53.6998E-6	1.3740E-9	17.0000E+0	2.7613E-6	16.7021E-6		105.4864E-6	-105.5782E-6	1.3599E-9	17.0000E+0	5.4254E-6	36.9078E-6	
56.4004E-6	-56.4921E-6	1.4614E-9	18.0000E+0	2.7915E-6	21.1539E-6		110.9846E-6	-111.0761E-6	1.4200E-9	18.0000E+0	5.4981E-6	45.6582E-6	
59.2407E-6	-59.3309E-6	1.5061E-9	19.0000E+0	2.8403E-6	25.6057E-6		116.6777E-6	-116.7696E-6	1.4752E-9	19.0000E+0	5.6931E-6	54.4085E-6	
62.0967E-6	-62.1875E-6	1.5530E-9	20.0000E+0	2.8559E-6	30.0574E-6		122.3791E-6	-122.4709E-6	1.6047E-9	20.0000E+0	5.7013E-6	63.1588E-6	
65.0544E-6	-65.1448E-6	1.6499E-9	21.0000E+0	2.9576E-6	34.5092E-6		128.2509E-6	-128.3427E-6	1.6921E-9	21.0000E+0	5.8718E-6	71.9091E-6	
68.0324E-6	-68.1229E-6	1.7268E-9	22.0000E+0	2.9779E-6	38.9610E-6		134.1962E-6	-134.2860E-6	1.7593E-9	22.0000E+0	5.9452E-6	80.6595E-6	
71.0339E-6	-71.1241E-6	1.8216E-9	23.0000E+0	3.0015E-6	43.4128E-6		140.2232E-6	-140.3135E-6	1.8661E-9	23.0000E+0	6.0269E-6	89.4098E-6	
74.0839E-6	-74.1744E-6	1.9699E-9	24.0000E+0	3.0499E-6	47.8646E-6		146.2374E-6	-146.3283E-6	1.9186E-9	24.0000E+0	6.0142E-6	98.1601E-6	
77.1976E-6	-77.2884E-6	2.0359E-9	25.0000E+0	3.1137E-6	52.3163E-6		152.4706E-6	-152.5614E-6	1.9741E-9	25.0000E+0	6.2331E-6	106.9105E-6	
80.3774E-6	-80.4683E-6	2.0613E-9	26.0000E+0	3.1798E-6	56.7681E-6		158.8228E-6	-158.9132E-6	1.9599E-9	26.0000E+0	6.3522E-6	115.6608E-6	
83.5454E-6	-83.6360E-6	2.1202E-9	27.0000E+0	3.1679E-6	61.2199E-6		165.1648E-6	-165.2562E-6	2.0962E-9	27.0000E+0	6.3419E-6	124.4112E-6	
86.7679E-6	-86.8588E-6	2.1697E-9	28.0000E+0	3.2225E-6	65.6717E-6		171.6546E-6	-171.7458E-6	2.2423E-9	28.0000E+0	6.4898E-6	133.1615E-6	
90.0808E-6	-90.1711E-6	2.2534E-9	29.0000E+0	3.3128E-6	70.1235E-6		178.2494E-6	-178.3409E-6	2.3398E-9	29.0000E+0	6.5947E-6	141.9118E-6	
93.3659E-6	-93.4560E-6	2.4365E-9	30.0000E+0	3.2850E-6	74.5752E-6		184.7978E-6	-184.8893E-6	2.4087E-9	30.0000E+0	6.5484E-6	150.6621E-6	
96.7199E-6	-96.8093E-6	2.5346E-9	31.0000E+0	3.3540E-6	79.0270E-6		191.4214E-6	-191.5125E-6	2.4226E-9	31.0000E+0	6.6236E-6	159.4125E-6	
100.0753E-6	-100.1655E-6	2.6147E-9	32.0000E+0	3.3552E-6	83.4788E-6		198.1975E-6	-198.2877E-6	2.5227E-9	32.0000E+0	6.7760E-6	168.1628E-6	
103.5136E-6	-103.6026E-6	2.7129E-9	33.0000E+0	3.4383E-6	87.9306E-6		205.1711E-6	-205.2618E-6	2.5357E-9	33.0000E+0	6.9736E-6	176.9131E-6	
106.9588E-6	-107.0483E-6	2.7178E-9	34.0000E+0	3.4452E-6	92.3824E-6		212.0506E-6	-212.1405E-6	2.6470E-9	34.0000E+0	6.8794E-6	185.6635E-6	
110.4108E-6	-110.4992E-6	2.6932E-9	35.0000E+0	3.4519E-6	96.8341E-6		219.0147E-6	-219.1047E-6	2.7617E-9	35.0000E+0	6.9641E-6	194.4138E-6	
114.0011E-6	-114.0898E-6	2.7879E-9	36.0000E+0	3.5903E-6	101.2860E-6		226.0513E-6	-226.1410E-6	2.9319E-9	36.0000E+0	7.0365E-6	203.1641E-6	
117.5506E-6	-117.6400E-6	2.9001E-9	37.0000E+0	3.5495E-6	105.7378E-6		233.0878E-6	-233.1775E-6	2.9914E-9	37.0000E+0	7.0365E-6	211.9144E-6	
121.1427E-6	-121.2316E-6	3.1196E-9	38.0000E+0	3.5920E-6	110.1895E-6		240.1586E-6	-240.2479E-6	2.9986E-9	38.0000E+0	7.0708E-6	220.6648E-6	
124.7435E-6	-124.8320E-6	3.2367E-9	39.0000E+0	3.6007E-6	114.6413E-6		247.4990E-6	-247.5886E-6	3.0591E-9	39.0000E+0	7.3404E-6	229.4151E-6	
128.4138E-6	-128.5028E-6	3.2436E-9	40.0000E+0	3.6702E-6	119.0931E-6		254.8389E-6	-254.9271E-6	3.1445E-9	40.0000E+0	7.3398E-6	238.1654E-6	
132.0472E-6	-132.1342E-6	3.2774E-9	41.0000E+0	3.6334E-6	123.5449E-6		262.2891E-6	-262.3783E-6	3.2580E-9	41.0000E+0	7.4502E-6	246.9158E-6	
135.7208E-6	-135.8092E-6	3.3308E-9	42.0000E+0	3.6735E-6	127.9967E-6		269.5854E-6	-269.6748E-6	3.4193E-9	42.0000E+0	7.2963E-6	255.6661E-6	
139.4887E-6	-139.5766E-6	3.3335E-9	43.0000E+0	3.7679E-6	132.4484E-6		277.0741E-6	-277.1635E-6	3.5045E-9	43.0000E+0	7.4887E-6	264.4164E-6	
143.2749E-6	-143.3615E-6	3.4278E-9	44.0000E+0	3.7861E-6	136.9002E-6		284.5345E-6	-284.6232E-6	3.5037E-9	44.0000E+0	7.4603E-6	273.1667E-6	
147.0587E-6	-147.1457E-6	3.6240E-9	45.0000E+0	3.7837E-6	141.3520E-6		292.1385E-6	-292.2258E-6	3.4497E-9	45.0000E+0	7.6039E-6	281.9171E-6	
150.8246E-6	-150.9124E-6	3.7841E-9	46.0000E+0	3.7659E-6	145.8038E-6		299.8888E-6	-299.9765E-6	3.5643E-9	46.0000E+0	7.7502E-6	290.6674E-6	
154.6720E-6	-154.7592E-6	3.8472E-9	47.0000E+0	3.8474E-6	150.2556E-6		307.5063E-6	-307.5937E-6	3.7812E-9	47.0000E+0	7.6175E-6	299.4177E-6	
158.4764E-6	-158.5631E-6	3.9267E-9	48.0000E+0	3.8043E-6	154.7073E-6		315.0463E-6	-315.1335E-6	3.8848E-9	48.0000E+0	7.5399E-6	308.1681E-6	
162.3464E-6	-162.4340E-6	3.9362E-9	49.0000E+0	3.8700E-6	159.1591E-6		322.7962E-6	-322.8832E-6	3.9150E-9	49.0000E+0	7.7499E-6	316.9184E-6	
166.2294E-6	-166.3167E-6	3.9282E-9	50.0000E+0	3.8830E-6	163.6109E-6		330.5722E-6	-330.6588E-6	3.9891E-9	50.0000E+0	7.7759E-6	325.6687E-6	
170.1909E-6	-170.2779E-6	3.9756E-9	51.0000E+0	3.9614E-6	168.0627E-6		338.2945E-6	-338.3816E-6	4.0790E-9	51.0000E+0	7.7222E-6	334.4190E-6	
174.1774E-6	-174.2631E-6	4.0177E-9	52.0000E+0	3.9864E-6	172.5145E-6		346.2126E-6	-346.2984E-6	4.0633E-9	52.0000E+0	7.9181E-6	343.1694E-6	
178.1472E-6	-178.2341E-6	4.2882E-9	53.0000E+0	3.9697E-6	176.9662E-6		354.2022E-6	-354.2884E-6	4.2096E-9	53.0000E+0	7.9895E-6	351.9197E-6	
182.1062E-6	-182.1940E-6	4.4976E-9	54.0000E+0	3.9590E-6	181.4180E-6		362.2413E-6	-362.3262E-6	4.4088E-9	54.0000E+0	8.0390E-6	360.6700E-6	
186.0826E-6	-186.1699E-6	4.4879E-9	55.0000E+0	3.9763E-6	185.8698E-6		370.0793E-6	-370.1636E-6	4.5101E-9	55.0000E+0	7.8380E-6	369.4204E-6	
185.8892E-6	-185.9758E-6	4.3078E-9	55.0000E+0	#REF	185.8698E-6		369.5383E-6	-369.6235E-6	4.4564E-9	55.0000E+0	#REF	369.4204E-6	
181.4180E-6	-181.5063E-6	4.1402E-9	54.0000E+0	4.4711E-6	181.4180E-6		360.6700E-6	-360.7564E-6	4.2105E-9	54.0000E+0	8.8683E-6	360.6700E-6	
176.9856E-6	-177.0730E-6	3.9322E-9	53.0000E+0	4.4323E-6	176.9662E-6		352.0377E-6	-352.1235E-6	3.9548E-9	53.0000E+0	8.6323E-6	351.9197E-6	
172.7967E-6	-172.8848E-6	3.8778E-9	52.0000E+0	4.1889E-6	172.5145E-6		343.3898E-6	-343.4755E-6	3.8994E-9	52.0000E+0	8.6479E-6	343.1694E-6	
168.5346E-6	-168.6226E-6	3.7374E-9	51.0000E+0	4.2620E-6	168.0627E-6		335.1365E-6	-335.2222E-6	3.7689E-9	51.0000E+0	8.2532E-6	334.4190E-6	
164.2996E-6	-164.3878E-6	3.6701E-9	50.0000E+0	4.2350E-6	163.6109E-6		326.7949E-6	-326.8818E-6	3.6868E-9	50.0000E+0	8.3415E-6	325.6687E-6	
160.1016E-6	-160.1893E-6	3.6434E-9	49.0000E+0	4.1979E-6	159.1591E-6		318.3029E-6	-318.3894E-6	3.6940E-9	49.0000E+0	8.4920E-6	316.9184E-6	
156.0128E-6	-156.1022E-6	3.6367E-9	48.0000E+0	4.0887E-6	154.7073E-6		310.0279E-6	-310.1155E-6	3.6191E-9	48.0000E+0	8.2750E-6	308.1681E-6	
151.8997E-6	-151.9895E-6	3.4473E-9	47.0000E+0	4.1130E-6	150.2556E-6		301.8763E-6	-301.9646E-6	3.4226E-9	47.0000E+0	8.1515E-6	299.4177E-6	
147.7529E-6	-147.8415E-6	3.3519E-9	46.0000E+0	4.1467E-6	145.8038E-6		293.8065E-6	-293.8924E-6	3.1800E-9	46.0000E+0	8.0698E-6	290.6674E-6	
143.7537E-6	-143.8437E-6	3.2013E-9	45.0000E+0	3.9992E-6	141.3520E-6		285.6765E-6	-285.7638E-6	3.1072E-9	45.0000E+0	8.1299E-6	281.9171E-6	
139.7782E-6	-139.8684E-6	2.9952E-9	44.0000E+0	3.9755E-6	136.9002E-6		277.6940E-6	-277.7810E-6	3.1130E-9	44.0000E+0	7.9824E-6	273.1667E-6	
135.8452E-6	-135.9352E-6	2.9080E-9	43.0000E+0	3.9329E-6	132.4484E-6		269.9518E-6	-270.0402E-6	3.0828E-9	43.0000E+0	7.7422E-6	264.4164E-6	
131.8882E-6	-131.9789E-6	2.9488E-9	42.0000E+0	3.9570E-6	127.9967E-6		262.1591E-6	-262.2477E-6	2.9855E-9	42.0000E+0	7.7926E-6	255.6661E-6	
127.9976E-6	-128.0889E-6	2.8878E-9	41.0000E+0	3.8905E-6	123.5449E-6		254.3904E-6	-254.4780E-6	2.9187E-9	41.0000E+0	7.7687E-6	246.9158E-6	
124.1558E-6	-124.2464E-6	2.8302E-9	40.0000E+0	3.8418E-6	119.0931E-6		246.6796E-6	-246.7685E-6	2.7965E-9	40.0000E+0	7.7107E-6	238.1654E-6	
120.3935E-6	-120.4844E-6	2.6944E-9	39.0000E+0	3.7622E-6	114.6413E-6		239.1134E-6	-239.2017E-6	2.6397E-9	39.0000E+0	7.5661E-6	229.4151E-6	
116.5997E-6	-116.6893E-6	2.5583E-9	38.0000E+0	3.7938E-6	110.1895E-6		231.7373E-6	-231.8253E-6	2.4620E-9	38.0000E+0	7.3761E-6	220.6648E-6	
112.9166E-6	-113.0066E-6	2.4888E-9	37.0000E+0	3.6830E-6	105.7378E-6		224.2886E-6	-224.3780E-6	2.4452E-9	37.0000E+0	7.4486E-6	211.9144E-6	
109.3236E-6	-109.4145E-6	2.3681E-9	36.0000E+0	3.5930E-6	101.2860E-6		216.9767E-6	-217.0648E-6	2.4664E-9	36.0000E+0	7.3119E-6	203.1641E-6	
105.7118E-6	-105.8022E-6	2.3078E-9	35.0000E+0	3.6118E-6	96.8341E-6		209.6919E-6	-209.7811E-6	2.4222E-9	35.0000E+0	7.2847E-6	194.4138E-6	
102.0775E-6	-102.1690E-6	2.3406E-9	34.0000E+0	3.6343E-6	92.3824E-6		202.6244E-6	-202.7137E-6	2.3043E-9	34.0000E+0	7.0675E-6	185.6635E-6	
98.5627E-6	-98.6547E-6	2.2896E-9	33.0000E+0	3.5147E-6	87.9306E-6		195.5578E-6	-195.6465E-6	2.1408E-9	33.0000E+0	7.0665E-6	176.9131E-6	
95.0824E-6	-95.1744E-6	2.0687E-9	32.0000E+0	3.4802E-6	83.4788E-6		188.5033E-6	-188.5924E-6	2.0424E-9	32.0000E+0	7.0545E-6	168.1628E-6	
91.6457E-6	-91.7368E-6	1.9321E-9	31.0000E+0	3.4366E-6	79.0270E-6		181.6984E-6	-181.7879E-6	1.8588E-9	31.0000E+0	6.8048E-6	159.4125E-6	
88.2408E-6	-88.3326E-6	1.8877E-9	30.0000E+0	3.4048E-6	74.5752E-6		174.9286E-6	-175.0183E-6	1.8108E-9	30.0000E+0	6.7698E-6	150.6621E-6	
84.9475E-6	-85.0391E-6	1.8217E-9	29.0000E+0	3.2933E-6	70.1235E-6		168.3480E-6	-168.4387E-6	1.8237E-9	29.0000E+0	6.5805E-6	141.9118E-6	
81.6454E-6	-81.7380E-6	1.7620E-9	28.0000E+0	3.3020E-6	65.6717E-6		161.7647E-6	-161.8554E-6	1.7666E-9	28.0000E+0	6.5832E-6	133.1615E-6	
78.4361E-6	-78.5290E-6	1.7211E-9	27.0000E+0	3.2093E-6	61.2199E-6		155.3721E-6	-155.4624E-6	1.6902E-9	27.0000E+0	6.3926E-6	124.4112E-6	
75.2430E-6	-75.3354E-6	1.5949E-9	26.0000E+0	3.1930E-6	56.7681E-6		149.0204E-6	-149.1105E-6	1.5780E-9	26.0000E+0	6.3516E-6	115.6608E-6	
72.0680E-6	-72.1615E-6	1.5288E-9	25.0000E+0	3.1750E-6	52.3163E-6		142.6834E-6	-142.7742E-6	1.4911E-9	25.0000E+0	6.3370E-6	106.9105E-6	
68.9892E-6	-69.0826E-6	1.4181E-9	24.0000E+0	3.0788E-6	47.8646E-6		136.5662E-6	-136.6573E-6	1.3490E-9	24.0000E+0	6.1171E-6	98.1601E-6	
65.9534E-6	-66.0464E-6	1.2877E-9	23.0000E+0	3.0358E-6	43.4128E-6		130.5814E-6	-130.6733E-6	1.2842E-9	23.0000E+0	5.9847E-6	89.4098E-6	
62.9963E-6	-63.0889E-6	1.2177E-9	22.0000E+0	2.9570E-6	38.9610E-6		124.6342E-6	-124.7252E-6	1.2551E-9	22.0000E+0	5.9472E-6	80.6595E-6	
60.1122E-6	-60.2055E-6	1.1409E-9	21.0000E+0	2.8840E-6	34.5092E-6		118.7468E-6	-118.8383E-6	1.1955E-9	21.0000E+0	5.8873E-6	71.9091E-6	
57.2498E-6	-57.3433E-6	1.0557E-9	20.0000E+0	2.8624E-6	30.0574E-6		113.0434E-6	-113.1348E-6	1.1289E-9	20.0000E+0	5.7034E-6	63.1588E-6	
54.4641E-6	-54.5572E-6	1.0162E-9	19.0000E+0	2.7857E-6	25.6057E-6		107.4464E-6	-107.5390E-6	1.0524E-9	19.0000E+0	5.5969E-6	54.4085E-6	
51.7077E-6	-51.8016E-6	991.3113E-12	18.0000E+0	2.7563E-6	21.1539E-6		102.0151E-6	-102.1074E-6	902.8733E-12	18.0000E+0	5.4312E-6	45.6582E-6	
49.0331E-6	-49.1262E-6	869.2164E-12	17.0000E+0	2.6746E-6	16.7021E-6		96.5929E-6	-96.6843E-6	831.7693E-12	17.0000E+0	5.4222E-6	36.9078E-6	
46.3851E-6	-46.4785E-6	792.5533E-12	16.0000E+0	2.6480E-6	12.2503E-6		91.3978E-6	-91.4902E-6	770.2164E-12	16.0000E+0	5.1950E-6	28.1575E-6	
43.8174E-6	-43.9117E-6	684.2548E-12	15.0000E+0	2.5676E-6	7.7985E-6		86.3089E-6	-86.4020E-6	677.5840E-12	15.0000E+0	5.0888E-6	19.4072E-6	
41.3155E-6	-41.4101E-6	594.6545E-12	14.0000E+0	2.5019E-6	3.3468E-6		81.2815E-6	-81.3751E-6	643.5733E-12	14.0000E+0	5.0273E-6	10.6568E-6	
38.9827E-6	-38.9906E-6	611.9378E-12	13.0000E+0	2.3327E-6	-1.1049E-6		76.4329E-6	-76.5269E-6	561.6039E-12	13.0000E+0	4.8486E-6	1.9065E-6	
36.5677E-6	-36.5756E-6	518.6483E-12	12.0000E+0	2.4150E-6	-5.5567E-6		71.6589E-6	-71.7524E-6	483.4754E-12	12.0000E+0	4.7740E-6	-6.8437E-6	
34.2277E-6	-34.2360E-6	440.6208E-12	11.0000E+0	2.3399E-6	-10.0085E-6		67.0428E-6	-67.1367E-6	368.6576E-12	11.0000E+0	4.6160E-6	-15.5940E-6	
31.9759E-6	-31.9841E-6	346.2196E-12	10.0000E+0	2.2518E-6	-14.4603E-6		62.6017E-6	-62.6956E-6	291.5397E-12	10.0000E+0	4.4411E-6	-24.3444E-6	
29.7981E-6	-29.8063E-6	263.9471E-12	9.0000E+0	2.1778E-6	-18.9120E-6		58.3012E-6	-58.3960E-6	215.5336E-12	9.0000E+0	4.3004E-6	-33.0947E-6	
27.7016E-6	-27.7099E-6	202.7480E-12	8.0000E+0	2.0964E-6	-23.3638E-6		54.1304E-6	-54.2245E-6	178.4908E-12	8.0000E+0	4.1708E-6	-41.8450E-6	
25.6622E-6	-25.6705E-6	127.3484E-12	7.0000E+0	2.0393E-6	-27.8156E-6		50.1238E-6	-50.2194E-6	106.7297E-12	7.0000E+0	4.0066E-6	-50.5954E-6	
23.6915E-6	-23.6999E-6	43.1049E-12	6.0000E+0	1.9707E-6	-32.2674E-6		46.2728E-6	-46.3683E-6	26.2259E-12	6.0000E+0	3.8510E-6	-59.3457E-6	
21.8203E-6	-21.8288E-6	-59.9884E-12	5.0000E+0	1.8711E-6	-36.7192E-6		42.5223E-6	-42.6170E-6	-48.6178E-12	5.0000E+0	3.7504E-6	-68.0960E-6	
20.0378E-6	-20.0463E-6	-118.3069E-12	4.0000E+0	1.7825E-6	-41.1709E-6		39.1980E-6	-39.2060E-6	-53.7725E-12	4.0000E+0	3.3243E-6	-76.8463E-6	
18.3356E-6	-18.3442E-6	-180.5167E-12	3.0000E+0	1.7021E-6	-45.6227E-6		35.7768E-6	-35.7848E-6	-165.5581E-12	3.0000E+0	3.4211E-6	-85.5967E-6	
16.7264E-6	-16.7349E-6	-253.1369E-12	2.0000E+0	1.6092E-6	-50.0745E-6		32.5965E-6	-32.6046E-6	-272.9467E-12	2.0000E+0	3.1803E-6	-94.3470E-6	
15.2042E-6	-15.2129E-6	-297.9607E-12	1.0000E+0	1.5222E-6	-54.5263E-6		29.6311E-6	-29.6394E-6	-319.4374E-12	1.0000E+0	2.9653E-6	-103.0974E-6	
13.7894E-6	-13.7983E-6	-379.8249E-12	000.0000E-3	1.4147E-6	-58.9781E-6		26.8735E-6	-26.8819E-6	-401.8070E-12	000.0000E-3	2.7576E-6	-111.8477E-6	
12.4937E-6	-12.5025E-6	-454.5639E-12	-1.0000E+0	1.2957E-6	-63.4298E-6		24.3457E-6	-24.3542E-6	-457.3938E-12	-1.0000E+0	2.5277E-6	-120.5980E-6	
11.2876E-6	-11.2965E-6	-521.8744E-12	-2.0000E+0	1.2060E-6	-67.8816E-6		21.9770E-6	-21.9855E-6	-519.8531E-12	-2.0000E+0	2.3687E-6	-129.3484E-6	
10.1892E-6	-10.1983E-6	-599.3927E-12	-3.0000E+0	1.0983E-6	-72.3334E-6		19.8363E-6	-19.8448E-6	-599.6959E-12	-3.0000E+0	2.1407E-6	-138.0987E-6	
9.1886E-6	-9.1975E-6	-673.6264E-12	-4.0000E+0	1.0006E-6	-76.7852E-6		17.8833E-6	-17.8922E-6	-664.7830E-12	-4.0000E+0	1.9529E-6	-146.8490E-6	
8.2682E-6	-8.2773E-6	-723.4018E-12	-5.0000E+0	920.3595E-9	-81.2370E-6		16.1009E-6	-16.1099E-6	-731.4871E-12	-5.0000E+0	1.7824E-6	-155.5994E-6	
