DrainI(1)	SourceI(1)	GateI(1)	GateV(1)	GM(1)	IDLIN(1)	VT(1)	DrainI(2)	SourceI(2)	GateI(2)	GateV(2)	GM(2)	IDLIN(2)	VT(2)
18.7753E-6	-18.7838E-6	-45.4340E-12	5.0000E+0	2.0343E-6	-44.5718E-6		36.4405E-6	-36.4491E-6	21.2228E-12	5.0000E+0	3.8299E-6	-85.5409E-6	
16.8678E-6	-16.8765E-6	-118.0037E-12	4.0000E+0	1.9074E-6	-49.3922E-6		32.6375E-6	-32.6462E-6	-89.4509E-12	4.0000E+0	3.8030E-6	-95.1125E-6	
15.0366E-6	-15.0455E-6	-179.7587E-12	3.0000E+0	1.8311E-6	-54.2125E-6		29.0251E-6	-29.0337E-6	-182.5887E-12	3.0000E+0	3.6123E-6	-104.6841E-6	
13.3193E-6	-13.3282E-6	-255.9669E-12	2.0000E+0	1.7173E-6	-59.0329E-6		25.7005E-6	-25.7092E-6	-250.3069E-12	2.0000E+0	3.3246E-6	-114.2556E-6	
11.7219E-6	-11.7311E-6	-324.6424E-12	1.0000E+0	1.5973E-6	-63.8532E-6		22.6166E-6	-22.6254E-6	-324.0360E-12	1.0000E+0	3.0838E-6	-123.8272E-6	
10.2759E-6	-10.2852E-6	-399.1287E-12	000.0000E-3	1.4460E-6	-68.6736E-6		19.8324E-6	-19.8414E-6	-394.0754E-12	000.0000E-3	2.7841E-6	-133.3987E-6	
8.9827E-6	-8.9918E-6	-477.0007E-12	-1.0000E+0	1.2932E-6	-73.4939E-6		17.3438E-6	-17.3529E-6	-446.9333E-12	-1.0000E+0	2.4885E-6	-142.9703E-6	
7.8088E-6	-7.8180E-6	-529.9092E-12	-2.0000E+0	1.1738E-6	-78.3142E-6		15.1112E-6	-15.1204E-6	-538.0451E-12	-2.0000E+0	2.2326E-6	-152.5418E-6	
6.7981E-6	-6.8075E-6	-584.7886E-12	-3.0000E+0	1.0107E-6	-83.1346E-6		13.1485E-6	-13.1577E-6	-616.5741E-12	-3.0000E+0	1.9627E-6	-162.1134E-6	
5.9104E-6	-5.9198E-6	-627.1356E-12	-4.0000E+0	887.6532E-9	-87.9549E-6		11.4468E-6	-11.4561E-6	-678.9829E-12	-4.0000E+0	1.7016E-6	-171.6850E-6	
5.1325E-6	-5.1419E-6	-728.6573E-12	-5.0000E+0	777.8622E-9	-92.7753E-6		9.9776E-6	-9.9870E-6	-753.4187E-12	-5.0000E+0	1.4691E-6	-181.2565E-6	
4.4474E-6	-4.4568E-6	-781.8184E-12	-6.0000E+0	685.0923E-9	-97.5956E-6		8.6577E-6	-8.6672E-6	-832.6046E-12	-6.0000E+0	1.3199E-6	-190.8281E-6	
3.8866E-6	-3.8877E-6	-796.9280E-12	-7.0000E+0	560.8431E-9	-102.4160E-6		7.4911E-6	-7.5008E-6	-867.1694E-12	-7.0000E+0	1.1666E-6	-200.3996E-6	
3.3430E-6	-3.3441E-6	-889.5558E-12	-8.0000E+0	543.6182E-9	-107.2364E-6		6.4643E-6	-6.4741E-6	-933.9240E-12	-8.0000E+0	1.0267E-6	-209.9712E-6	
2.8789E-6	-2.8800E-6	-991.0774E-12	-9.0000E+0	464.1299E-9	-112.0567E-6		5.5715E-6	-5.5813E-6	-994.7158E-12	-9.0000E+0	892.7655E-9	-219.5427E-6	
2.4575E-6	-2.4585E-6	-1.0802E-9	-10.0000E+0	421.3859E-9	-116.8770E-6		4.7581E-6	-4.7679E-6	-1.0618E-9	-10.0000E+0	813.4639E-9	-229.1143E-6	
2.0898E-6	-2.0908E-6	-1.1474E-9	-11.0000E+0	367.7158E-9	-121.6974E-6		4.0490E-6	-4.0589E-6	-1.1660E-9	-11.0000E+0	709.0798E-9	-238.6858E-6	
1.7645E-6	-1.7656E-6	-1.2128E-9	-12.0000E+0	325.2380E-9	-126.5177E-6		3.4678E-6	-3.4689E-6	-1.1315E-9	-12.0000E+0	581.1878E-9	-248.2574E-6	
1.4863E-6	-1.4873E-6	-1.2521E-9	-13.0000E+0	278.2444E-9	-131.3381E-6		2.8943E-6	-2.8955E-6	-1.2563E-9	-13.0000E+0	573.4926E-9	-257.8289E-6	
1.2342E-6	-1.2353E-6	-1.3212E-9	-14.0000E+0	252.0860E-9	-136.1584E-6		2.4031E-6	-2.4043E-6	-1.3843E-9	-14.0000E+0	491.1540E-9	-267.4005E-6	
1.0180E-6	-1.0192E-6	-1.4048E-9	-15.0000E+0	216.1669E-9	-140.9788E-6		1.9767E-6	-1.9778E-6	-1.4598E-9	-15.0000E+0	426.4552E-9	-276.9720E-6	
827.7648E-9	-828.9123E-9	-1.5380E-9	-16.0000E+0	190.3011E-9	-145.7991E-6		1.6193E-6	-1.6205E-6	-1.5278E-9	-16.0000E+0	357.3500E-9	-286.5436E-6	
667.8899E-9	-669.0761E-9	-1.6101E-9	-17.0000E+0	159.8748E-9	-150.6194E-6		1.3058E-6	-1.3070E-6	-1.6014E-9	-17.0000E+0	313.5468E-9	-296.1151E-6	
534.6034E-9	-535.7887E-9	-1.6896E-9	-18.0000E+0	133.2866E-9	-155.4398E-6		1.0386E-6	-1.0399E-6	-1.6205E-9	-18.0000E+0	267.1607E-9	-305.6867E-6	
422.5726E-9	-423.7245E-9	-1.7472E-9	-19.0000E+0	112.0307E-9	-160.2601E-6		820.6202E-9	-821.9419E-9	-1.6731E-9	-19.0000E+0	218.0644E-9	-315.2582E-6	
334.8771E-9	-334.9174E-9	-1.7152E-9	-20.0000E+0	87.6955E-9	-165.0805E-6		642.8371E-9	-644.2274E-9	-1.7598E-9	-20.0000E+0	177.7832E-9	-324.8298E-6	
