Time(1),DrainI(1),DrainV(1),Time(1),SourceI(1),SourceV(1),GateI(1),GateV(1),,,,,,,,,Time(3),DrainI(3),DrainV(3),Time(3),SourceI(3),SourceV(3),GateI(3),GateV(3),,,,,,,,,Time(5),DrainI(5),DrainV(5),Time(5),SourceI(5),SourceV(5),GateI(5),GateV(5),Time(2),DrainI(2),DrainV(2),Time(2),SourceI(2),SourceV(2),GateI(2),GateV(2)
2.461,0.0003980639,3.2,2.461,-0.0003981032,1.41448E-05,1.03212E-08,0,,,,,,,,,14.3764,0.0008223113,3.2,14.3766,-0.0008225137,-2.59921E-05,6.5659E-09,10,,,,,,,,,26.8686,0.0011411,3.2,26.869,-0.0011412,1.9162E-05,1.21846E-08,20,5.4403,0.0013045,3.2,5.4404,-0.0013049,3.42134E-05,2.128505E-07,30
2.4814,0.000403077,3.25,2.4815,-0.0004030925,1.41448E-05,-8.4162E-09,0,,,,,,,,,14.4044,0.0008296983,3.25,14.4046,-0.0008298527,-2.09749E-05,1.56336E-08,10,,,,,,,,,26.8891,0.0011497,3.25,26.8896,-0.0011498,-5.9236E-06,1.0373E-08,20,5.4536,0.0013123,3.25,5.4537,-0.0013126,3.42134E-05,2.064275E-07,30
2.5019,0.0004074623,3.3,2.5019,-0.000407474,1.41448E-05,-1.25912E-08,0,,,,,,,,,14.4249,0.0008372112,3.3,14.4251,-0.0008373682,-1.09407E-05,-2.1165E-09,10,,,,,,,,,26.9171,0.0011568,3.3,26.9175,-0.001157,3.42134E-05,1.60435E-08,20,5.4668,0.00132,3.3,5.4669,-0.0013203,-2.09749E-05,2.475129E-07,30
2.5223,0.0004121325,3.35,2.5224,-0.0004121531,-2.09749E-05,-2.3264E-09,0,,,,,,,,,14.4529,0.0008440182,3.35,14.4531,-0.0008441777,9.1277E-06,1.48821E-08,10,,,,,,,,,26.9376,0.0011654,3.35,26.938,-0.0011657,-1.59578E-05,1.2439E-09,20,5.4801,0.0013266,3.35,5.4802,-0.001327,-2.59921E-05,2.125986E-07,30
2.5503,0.000417418,3.4,2.5504,-0.0004174249,-1.59578E-05,-1.48698E-08,0,,,,,,,,,14.4734,0.0008514808,3.4,14.4736,-0.0008514915,2.91962E-05,9.3513E-09,10,,,,,,,,,26.9656,0.0011727,3.4,26.966,-0.001173,-9.064679E-07,1.67815E-08,20,5.4933,0.0013339,3.4,5.4934,-0.0013344,-1.59578E-05,1.761956E-07,30
2.5708,0.0004215133,3.45,2.5708,-0.0004215239,-1.59578E-05,5.8556E-09,0,,,,,,,,,14.4939,0.0008583383,3.45,14.4941,-0.0008584521,2.41791E-05,-1.06537E-08,10,,,,,,,,,26.9861,0.0011801,3.45,26.9865,-0.0011802,-2.09749E-05,8.8438E-09,20,5.5066,0.0013415,3.45,5.5067,-0.0013417,1.9162E-05,2.138201E-07,30
2.5987,0.0004265693,3.5,2.5987,-0.0004265965,-9.064679E-07,-1.15373E-08,0,,,,,,,,,14.5144,0.0008647924,3.5,14.5147,-0.0008648579,-5.9236E-06,-9.3615E-09,10,,,,,,,,,27.0066,0.0011876,3.5,27.0071,-0.0011878,-9.064679E-07,-1.10372E-08,20,5.5198,0.0013483,3.5,5.5199,-0.0013487,-1.09407E-05,2.075625E-07,30
2.6192,0.0004303619,3.55,2.6192,-0.0004303876,-1.59578E-05,-1.07662E-08,0,,,,,,,,,14.535,0.0008707423,3.55,14.5352,-0.000870936,-2.59921E-05,9.8191E-09,10,,,,,,,,,27.0271,0.0011947,3.55,27.0276,-0.0011948,-1.09407E-05,1.22206E-08,20,5.5331,0.0013552,3.55,5.5332,-0.0013556,-9.064679E-07,2.371225E-07,30
2.6396,0.0004349313,3.6,2.6397,-0.0004349507,-9.064679E-07,-6.4488E-09,0,,,,,,,,,14.5555,0.0008774486,3.6,14.5557,-0.0008776445,-1.59578E-05,1.3299E-08,10,,,,,,,,,27.0552,0.0012018,3.6,27.0556,-0.001202,1.9162E-05,7.0149E-09,20,5.5463,0.0013616,3.6,5.5464,-0.001362,9.1277E-06,2.139905E-07,30
2.6676,0.0004395536,3.65,2.6676,-0.0004395566,-5.9236E-06,-1.43712E-08,0,,,,,,,,,14.576,0.0008842052,3.65,14.5762,-0.000884353,3.42134E-05,4.5348E-09,10,,,,,,,,,27.0832,0.0012083,3.65,27.0836,-0.0012084,4.1106E-06,1.68369E-08,20,5.5596,0.0013682,3.65,5.5597,-0.0013685,-9.064679E-07,1.708643E-07,30
2.688,0.0004433487,3.7,2.6881,-0.0004433655,-2.59921E-05,2.7489E-09,0,,,,,,,,,14.604,0.0008898525,3.7,14.6042,-0.0008901032,-9.064679E-07,1.58803E-08,10,,,,,,,,,27.1037,0.0012154,3.7,27.1041,-0.0012157,-2.09749E-05,-1.4561E-09,20,5.5728,0.0013747,3.7,5.5729,-0.001375,4.1106E-06,2.116875E-07,30
2.716,0.0004478096,3.75,2.7161,-0.0004478252,-4.10434E-05,-1.38431E-08,0,,,,,,,,,14.6245,0.0008959285,3.75,14.6248,-0.0008961812,2.41791E-05,-3.2754E-09,10,,,,,,,,,27.1317,0.0012216,3.75,27.1321,-0.0012217,9.1277E-06,1.5628E-08,20,5.586,0.0013808,3.75,5.5861,-0.0013811,9.1277E-06,2.132475E-07,30
2.7365,0.0004512921,3.8,2.7366,-0.000451301,-4.10434E-05,-8.4107E-09,0,,,,,,,,,14.6526,0.0009011977,3.8,14.6528,-0.0009014521,-2.09749E-05,1.40773E-08,10,,,,,,,,,27.1522,0.0012284,3.8,27.1526,-0.0012286,1.9162E-05,1.10165E-08,20,5.5993,0.0013867,3.8,5.5994,-0.001387,1.9162E-05,2.231925E-07,30
2.757,0.0004550167,3.85,2.757,-0.0004550292,9.1277E-06,1.14704E-08,0,,,,,,,,,14.6731,0.0009072736,3.85,14.6733,-0.0009074797,9.1277E-06,1.03579E-08,10,,,,,,,,,27.1727,0.0012349,3.85,27.1731,-0.0012351,4.1106E-06,-8.9546E-09,20,5.6125,0.0013928,3.85,5.6126,-0.0013931,9.1277E-06,2.173675E-07,30
2.7775,0.0004596692,3.9,2.7775,-0.0004596906,-5.9236E-06,1.06492E-08,0,,,,,,,,,14.6936,0.0009135008,3.9,14.6938,-0.0009135577,4.1106E-06,-9.3857E-09,10,,,,,,,,,27.1932,0.001241,3.9,27.1936,-0.0012411,9.1277E-06,-8.7458E-09,20,5.6258,0.0013986,3.9,5.6259,-0.0013989,-3.10092E-05,1.68859E-07,30
2.7979,0.0004641755,3.95,2.798,-0.0004642057,1.9162E-05,-8.062E-09,0,,,,,,,,,14.7141,0.0009182657,3.95,14.7143,-0.0009186269,4.1106E-06,-1.02573E-08,10,,,,,,,,,27.2137,0.001247,3.95,27.2141,-0.0012473,-2.09749E-05,9.9979E-09,20,5.639,0.0014044,3.95,5.6391,-0.0014049,-5.9236E-06,2.095804E-07,30
2.8184,0.000467605,4,2.8184,-0.0004676236,-5.9236E-06,-1.26793E-08,0,,,,,,,,,14.7346,0.0009234844,4,14.7348,-0.0009236457,9.1277E-06,8.2224E-09,10,,,,,,,,,27.2342,0.0012532,4,27.2346,-0.0012534,-5.9236E-06,1.48585E-08,20,5.6523,0.0014103,4,5.6524,-0.0014106,1.41448E-05,2.225359E-07,30
2.8389,0.0004711379,4.05,2.8389,-0.00047116,-1.09407E-05,-2.4533E-09,0,,,,,,,,,14.7551,0.0009292327,4.05,14.7554,-0.0009293202,-5.9236E-06,1.39422E-08,10,,,,,,,,,27.2547,0.0012589,4.05,27.2551,-0.0012591,4.1106E-06,4.3865E-09,20,5.6655,0.0014159,4.05,5.6656,-0.001416,-9.064679E-07,2.150746E-07,30
2.8668,0.0004753568,4.1,2.8669,-0.0004753876,-5.9236E-06,-1.49222E-08,0,,,,,,,,,14.7757,0.0009343253,4.1,14.7759,-0.0009345408,-1.09407E-05,3.0276E-09,10,,,,,,,,,27.2827,0.0012644,4.1,27.2831,-0.0012646,1.9162E-05,1.70843E-08,20,5.6788,0.0014211,4.1,5.6789,-0.0014214,2.41791E-05,2.182989E-07,30
2.8873,0.0004787737,4.15,2.8873,-0.0004787954,1.41448E-05,6.0116E-09,0,,,,,,,,,14.8036,0.0009392668,4.15,14.8039,-0.0009394838,-5.9236E-06,1.5933E-08,10,,,,,,,,,27.3032,0.0012704,4.15,27.3037,-0.0012705,4.1106E-06,-3.2119E-09,20,5.6921,0.0014264,4.15,5.6921,-0.0014265,1.41448E-05,1.691669E-07,30
2.9153,0.0004825386,4.2,2.9153,-0.0004825639,1.41448E-05,-1.16189E-08,0,,,,,,,,,14.8241,0.0009443343,4.2,14.8244,-0.0009445026,-1.09407E-05,-4.9729E-09,10,,,,,,,,,27.3313,0.0012755,4.2,27.3317,-0.0012755,-1.59578E-05,1.46023E-08,20,5.7053,0.0014315,4.2,5.7053,-0.0014318,3.42134E-05,2.062417E-07,30
2.9358,0.0004852847,4.25,2.9358,-0.0004853083,-5.9236E-06,-1.0586E-08,0,,,,,,,,,14.8522,0.0009490236,4.25,14.8524,-0.0009491935,3.42134E-05,1.28054E-08,10,,,,,,,,,27.3518,0.0012813,4.25,27.3522,-0.0012814,3.42134E-05,1.19453E-08,20,5.7185,0.0014367,4.25,5.7186,-0.001437,1.9162E-05,2.304731E-07,30
2.9563,0.0004880838,4.3,2.9563,-0.0004881208,-1.59578E-05,8.309E-09,0,,,,,,,,,14.8727,0.0009539651,4.3,14.8729,-0.0009540609,-2.09749E-05,1.14479E-08,10,,,,,,,,,27.3723,0.0012866,4.3,27.3728,-0.0012869,1.41448E-05,1.073E-08,20,5.7317,0.0014416,4.3,5.7318,-0.0014419,2.41791E-05,2.068067E-07,30
2.9767,0.0004923682,4.35,2.9768,-0.0004923837,4.1106E-06,1.23777E-08,0,,,,,,,,,14.8932,0.0009589317,4.35,14.8934,-0.0009590797,-9.064679E-07,8.2057E-09,10,,,,,,,,,27.4003,0.0012915,4.35,27.4008,-0.0012917,-2.59921E-05,1.5802E-08,20,5.745,0.0014466,4.35,5.7451,-0.0014469,-9.064679E-07,2.160289E-07,30
2.9972,0.0004962214,4.4,2.9973,-0.0004962506,9.1277E-06,2.8681E-09,0,,,,,,,,,14.9212,0.000963142,4.4,14.9214,-0.0009633166,-1.09407E-05,1.51313E-08,10,,,,,,,,,27.4209,0.0012964,4.4,27.4213,-0.0012966,9.1277E-06,1.67849E-08,20,5.7583,0.0014513,4.4,5.7584,-0.0014517,9.1277E-06,1.736355E-07,30
3.0252,0.0004986927,4.45,3.0252,-0.0004987099,-1.59578E-05,1.47465E-08,0,,,,,,,,,14.9417,0.0009680834,4.45,14.942,-0.0009683859,-3.60263E-05,1.53991E-08,10,,,,,,,,,27.4521,0.0013015,4.45,27.4525,-0.0013016,1.9162E-05,1.07728E-08,20,5.7715,0.0014558,4.45,5.7716,-0.001456,-5.9236E-06,2.029157E-07,30
3.1748,0.0004829664,4.5,3.1749,-0.0004831791,3.42134E-05,1.47163E-08,0,,,,,,,,,14.973,0.0009722433,4.5,14.9732,-0.000972648,-2.59921E-05,1.03223E-08,10,,,,,,,,,27.4726,0.0013067,4.5,27.473,-0.0013069,1.41448E-05,-9.2511E-09,20,5.7848,0.0014605,4.5,5.7849,-0.0014607,1.41448E-05,2.370055E-07,30
3.1953,0.000487681,4.55,3.1954,-0.0004878196,1.41448E-05,-6.7463E-09,0,,,,,,,,,14.9935,0.0009766049,4.55,14.9937,-0.0009767589,-9.064679E-07,-9.5412E-09,10,,,,,,,,,27.4931,0.0013107,4.55,27.4936,-0.0013109,9.1277E-06,-8.5288E-09,20,5.798,0.0014653,4.55,5.7981,-0.0014657,1.41448E-05,2.019919E-07,30
3.2232,0.0004904038,4.6,3.2233,-0.000490619,-9.064679E-07,1.07274E-08,0,,,,,,,,,15.014,0.0009800839,4.6,15.0143,-0.0009802645,2.41791E-05,-1.00758E-08,10,,,,,,,,,27.5136,0.0013154,4.6,27.5141,-0.0013156,-1.09407E-05,1.05338E-08,20,5.8113,0.0014698,4.6,5.8113,-0.0014702,-1.59578E-05,2.087051E-07,30
3.2437,0.0004947401,4.65,3.2437,-0.0004947803,-9.064679E-07,1.13608E-08,0,,,,,,,,,15.0346,0.0009840169,4.65,15.0348,-0.0009842744,1.41448E-05,8.637E-09,10,,,,,,,,,27.5341,0.0013197,4.65,27.5346,-0.0013199,4.1106E-06,1.45532E-08,20,5.8245,0.0014746,4.65,5.8246,-0.0014749,9.1277E-06,1.835296E-07,30
3.2641,0.0004985722,4.7,3.2642,-0.000498765,-1.09407E-05,4.8877E-09,0,,,,,,,,,15.0551,0.0009884541,4.7,15.0553,-0.000988587,1.41448E-05,1.37247E-08,10,,,,,,,,,27.5547,0.0013247,4.7,27.5551,-0.0013249,-1.59578E-05,5.3076E-09,20,5.8377,0.0014792,4.7,5.8378,-0.0014795,-1.09407E-05,1.989484E-07,30
3.2921,0.000501522,4.75,3.2921,-0.0005016401,4.1106E-06,1.46495E-08,0,,,,,,,,,15.0756,0.0009925636,4.75,15.0759,-0.0009928996,9.1277E-06,3.3719E-09,10,,,,,,,,,27.5827,0.0013284,4.75,27.5831,-0.0013286,-5.9236E-06,1.70094E-08,20,5.851,0.0014833,4.75,5.8511,-0.0014836,4.1106E-06,2.39049E-07,30
3.3126,0.0005052785,4.8,3.3126,-0.0005054988,4.42476E-05,-3.8206E-09,0,,,,,,,,,15.1036,0.0009958663,4.8,15.1039,-0.0009959008,-9.064679E-07,1.58973E-08,10,,,,,,,,,27.6032,0.0013335,4.8,27.6036,-0.0013338,2.41791E-05,-2.9281E-09,20,5.8642,0.0014872,4.8,5.8643,-0.0014875,-1.59578E-05,1.980195E-07,30
3.3405,0.0005079509,4.85,3.3406,-0.0005081217,-1.09407E-05,1.31725E-08,0,,,,,,,,,15.1242,0.0010001,4.85,15.1244,-0.0010003,-2.09749E-05,-4.1429E-09,10,,,,,,,,,27.6312,0.0013369,4.85,27.6316,-0.0013371,-2.09749E-05,1.47992E-08,20,5.8775,0.0014913,4.85,5.8776,-0.0014918,-2.09749E-05,1.984674E-07,30
3.361,0.0005120099,4.9,3.361,-0.0005123334,-5.9236E-06,9.2901E-09,0,,,,,,,,,15.1522,0.0010027,4.9,15.1524,-0.0010029,-1.09407E-05,1.34063E-08,10,,,,,,,,,27.6517,0.001342,4.9,27.6521,-0.0013423,-1.09407E-05,1.17382E-08,20,5.8907,0.0014955,4.9,5.8908,-0.0014957,-1.09407E-05,1.933652E-07,30
3.3814,0.0005155143,4.95,3.3815,-0.0005156625,1.9162E-05,-1.0245E-08,0,,,,,,,,,15.1727,0.0010064,4.95,15.1729,-0.0010066,1.9162E-05,1.09362E-08,10,,,,,,,,,27.6722,0.0013463,4.95,27.6727,-0.0013464,-5.9236E-06,1.07406E-08,20,5.904,0.0015001,4.95,5.9041,-0.0015004,9.1277E-06,1.951312E-07,30
3.4019,0.0005180858,5,3.4019,-0.0005183105,-2.09749E-05,-1.15147E-08,0,,,,,,,,,15.1932,0.0010107,5,15.1934,-0.001011,-9.064679E-07,-8.5473E-09,10,,,,,,,,,27.7002,0.0013499,5,27.7007,-0.0013502,4.1106E-06,1.57008E-08,20,5.9172,0.0015039,5,5.9173,-0.0015042,-2.09749E-05,2.38171E-07,30
3.4223,0.0005174303,5,3.4224,-0.0005176801,-1.59578E-05,-4.6675E-09,0,,,,,,,,,15.2137,0.0010096,5,15.2139,-0.0010097,-9.064679E-07,-1.08466E-08,10,,,,,,,,,27.7208,0.0013501,5,27.7212,-0.0013504,-5.9236E-06,1.68717E-08,20,5.9305,0.0015044,5,5.9306,-0.0015047,9.1277E-06,1.975004E-07,30
3.4503,0.0005148335,4.95,3.4503,-0.0005150824,-1.59578E-05,-1.46999E-08,0,,,,,,,,,15.2342,0.0010057,4.95,15.2344,-0.0010059,2.41791E-05,-3.1074E-09,10,,,,,,,,,27.752,0.0013451,4.95,27.7525,-0.0013453,-2.09749E-05,1.04222E-08,20,5.9437,0.0015001,4.95,5.9438,-0.0015005,1.9162E-05,1.838452E-07,30
3.4708,0.0005116569,4.9,3.4708,-0.0005117533,4.1106E-06,4.1938E-09,0,,,,,,,,,15.2622,0.0010024,4.9,15.2624,-0.0010025,-1.09407E-05,-1.37348E-08,10,,,,,,,,,27.7726,0.0013402,4.9,27.773,-0.0013403,9.1277E-06,-9.7477E-09,20,5.9569,0.0014954,4.9,5.957,-0.0014957,-5.9236E-06,1.979941E-07,30
3.4987,0.0005089846,4.85,3.4988,-0.0005090801,1.9162E-05,-1.29999E-08,0,,,,,,,,,15.2827,0.0009980849,4.85,15.2829,-0.0009983219,4.1106E-06,5.2369E-09,10,,,,,,,,,27.7931,0.001335,4.85,27.7936,-0.0013352,2.91962E-05,-8.1322E-09,20,5.9702,0.0014912,4.85,5.9703,-0.0014915,-5.9236E-06,1.949684E-07,30
3.5192,0.0005046986,4.8,3.5193,-0.0005049944,-5.9236E-06,-9.3039E-09,0,,,,,,,,,15.3107,0.0009941267,4.8,15.311,-0.0009942867,-1.59578E-05,-1.21337E-08,10,,,,,,,,,27.8136,0.0013302,4.8,27.8141,-0.0013303,-5.9236E-06,1.12101E-08,20,5.9834,0.0014862,4.8,5.9835,-0.0014865,-5.9236E-06,2.375094E-07,30
3.5397,0.0005012699,4.75,3.5398,-0.0005014384,4.1106E-06,1.02723E-08,0,,,,,,,,,15.3313,0.0009898912,4.75,15.3315,-0.0009901255,1.9162E-05,1.08894E-08,10,,,,,,,,,27.8342,0.0013253,4.75,27.8346,-0.0013254,-1.09407E-05,1.41843E-08,20,5.9967,0.0014817,4.75,5.9968,-0.0014819,3.42134E-05,1.99722E-07,30
3.5602,0.0004982949,4.7,3.5602,-0.000498412,-5.9236E-06,1.15209E-08,0,,,,,,,,,15.3593,0.0009858322,4.7,15.3595,-0.0009859389,2.91962E-05,6.0885E-09,10,,,,,,,,,27.8547,0.0013205,4.7,27.8551,-0.0013206,1.9162E-05,5.9633E-09,20,6.0099,0.0014763,4.7,6.01,-0.0014767,-5.9236E-06,1.719687E-07,30
3.5806,0.0004954208,4.65,3.5807,-0.0004955369,2.41791E-05,4.7813E-09,0,,,,,,,,,15.3873,0.0009807899,4.65,15.3875,-0.000980895,2.41791E-05,1.56777E-08,10,,,,,,,,,27.8827,0.001316,4.65,27.8831,-0.0013161,-2.09749E-05,1.69039E-08,20,6.0232,0.0014719,4.65,6.0233,-0.0014724,4.1106E-06,2.036206E-07,30
3.6086,0.0004913114,4.6,3.6086,-0.000491527,-9.064679E-07,1.47037E-08,0,,,,,,,,,15.4078,0.0009766804,4.6,15.408,-0.0009767085,9.1277E-06,-2.4693E-09,10,,,,,,,,,27.9032,0.001311,4.6,27.9037,-0.0013113,-2.09749E-05,-1.9573E-09,20,6.0364,0.0014677,4.6,6.0365,-0.001468,-3.60263E-05,1.971034E-07,30
3.629,0.0004883616,4.55,3.6291,-0.0004883996,2.41791E-05,-4.348E-09,0,,,,,,,,,15.4358,0.0009715373,4.55,15.4361,-0.0009716897,2.91962E-05,1.45915E-08,10,,,,,,,,,27.9312,0.0013056,4.55,27.9316,-0.0013059,9.1277E-06,1.52862E-08,20,6.0497,0.0014631,4.55,6.0498,-0.0014634,-1.59578E-05,2.342113E-07,30
3.657,0.0004838488,4.5,3.657,-0.0004841375,1.9162E-05,1.29446E-08,0,,,,,,,,,15.4563,0.000967554,4.5,15.4566,-0.000967705,-1.59578E-05,9.6316E-09,10,,,,,,,,,27.9517,0.0013004,4.5,27.9521,-0.0013006,-5.9236E-06,1.14094E-08,20,6.0629,0.0014576,4.5,6.063,-0.0014579,-1.09407E-05,2.043229E-07,30
3.6775,0.0004806974,4.45,3.6775,-0.0004808841,9.1277E-06,9.4507E-09,0,,,,,,,,,15.4768,0.0009630411,4.45,15.4771,-0.0009632158,-9.064679E-07,-1.03013E-08,10,,,,,,,,,27.9722,0.0012954,4.45,27.9726,-0.0012955,-5.9236E-06,-8.3606E-09,20,6.0761,0.0014527,4.45,6.0762,-0.001453,-5.9236E-06,1.655177E-07,30
3.6979,0.000477546,4.4,3.698,-0.0004776812,1.9162E-05,-1.01617E-08,0,,,,,,,,,15.4973,0.000957898,4.4,15.4976,-0.0009580709,3.42134E-05,-9.6667E-09,10,,,,,,,,,27.9927,0.0012898,4.4,27.9931,-0.00129,-3.10092E-05,-9.2153E-09,20,6.0894,0.0014476,4.4,6.0895,-0.0014479,1.9162E-05,2.063791E-07,30
3.7184,0.0004730079,4.35,3.7185,-0.000473192,-9.064679E-07,-1.14754E-08,0,,,,,,,,,15.5178,0.0009524775,4.35,15.5181,-0.0009526234,-1.59578E-05,9.2235E-09,10,,,,,,,,,28.0132,0.0012843,4.35,28.0136,-0.0012844,2.91962E-05,8.9929E-09,20,6.1026,0.0014423,4.35,6.1027,-0.0014426,-1.09407E-05,2.039896E-07,30
3.7389,0.000468722,4.3,3.739,-0.0004688037,2.91962E-05,-5.0124E-09,0,,,,,,,,,15.5384,0.0009488471,4.3,15.5386,-0.0009489917,2.41791E-05,1.3594E-08,10,,,,,,,,,28.0336,0.0012788,4.3,28.0341,-0.001279,1.41448E-05,1.52977E-08,20,6.1159,0.0014373,4.3,6.116,-0.0014375,-1.09407E-05,2.260324E-07,30
3.7669,0.000465621,4.25,3.7669,-0.0004658026,2.91962E-05,-1.46333E-08,0,,,,,,,,,15.5589,0.0009438553,4.25,15.5591,-0.000944099,4.1106E-06,3.7664E-09,10,,,,,,,,,28.0541,0.0012731,4.25,28.0546,-0.0012734,4.1106E-06,1.69846E-08,20,6.1291,0.0014323,4.25,6.1292,-0.0014325,1.41448E-05,2.104737E-07,30
3.7873,0.0004616376,4.2,3.7874,-0.0004617926,1.41448E-05,4.0666E-09,0,,,,,,,,,15.5869,0.0009381827,4.2,15.5871,-0.0009383993,-5.9236E-06,1.59329E-08,10,,,,,,,,,28.0853,0.0012674,4.2,28.0858,-0.0012677,1.41448E-05,1.00422E-08,20,6.1424,0.0014264,4.2,6.1425,-0.0014266,-1.09407E-05,1.658613E-07,30
3.8153,0.0004581837,4.15,3.8153,-0.0004583122,-1.09407E-05,-1.30862E-08,0,,,,,,,,,15.6074,0.0009332917,4.15,15.6077,-0.0009334815,-5.9236E-06,-4.0096E-09,10,,,,,,,,,28.1058,0.0012616,4.15,28.1063,-0.0012619,-1.59578E-05,-9.9502E-09,20,6.1556,0.0014212,4.15,6.1557,-0.0014214,-3.10092E-05,2.074021E-07,30
3.8357,0.0004531666,4.1,3.8358,-0.0004534196,-9.064679E-07,-9.3948E-09,0,,,,,,,,,15.6354,0.000927241,4.1,15.6357,-0.000927353,-9.064679E-07,1.35723E-08,10,,,,,,,,,28.1263,0.001255,4.1,28.1268,-0.0012552,-1.59578E-05,-8.0649E-09,20,6.1688,0.0014156,4.1,6.1689,-0.0014159,-1.09407E-05,2.151357E-07,30
3.8562,0.0004489311,4.05,3.8563,-0.0004490061,4.1106E-06,1.01582E-08,0,,,,,,,,,15.6559,0.0009225264,4.05,15.6562,-0.0009227126,-2.09749E-05,1.08165E-08,10,,,,,,,,,28.1468,0.0012495,4.05,28.1473,-0.0012498,9.1277E-06,1.11537E-08,20,6.1821,0.0014098,4.05,6.1822,-0.0014101,-1.59578E-05,2.162249E-07,30
3.8767,0.0004457293,4,3.8767,-0.0004458536,2.41791E-05,1.15833E-08,0,,,,,,,,,15.6765,0.0009172069,4,15.6767,-0.0009174164,-1.09407E-05,-8.8837E-09,10,,,,,,,,,28.1673,0.0012434,4,28.1678,-0.0012437,1.41448E-05,1.43219E-08,20,6.1954,0.0014043,4,6.1955,-0.0014046,1.9162E-05,2.171893E-07,30
3.8971,0.0004415442,3.95,3.8972,-0.0004417427,2.41791E-05,4.5758E-09,0,,,,,,,,,15.697,0.0009114838,3.95,15.6972,-0.0009118679,-9.064679E-07,-1.04594E-08,10,,,,,,,,,28.1878,0.0012375,3.95,28.1882,-0.0012377,-2.09749E-05,5.6821E-09,20,6.2086,0.0013986,3.95,6.2087,-0.001399,-2.09749E-05,1.673219E-07,30
3.9251,0.0004367792,3.9,3.9251,-0.0004368753,-5.9236E-06,1.47025E-08,0,,,,,,,,,15.7175,0.0009058365,3.9,15.7178,-0.0009060674,1.9162E-05,-4.14E-09,10,,,,,,,,,28.2158,0.0012308,3.9,28.2163,-0.0012308,2.41791E-05,1.69836E-08,20,6.2219,0.0013926,3.9,6.222,-0.001393,-9.064679E-07,2.101225E-07,30
3.9455,0.0004332496,3.85,3.9456,-0.0004332688,-1.09407E-05,-4.3212E-09,0,,,,,,,,,15.7455,0.0009001135,3.85,15.7458,-0.0009004181,-2.09749E-05,-1.34989E-08,10,,,,,,,,,28.2363,0.0012247,3.85,28.2368,-0.0012248,1.9162E-05,-2.3451E-09,20,6.2351,0.0013868,3.85,6.2352,-0.001387,1.41448E-05,2.270274E-07,30
3.9735,0.0004282073,3.8,3.9735,-0.0004282249,2.41791E-05,1.28139E-08,0,,,,,,,,,15.766,0.0008937602,3.8,15.7663,-0.0008939113,4.1106E-06,4.4761E-09,10,,,,,,,,,28.2644,0.0012176,3.8,28.2648,-0.0012179,3.92305E-05,1.51927E-08,20,6.2484,0.0013807,3.8,6.2484,-0.001381,-9.064679E-07,2.123517E-07,30
3.9939,0.0004246525,3.75,3.994,-0.0004247949,4.42476E-05,9.6302E-09,0,,,,,,,,,15.794,0.0008886424,3.75,15.7943,-0.0008889431,-9.064679E-07,-1.24897E-08,10,,,,,,,,,28.2849,0.0012114,3.75,28.2853,-0.0012116,4.1106E-06,1.13228E-08,20,6.2616,0.0013743,3.75,6.2617,-0.0013746,-9.064679E-07,2.194338E-07,30
4.0144,0.0004205683,3.7,4.0145,-0.0004207093,-2.09749E-05,-9.76E-09,0,,,,,,,,,15.8145,0.0008819866,3.7,15.8148,-0.0008821841,9.1277E-06,1.05975E-08,10,,,,,,,,,28.3054,0.0012047,3.7,28.3059,-0.001205,-9.064679E-07,-8.627E-09,20,6.2748,0.0013679,3.7,6.2749,-0.0013683,-1.09407E-05,1.744982E-07,30
4.0348,0.0004151983,3.65,4.0349,-0.0004154131,-2.59921E-05,-1.18363E-08,0,,,,,,,,,15.8426,0.0008764653,3.65,15.8428,-0.0008766357,2.41791E-05,6.6444E-09,10,,,,,,,,,28.3259,0.0011974,3.65,28.3264,-0.0011977,1.9162E-05,-8.9227E-09,20,6.2881,0.0013613,3.65,6.2882,-0.0013616,-9.064679E-07,2.076032E-07,30
4.0553,0.0004103829,3.6,4.0554,-0.0004105204,-2.59921E-05,-4.0793E-09,0,,,,,,,,,15.8705,0.0008694818,3.6,15.8708,-0.0008695993,-2.09749E-05,1.55803E-08,10,,,,,,,,,28.3465,0.0011903,3.6,28.3469,-0.0011905,-1.59578E-05,9.8991E-09,20,6.3013,0.0013548,3.6,6.3014,-0.0013552,2.41791E-05,2.393696E-07,30
4.0833,0.0004059457,3.55,4.0833,-0.0004061826,-5.9236E-06,-1.47102E-08,0,,,,,,,,,15.891,0.0008627251,3.55,15.8913,-0.0008629161,1.9162E-05,-2.0324E-09,10,,,,,,,,,28.367,0.0011834,3.55,28.3675,-0.0011837,2.41791E-05,1.47338E-08,20,6.3146,0.0013482,3.55,6.3147,-0.0013485,1.9162E-05,2.097153E-07,30
4.1037,0.0004010043,3.5,4.1038,-0.0004010125,9.1277E-06,4.5412E-09,0,,,,,,,,,15.9191,0.0008558676,3.5,15.9193,-0.000856031,-1.59578E-05,1.48231E-08,10,,,,,,,,,28.3876,0.0011761,3.5,28.388,-0.0011764,-2.09749E-05,4.8671E-09,20,6.3278,0.0013416,3.5,6.3279,-0.0013419,9.1277E-06,2.194516E-07,30
