Time(1)	DrainI(1)	DrainV(1)	Time(1)	SourceI(1)	SourceV(1)	GateI(1)	GateV(1)	Time(2)	DrainI(2)	DrainV(2)	Time(2)	SourceI(2)	SourceV(2)	GateI(2)	GateV(2)	Time(3)	DrainI(3)	DrainV(3)	Time(3)	SourceI(3)	SourceV(3)	GateI(3)	GateV(3)	Time(4)	DrainI(4)	DrainV(4)	Time(4)	SourceI(4)	SourceV(4)	GateI(4)	GateV(4)	Time(5)	DrainI(5)	DrainV(5)	Time(5)	SourceI(5)	SourceV(5)	GateI(5)	GateV(5)	Time(6)	DrainI(6)	DrainV(6)	Time(6)	SourceI(6)	SourceV(6)	GateI(6)	GateV(6)	Time(7)	DrainI(7)	DrainV(7)	Time(7)	SourceI(7)	SourceV(7)	GateI(7)	GateV(7)	Time(8)	DrainI(8)	DrainV(8)	Time(8)	SourceI(8)	SourceV(8)	GateI(8)	GateV(8)	Time(9)	DrainI(9)	DrainV(9)	Time(9)	SourceI(9)	SourceV(9)	GateI(9)	GateV(9)	Time(10)	DrainI(10)	DrainV(10)	Time(10)	SourceI(10)	SourceV(10)	GateI(10)	GateV(10)	Time(11)	DrainI(11)	DrainV(11)	Time(11)	SourceI(11)	SourceV(11)	GateI(11)	GateV(11)	Time(12)	DrainI(12)	DrainV(12)	Time(12)	SourceI(12)	SourceV(12)	GateI(12)	GateV(12)
5.5675E+0	68.2319E-6	550.0000E-3	5.5676E+0	-68.2488E-6	34.2134E-6	-11.7326E-9	000.0000E-3	11.5038E+0	119.8236E-6	550.0000E-3	11.5040E+0	-119.8474E-6	39.2305E-6	14.1441E-9	5.0000E+0	17.3713E+0	174.4513E-6	550.0000E-3	17.3715E+0	-174.4679E-6	-31.0092E-6	13.2576E-9	10.0000E+0	23.6066E+0	229.4397E-6	550.0000E-3	23.6070E+0	-229.4592E-6	14.1448E-6	6.9890E-9	15.0000E+0	29.8804E+0	283.2328E-6	550.0000E-3	29.8809E+0	-283.2473E-6	24.1791E-6	15.7294E-9	20.0000E+0	36.3017E+0	330.7923E-6	550.0000E-3	36.3023E+0	-330.8176E-6	-5.9236E-6	-8.6648E-9	25.0000E+0																																																
5.5880E+0	62.1218E-6	500.0000E-3	5.5881E+0	-62.1319E-6	-15.9578E-6	-3.9106E-9	000.0000E-3	11.5243E+0	109.2425E-6	500.0000E-3	11.5245E+0	-109.2709E-6	24.1791E-6	9.2571E-9	5.0000E+0	17.3918E+0	158.9000E-6	500.0000E-3	17.3920E+0	-158.9071E-6	-10.9407E-6	4.7755E-9	10.0000E+0	23.6346E+0	209.1248E-6	500.0000E-3	23.6350E+0	-209.1462E-6	-906.4679E-9	16.2445E-9	15.0000E+0	29.9010E+0	258.6058E-6	500.0000E-3	29.9014E+0	-258.6360E-6	-15.9578E-6	10.8208E-9	20.0000E+0	36.3222E+0	301.9237E-6	500.0000E-3	36.3228E+0	-301.9536E-6	9.1277E-6	14.3622E-9	25.0000E+0																																																
5.6159E+0	56.2210E-6	450.0000E-3	5.6160E+0	-56.2294E-6	19.1620E-6	-14.6687E-9	000.0000E-3	11.5448E+0	98.4823E-6	450.0000E-3	11.5450E+0	-98.4951E-6	-5.9236E-6	-10.6715E-9	5.0000E+0	17.4198E+0	143.1998E-6	450.0000E-3	17.4201E+0	-143.2151E-6	-15.9578E-6	15.9260E-9	10.0000E+0	23.6551E+0	188.8503E-6	450.0000E-3	23.6555E+0	-188.8558E-6	-906.4679E-9	-1.7746E-9	15.0000E+0	29.9215E+0	233.5098E-6	450.0000E-3	29.9219E+0	-233.5228E-6	14.1448E-6	-9.2092E-9	20.0000E+0	36.3502E+0	272.9140E-6	450.0000E-3	36.3508E+0	-272.9306E-6	29.1962E-6	6.3631E-9	25.0000E+0																																																
5.6364E+0	50.0630E-6	400.0000E-3	5.6365E+0	-50.0722E-6	-5.9236E-6	4.6162E-9	000.0000E-3	11.5653E+0	87.6692E-6	400.0000E-3	11.5655E+0	-87.6966E-6	24.1791E-6	-10.2431E-9	5.0000E+0	17.4403E+0	127.5879E-6	400.0000E-3	17.4406E+0	-127.6014E-6	-5.9236E-6	-3.1772E-9	10.0000E+0	23.6832E+0	168.2076E-6	400.0000E-3	23.6835E+0	-168.2149E-6	4.1106E-6	15.3286E-9	15.0000E+0	29.9420E+0	208.2120E-6	400.0000E-3	29.9425E+0	-208.2331E-6	19.1620E-6	-8.4250E-9	20.0000E+0	36.3783E+0	243.4781E-6	400.0000E-3	36.3788E+0	-243.4940E-6	9.1277E-6	18.3941E-9	25.0000E+0																																																
5.6644E+0	44.0714E-6	350.0000E-3	5.6645E+0	-44.0890E-6	-906.4679E-9	-12.5851E-9	000.0000E-3	11.5858E+0	76.8486E-6	350.0000E-3	11.5860E+0	-76.8578E-6	-906.4679E-9	8.5924E-9	5.0000E+0	17.4683E+0	111.7491E-6	350.0000E-3	17.4686E+0	-111.7656E-6	-906.4679E-9	14.1465E-9	10.0000E+0	23.7037E+0	147.6758E-6	350.0000E-3	23.7040E+0	-147.7000E-6	-906.4679E-9	10.1711E-9	15.0000E+0	29.9625E+0	182.6696E-6	350.0000E-3	29.9630E+0	-182.6885E-6	-10.9407E-6	10.6136E-9	20.0000E+0	36.3988E+0	213.8909E-6	350.0000E-3	36.3993E+0	-213.9085E-6	4.1106E-6	-1.4994E-9	25.0000E+0																																																
5.8140E+0	38.1225E-6	300.0000E-3	5.8141E+0	-38.1229E-6	9.1277E-6	-11.5669E-9	000.0000E-3	11.6063E+0	66.0935E-6	300.0000E-3	11.6065E+0	-66.1199E-6	14.1448E-6	13.1693E-9	5.0000E+0	17.4888E+0	96.1245E-6	300.0000E-3	17.4891E+0	-96.1493E-6	-5.9236E-6	10.5061E-9	10.0000E+0	23.7242E+0	126.9096E-6	300.0000E-3	23.7245E+0	-126.9329E-6	-15.9578E-6	-9.8341E-9	15.0000E+0	29.9830E+0	157.0995E-6	300.0000E-3	29.9835E+0	-157.1212E-6	-20.9749E-6	14.5941E-9	20.0000E+0	36.4268E+0	183.9279E-6	300.0000E-3	36.4274E+0	-183.9371E-6	4.1106E-6	16.1741E-9	25.0000E+0																																																
5.8345E+0	31.8487E-6	250.0000E-3	5.8346E+0	-31.8494E-6	24.1791E-6	-10.4790E-9	000.0000E-3	11.6268E+0	55.2905E-6	250.0000E-3	11.6270E+0	-55.2911E-6	9.1277E-6	3.0799E-9	5.0000E+0	17.5093E+0	80.3764E-6	250.0000E-3	17.5096E+0	-80.4018E-6	4.1106E-6	-9.1750E-9	10.0000E+0	23.7447E+0	106.0651E-6	250.0000E-3	23.7450E+0	-106.0826E-6	-906.4679E-9	-8.9443E-9	15.0000E+0	30.0036E+0	131.3730E-6	250.0000E-3	30.0041E+0	-131.4128E-6	-5.9236E-6	5.4765E-9	20.0000E+0	36.4473E+0	153.9271E-6	250.0000E-3	36.4479E+0	-153.9405E-6	-20.9749E-6	13.1026E-9	25.0000E+0																																																
5.8550E+0	25.6302E-6	200.0000E-3	5.8551E+0	-25.6300E-6	-906.4679E-9	8.5117E-9	000.0000E-3	11.6548E+0	44.4219E-6	200.0000E-3	11.6550E+0	-44.4422E-6	24.1791E-6	15.4688E-9	5.0000E+0	17.5298E+0	64.5754E-6	200.0000E-3	17.5301E+0	-64.5963E-6	19.1620E-6	-10.3069E-9	10.0000E+0	23.7652E+0	85.1879E-6	200.0000E-3	23.7656E+0	-85.2045E-6	19.1620E-6	10.1294E-9	15.0000E+0	30.0316E+0	105.5507E-6	200.0000E-3	30.0320E+0	-105.5781E-6	-31.0092E-6	17.0851E-9	20.0000E+0	36.4679E+0	123.8129E-6	200.0000E-3	36.4685E+0	-123.8480E-6	9.1277E-6	12.5021E-9	25.0000E+0																																																
5.8755E+0	19.2911E-6	150.0000E-3	5.8756E+0	-19.2932E-6	-15.9578E-6	12.4042E-9	000.0000E-3	11.8045E+0	33.5681E-6	150.0000E-3	11.8047E+0	-33.5719E-6	-5.9236E-6	15.4164E-9	5.0000E+0	17.5503E+0	48.6357E-6	150.0000E-3	17.5506E+0	-48.6622E-6	19.1620E-6	-3.9436E-9	10.0000E+0	23.7857E+0	64.1442E-6	150.0000E-3	23.7861E+0	-64.1574E-6	24.1791E-6	14.0698E-9	15.0000E+0	30.0521E+0	79.4913E-6	150.0000E-3	30.0525E+0	-79.5038E-6	19.1620E-6	-2.7547E-9	20.0000E+0	36.4959E+0	93.1968E-6	150.0000E-3	36.4964E+0	-93.2258E-6	-906.4679E-9	17.1427E-9	25.0000E+0																																																
5.8960E+0	12.9583E-6	100.0000E-3	5.8961E+0	-12.9607E-6	-15.9578E-6	3.1218E-9	000.0000E-3	11.8250E+0	22.5238E-6	100.0000E-3	11.8252E+0	-22.5286E-6	4.1106E-6	-6.0988E-9	5.0000E+0	17.7075E+0	32.6677E-6	100.0000E-3	17.7078E+0	-32.6690E-6	14.1448E-6	-400.5219E-12	10.0000E+0	23.8062E+0	42.9392E-6	100.0000E-3	23.8066E+0	-42.9590E-6	14.1448E-6	4.7670E-9	15.0000E+0	30.0800E+0	53.1420E-6	100.0000E-3	30.0805E+0	-53.1697E-6	14.1448E-6	14.8231E-9	20.0000E+0	36.5164E+0	62.3210E-6	100.0000E-3	36.5169E+0	-62.3463E-6	24.1791E-6	3.8473E-9	25.0000E+0																																																
5.9239E+0	6.5048E-6	50.0000E-3	5.9240E+0	-6.5092E-6	4.1106E-6	14.9219E-9	000.0000E-3	11.8530E+0	11.3126E-6	50.0000E-3	11.8532E+0	-11.3159E-6	-10.9407E-6	11.5455E-9	5.0000E+0	17.7355E+0	16.4274E-6	50.0000E-3	17.7357E+0	-16.4270E-6	-5.9236E-6	15.4945E-9	10.0000E+0	23.9634E+0	21.6180E-6	50.0000E-3	23.9638E+0	-21.6184E-6	-15.9578E-6	-12.0697E-9	15.0000E+0	30.2297E+0	26.7593E-6	50.0000E-3	30.2302E+0	-26.7603E-6	9.1277E-6	13.9033E-9	20.0000E+0	36.6736E+0	31.3278E-6	50.0000E-3	36.6741E+0	-31.3295E-6	19.1620E-6	-8.5983E-9	25.0000E+0																																																
6.0978E+0	6.2117E-9	000.0000E-3	6.0979E+0	-5.7345E-9	-35.0208E-6	-13.5616E-9	000.0000E-3	12.0269E+0	-14.8050E-9	000.0000E-3	12.0271E+0	14.7945E-9	-79.6730E-6	13.8518E-9	5.0000E+0	18.0534E+0	22.0408E-9	000.0000E-3	18.0536E+0	-23.5432E-9	-63.6183E-6	15.4063E-9	10.0000E+0	24.1418E+0	-82.8978E-9	000.0000E-3	24.1422E+0	83.7853E-9	-906.4679E-9	-12.9602E-9	15.0000E+0	30.5476E+0	27.2684E-9	000.0000E-3	30.5481E+0	-29.2032E-9	-20.9730E-6	17.0662E-9	20.0000E+0	36.9959E+0	180.8984E-9	000.0000E-3	36.9965E+0	-182.2981E-9	9.1277E-6	16.3967E-9	25.0000E+0																																																
