Time(1)	DrainI(1)	DrainV(1)	Time(1)	SourceI(1)	SourceV(1)	GateI(1)	GateV(1)	Time(2)	DrainI(2)	DrainV(2)	Time(2)	SourceI(2)	SourceV(2)	GateI(2)	GateV(2)	Time(3)	DrainI(3)	DrainV(3)	Time(3)	SourceI(3)	SourceV(3)	GateI(3)	GateV(3)	Time(4)	DrainI(4)	DrainV(4)	Time(4)	SourceI(4)	SourceV(4)	GateI(4)	GateV(4)	Time(5)	DrainI(5)	DrainV(5)	Time(5)	SourceI(5)	SourceV(5)	GateI(5)	GateV(5)	Time(6)	DrainI(6)	DrainV(6)	Time(6)	SourceI(6)	SourceV(6)	GateI(6)	GateV(6)	Time(7)	DrainI(7)	DrainV(7)	Time(7)	SourceI(7)	SourceV(7)	GateI(7)	GateV(7)	Time(8)	DrainI(8)	DrainV(8)	Time(8)	SourceI(8)	SourceV(8)	GateI(8)	GateV(8)	Time(9)	DrainI(9)	DrainV(9)	Time(9)	SourceI(9)	SourceV(9)	GateI(9)	GateV(9)	Time(10)	DrainI(10)	DrainV(10)	Time(10)	SourceI(10)	SourceV(10)	GateI(10)	GateV(10)	Time(11)	DrainI(11)	DrainV(11)	Time(11)	SourceI(11)	SourceV(11)	GateI(11)	GateV(11)	Time(12)	DrainI(12)	DrainV(12)	Time(12)	SourceI(12)	SourceV(12)	GateI(12)	GateV(12)
4.8250E+0	263.3340E-6	2.2000E+0	4.8251E+0	-263.3530E-6	24.1791E-6	14.3548E-9	000.0000E-3	10.6377E+0	452.8388E-6	2.2000E+0	10.6378E+0	-453.0917E-6	4.1106E-6	14.4584E-9	5.0000E+0	16.4975E+0	627.6796E-6	2.2000E+0	16.4978E+0	-627.8660E-6	-15.9578E-6	-8.0460E-9	10.0000E+0	22.7182E+0	783.0320E-6	2.2000E+0	22.7186E+0	-783.2209E-6	-15.9578E-6	16.2452E-9	15.0000E+0	28.9884E+0	917.6102E-6	2.2000E+0	28.9889E+0	-917.7190E-6	-5.9236E-6	-8.6501E-9	20.0000E+0	35.3843E+0	1.0207E-3	2.2000E+0	35.3848E+0	-1.0209E-3	-5.9236E-6	7.3916E-9	25.0000E+0																																																
4.8455E+0	258.0284E-6	2.1500E+0	4.8455E+0	-258.0433E-6	-15.9578E-6	-2.6863E-9	000.0000E-3	10.6582E+0	444.0905E-6	2.1500E+0	10.6583E+0	-444.3152E-6	19.1620E-6	8.5859E-9	5.0000E+0	16.5181E+0	616.4606E-6	2.1500E+0	16.5183E+0	-616.6432E-6	-15.9578E-6	12.0055E-9	10.0000E+0	22.7387E+0	770.7037E-6	2.1500E+0	22.7391E+0	-770.9389E-6	-15.9578E-6	-2.0794E-9	15.0000E+0	29.0090E+0	903.9457E-6	2.1500E+0	29.0094E+0	-904.1002E-6	-10.9407E-6	-8.9170E-9	20.0000E+0	35.4123E+0	1.0067E-3	2.1500E+0	35.4128E+0	-1.0067E-3	14.1448E-6	18.0407E-9	25.0000E+0																																																
4.8734E+0	251.6384E-6	2.1000E+0	4.8735E+0	-251.6590E-6	14.1448E-6	13.7436E-9	000.0000E-3	10.6787E+0	435.3170E-6	2.1000E+0	10.6788E+0	-435.5386E-6	14.1448E-6	-11.3755E-9	5.0000E+0	16.5386E+0	605.2667E-6	2.1000E+0	16.5389E+0	-605.4203E-6	44.2476E-6	11.9803E-9	10.0000E+0	22.7667E+0	757.7450E-6	2.1000E+0	22.7671E+0	-757.9254E-6	-15.9578E-6	15.1083E-9	15.0000E+0	29.0295E+0	889.9281E-6	2.1000E+0	29.0300E+0	-890.1788E-6	-5.9236E-6	9.9422E-9	20.0000E+0	35.4328E+0	992.5636E-6	2.1000E+0	35.4333E+0	-992.7483E-6	24.1791E-6	-1.0068E-9	25.0000E+0																																																
4.8938E+0	246.2621E-6	2.0500E+0	4.8939E+0	-246.2737E-6	-906.4679E-9	8.6107E-9	000.0000E-3	10.6992E+0	425.5097E-6	2.0500E+0	10.6994E+0	-425.6776E-6	-20.9749E-6	-9.6583E-9	5.0000E+0	16.5592E+0	593.9216E-6	2.0500E+0	16.5594E+0	-594.1218E-6	-15.9578E-6	7.4325E-9	10.0000E+0	22.7872E+0	744.4586E-6	2.0500E+0	22.7876E+0	-744.7858E-6	-906.4679E-9	10.4282E-9	15.0000E+0	29.0500E+0	875.8098E-6	2.0500E+0	29.0505E+0	-875.9800E-6	4.1106E-6	14.7879E-9	20.0000E+0	35.4608E+0	978.0923E-6	2.0500E+0	35.4614E+0	-978.2469E-6	9.1277E-6	16.5104E-9	25.0000E+0																																																
4.9143E+0	240.6033E-6	2.0000E+0	4.9144E+0	-240.6260E-6	-10.9407E-6	-11.1536E-9	000.0000E-3	10.7197E+0	416.0807E-6	2.0000E+0	10.7199E+0	-416.2201E-6	14.1448E-6	9.5327E-9	5.0000E+0	16.5872E+0	581.5933E-6	2.0000E+0	16.5874E+0	-581.7640E-6	-20.9749E-6	15.3797E-9	10.0000E+0	22.8077E+0	731.5000E-6	2.0000E+0	22.8081E+0	-731.7723E-6	4.1106E-6	-9.5081E-9	15.0000E+0	29.0706E+0	861.6410E-6	2.0000E+0	29.0711E+0	-861.8315E-6	24.1791E-6	4.9846E-9	20.0000E+0	35.4813E+0	963.3941E-6	2.0000E+0	35.4819E+0	-963.6446E-6	4.1106E-6	12.4386E-9	25.0000E+0																																																
4.9348E+0	234.4302E-6	1.9500E+0	4.9349E+0	-234.4536E-6	-906.4679E-9	-10.9345E-9	000.0000E-3	10.7402E+0	407.2063E-6	1.9500E+0	10.7404E+0	-407.2922E-6	4.1106E-6	12.6364E-9	5.0000E+0	16.6077E+0	570.0717E-6	1.9500E+0	16.6080E+0	-570.2385E-6	9.1277E-6	-1.0064E-9	10.0000E+0	22.8282E+0	717.7346E-6	1.9500E+0	22.8286E+0	-717.8257E-6	14.1448E-6	-9.3551E-9	15.0000E+0	29.0986E+0	846.2368E-6	1.9500E+0	29.0991E+0	-846.4726E-6	-5.9236E-6	17.0902E-9	20.0000E+0	35.5018E+0	948.4690E-6	1.9500E+0	35.5024E+0	-948.6892E-6	-5.9236E-6	12.8503E-9	25.0000E+0																																																
4.9552E+0	228.5016E-6	1.9000E+0	4.9553E+0	-228.5133E-6	-5.9236E-6	-5.8223E-9	000.0000E-3	10.8899E+0	397.9151E-6	1.9000E+0	10.8901E+0	-397.9241E-6	-51.0776E-6	13.1769E-9	5.0000E+0	16.6357E+0	557.3903E-6	1.9000E+0	16.6359E+0	-557.5780E-6	9.1277E-6	15.2009E-9	10.0000E+0	22.8487E+0	703.4398E-6	1.9000E+0	22.8491E+0	-703.6268E-6	14.1448E-6	9.3772E-9	15.0000E+0	29.1191E+0	831.8916E-6	1.9000E+0	29.1196E+0	-832.0973E-6	-5.9236E-6	-2.9426E-9	20.0000E+0	35.5299E+0	932.6110E-6	1.9000E+0	35.5304E+0	-932.8258E-6	4.1106E-6	16.5234E-9	25.0000E+0																																																
4.9832E+0	222.9892E-6	1.8500E+0	4.9833E+0	-222.9942E-6	24.1791E-6	-14.4084E-9	000.0000E-3	10.9104E+0	388.3931E-6	1.8500E+0	10.9106E+0	-388.3994E-6	-10.9407E-6	2.8280E-9	5.0000E+0	16.6562E+0	545.9192E-6	1.8500E+0	16.6564E+0	-546.1029E-6	-15.9578E-6	8.7975E-9	10.0000E+0	22.8692E+0	689.3970E-6	1.8500E+0	22.8696E+0	-689.5288E-6	-906.4679E-9	14.3542E-9	15.0000E+0	29.1471E+0	815.8825E-6	1.8500E+0	29.1476E+0	-816.1583E-6	19.1620E-6	14.6948E-9	20.0000E+0	35.5504E+0	916.4253E-6	1.8500E+0	35.5510E+0	-916.7102E-6	19.1620E-6	18.1874E-9	25.0000E+0																																																
5.0037E+0	216.9901E-6	1.8000E+0	5.0037E+0	-217.0111E-6	24.1791E-6	2.9823E-9	000.0000E-3	10.9384E+0	378.3240E-6	1.8000E+0	10.9386E+0	-378.3476E-6	-15.9578E-6	15.4072E-9	5.0000E+0	16.6767E+0	533.2883E-6	1.8000E+0	16.6769E+0	-533.4173E-6	-15.9578E-6	-11.1241E-9	10.0000E+0	22.8897E+0	674.6988E-6	1.8000E+0	22.8901E+0	-674.9769E-6	34.2134E-6	3.8735E-9	15.0000E+0	29.1676E+0	800.4279E-6	1.8000E+0	29.1681E+0	-800.5975E-6	24.1791E-6	11.9985E-9	20.0000E+0	35.5817E+0	900.4413E-6	1.8000E+0	35.5822E+0	-900.6199E-6	24.1791E-6	10.9536E-9	25.0000E+0																																																
5.0316E+0	211.1901E-6	1.7500E+0	5.0317E+0	-211.2045E-6	4.1106E-6	-13.5351E-9	000.0000E-3	10.9589E+0	369.0642E-6	1.7500E+0	10.9591E+0	-369.0954E-6	-15.9578E-6	-5.0881E-9	5.0000E+0	16.6971E+0	520.5314E-6	1.7500E+0	16.6974E+0	-520.8325E-6	-5.9236E-6	-9.0996E-9	10.0000E+0	22.9178E+0	659.8745E-6	1.7500E+0	22.9181E+0	-660.0719E-6	19.1620E-6	16.5062E-9	15.0000E+0	29.1881E+0	784.6456E-6	1.7500E+0	29.1886E+0	-784.7846E-6	4.1106E-6	10.4433E-9	20.0000E+0	35.6022E+0	883.6505E-6	1.7500E+0	35.6028E+0	-883.7477E-6	9.1277E-6	-9.1961E-9	25.0000E+0																																																
5.0520E+0	205.0372E-6	1.7000E+0	5.0521E+0	-205.0548E-6	19.1620E-6	-8.7934E-9	000.0000E-3	10.9870E+0	358.8866E-6	1.7000E+0	10.9871E+0	-358.9048E-6	29.1962E-6	12.6974E-9	5.0000E+0	16.7176E+0	507.5979E-6	1.7000E+0	16.7179E+0	-507.7434E-6	24.1791E-6	10.1760E-9	10.0000E+0	22.9383E+0	644.7982E-6	1.7000E+0	22.9387E+0	-645.0660E-6	39.2305E-6	-3.7462E-9	15.0000E+0	29.2161E+0	767.6783E-6	1.7000E+0	29.2166E+0	-767.8368E-6	19.1620E-6	15.9216E-9	20.0000E+0	35.6227E+0	865.9774E-6	1.7000E+0	35.6233E+0	-866.1189E-6	39.2305E-6	13.8154E-9	25.0000E+0																																																
5.0725E+0	199.0531E-6	1.6500E+0	5.0726E+0	-199.0792E-6	34.2134E-6	10.8124E-9	000.0000E-3	11.0075E+0	349.2335E-6	1.6500E+0	11.0077E+0	-349.2540E-6	9.1277E-6	10.5140E-9	5.0000E+0	16.7381E+0	494.2864E-6	1.6500E+0	16.7384E+0	-494.4524E-6	24.1791E-6	13.1944E-9	10.0000E+0	22.9663E+0	629.1671E-6	1.6500E+0	22.9667E+0	-629.4549E-6	29.1962E-6	13.9418E-9	15.0000E+0	29.2367E+0	751.0136E-6	1.6500E+0	29.2371E+0	-751.0908E-6	4.1106E-6	16.8339E-9	20.0000E+0	35.6507E+0	848.3546E-6	1.6500E+0	35.6513E+0	-848.4398E-6	24.1791E-6	7.0479E-9	25.0000E+0																																																
5.0929E+0	193.5634E-6	1.6000E+0	5.0930E+0	-193.5702E-6	-15.9578E-6	11.2544E-9	000.0000E-3	11.0280E+0	339.6535E-6	1.6000E+0	11.0282E+0	-339.6688E-6	24.1791E-6	-9.0766E-9	5.0000E+0	16.7586E+0	481.4537E-6	1.6000E+0	16.7589E+0	-481.6659E-6	-15.9578E-6	4.7070E-9	10.0000E+0	22.9868E+0	613.8133E-6	1.6000E+0	22.9872E+0	-614.1716E-6	-5.9236E-6	11.5716E-9	15.0000E+0	29.2679E+0	733.7186E-6	1.6000E+0	29.2684E+0	-733.8403E-6	-15.9578E-6	10.7922E-9	20.0000E+0	35.6788E+0	829.7738E-6	1.6000E+0	35.6793E+0	-829.9788E-6	-15.9578E-6	18.1363E-9	25.0000E+0																																																
5.1134E+0	187.6903E-6	1.5500E+0	5.1135E+0	-187.7132E-6	19.1620E-6	5.2498E-9	000.0000E-3	11.0486E+0	329.0296E-6	1.5500E+0	11.0487E+0	-329.0671E-6	-20.9749E-6	-11.2067E-9	5.0000E+0	16.7866E+0	468.0161E-6	1.5500E+0	16.7869E+0	-468.2489E-6	4.1106E-6	15.8648E-9	10.0000E+0	23.0073E+0	598.3840E-6	1.5500E+0	23.0077E+0	-598.4848E-6	-5.9236E-6	9.6095E-9	15.0000E+0	29.2885E+0	715.7681E-6	1.5500E+0	29.2889E+0	-716.0602E-6	-25.9921E-6	-9.3463E-9	20.0000E+0	35.6992E+0	811.0671E-6	1.5500E+0	35.6998E+0	-811.3413E-6	-20.9749E-6	-1.2862E-9	25.0000E+0																																																
5.1414E+0	181.4113E-6	1.5000E+0	5.1414E+0	-181.4450E-6	-36.0263E-6	14.5815E-9	000.0000E-3	11.0691E+0	318.9856E-6	1.5000E+0	11.0692E+0	-319.0051E-6	-5.9236E-6	-4.1200E-9	5.0000E+0	16.8072E+0	454.6036E-6	1.5000E+0	16.8074E+0	-454.7310E-6	-906.4679E-9	-3.4139E-9	10.0000E+0	23.0353E+0	581.5933E-6	1.5000E+0	23.0357E+0	-581.7387E-6	9.1277E-6	15.4610E-9	15.0000E+0	29.3090E+0	697.9437E-6	1.5000E+0	29.3094E+0	-698.0027E-6	9.1277E-6	-8.4477E-9	20.0000E+0	35.7272E+0	791.6794E-6	1.5000E+0	35.7278E+0	-791.8715E-6	-906.4679E-9	16.2380E-9	25.0000E+0																																																
5.1618E+0	175.8005E-6	1.4500E+0	5.1619E+0	-175.8073E-6	-15.9578E-6	-3.4656E-9	000.0000E-3	11.0971E+0	308.8433E-6	1.4500E+0	11.0973E+0	-308.8600E-6	-15.9578E-6	-14.1067E-9	5.0000E+0	16.8352E+0	440.6870E-6	1.4500E+0	16.8354E+0	-440.8853E-6	14.1448E-6	14.0530E-9	10.0000E+0	23.0558E+0	565.5588E-6	1.4500E+0	23.0562E+0	-565.6736E-6	9.1277E-6	772.1069E-12	15.0000E+0	29.3295E+0	679.0604E-6	1.4500E+0	29.3300E+0	-679.2391E-6	19.1620E-6	10.6905E-9	20.0000E+0	35.7477E+0	771.8886E-6	1.4500E+0	35.7483E+0	-772.1999E-6	-5.9236E-6	12.8340E-9	25.0000E+0																																																
5.1898E+0	169.6273E-6	1.4000E+0	5.1898E+0	-169.6577E-6	-15.9578E-6	13.3123E-9	000.0000E-3	11.1176E+0	298.7741E-6	1.4000E+0	11.1178E+0	-298.7905E-6	24.1791E-6	3.9976E-9	5.0000E+0	16.8557E+0	426.9720E-6	1.4000E+0	16.8560E+0	-427.1656E-6	-15.9578E-6	10.2655E-9	10.0000E+0	23.0839E+0	548.4655E-6	1.4000E+0	23.0842E+0	-548.6502E-6	14.1448E-6	16.2204E-9	15.0000E+0	29.3500E+0	660.3787E-6	1.4000E+0	29.3505E+0	-660.5763E-6	-906.4679E-9	14.5822E-9	20.0000E+0	35.7683E+0	751.8708E-6	1.4000E+0	35.7688E+0	-752.0743E-6	-15.9578E-6	12.2185E-9	25.0000E+0																																																
5.2102E+0	164.0014E-6	1.3500E+0	5.2103E+0	-164.0276E-6	-36.0263E-6	9.1854E-9	000.0000E-3	11.1456E+0	289.0479E-6	1.3500E+0	11.1458E+0	-289.0766E-6	-10.9407E-6	-12.9625E-9	5.0000E+0	16.8763E+0	413.2318E-6	1.3500E+0	16.8765E+0	-413.4711E-6	-15.9578E-6	-9.7405E-9	10.0000E+0	23.1044E+0	531.6244E-6	1.3500E+0	23.1047E+0	-531.7276E-6	24.1791E-6	8.1906E-9	15.0000E+0	29.3705E+0	641.2181E-6	1.3500E+0	29.3710E+0	-641.3587E-6	29.1962E-6	5.1824E-9	20.0000E+0	35.7963E+0	731.2479E-6	1.3500E+0	35.7968E+0	-731.5201E-6	-5.9236E-6	16.8848E-9	25.0000E+0																																																
5.2307E+0	157.9442E-6	1.3000E+0	5.2307E+0	-157.9789E-6	-906.4679E-9	-10.2884E-9	000.0000E-3	11.1661E+0	278.0482E-6	1.3000E+0	11.1663E+0	-278.0764E-6	29.1962E-6	-8.3140E-9	5.0000E+0	17.0260E+0	399.1583E-6	1.3000E+0	17.0263E+0	-399.1828E-6	-5.9236E-6	-8.6644E-9	10.0000E+0	23.1249E+0	514.3798E-6	1.3000E+0	23.1253E+0	-514.6284E-6	24.1791E-6	-11.7157E-9	15.0000E+0	29.3985E+0	621.1499E-6	1.3000E+0	29.3990E+0	-621.2584E-6	24.1791E-6	17.0604E-9	20.0000E+0	35.8168E+0	710.0451E-6	1.3000E+0	35.8174E+0	-710.1840E-6	19.1620E-6	3.9708E-9	25.0000E+0																																																
5.2511E+0	151.8568E-6	1.2500E+0	5.2512E+0	-151.8771E-6	-15.9578E-6	-11.4722E-9	000.0000E-3	11.1866E+0	267.4671E-6	1.2500E+0	11.1867E+0	-267.4696E-6	19.1620E-6	11.5077E-9	5.0000E+0	17.0465E+0	384.5450E-6	1.2500E+0	17.0467E+0	-384.5603E-6	-10.9407E-6	-10.7540E-9	10.0000E+0	23.1454E+0	496.6310E-6	1.2500E+0	23.1458E+0	-496.8232E-6	-5.9236E-6	11.5578E-9	15.0000E+0	29.4191E+0	601.3337E-6	1.2500E+0	29.4196E+0	-601.4607E-6	-906.4679E-9	-2.4314E-9	20.0000E+0	35.8448E+0	687.9095E-6	1.2500E+0	35.8454E+0	-688.2426E-6	-15.9578E-6	18.1434E-9	25.0000E+0																																																
5.2716E+0	145.8451E-6	1.2000E+0	5.2717E+0	-145.8713E-6	-25.9921E-6	-4.6886E-9	000.0000E-3	11.2070E+0	257.3601E-6	1.2000E+0	11.2072E+0	-257.3900E-6	19.1620E-6	11.6074E-9	5.0000E+0	17.0669E+0	369.9922E-6	1.2000E+0	17.0672E+0	-370.0161E-6	-10.9407E-6	-3.0483E-9	10.0000E+0	23.1734E+0	479.5124E-6	1.2000E+0	23.1738E+0	-479.5979E-6	14.1448E-6	6.4548E-9	15.0000E+0	29.4471E+0	580.5848E-6	1.2000E+0	29.4476E+0	-580.6542E-6	29.1962E-6	15.0946E-9	20.0000E+0	35.8653E+0	665.6479E-6	1.2000E+0	35.8658E+0	-665.8221E-6	-15.9578E-6	9.1709E-9	25.0000E+0																																																
5.2995E+0	140.2570E-6	1.1500E+0	5.2996E+0	-140.2664E-6	29.1962E-6	-14.5834E-9	000.0000E-3	11.2275E+0	247.1724E-6	1.1500E+0	11.2277E+0	-247.1994E-6	4.1106E-6	6.2623E-9	5.0000E+0	17.0950E+0	356.0522E-6	1.1500E+0	17.0952E+0	-356.0696E-6	9.1277E-6	-13.6470E-9	10.0000E+0	23.2014E+0	460.9821E-6	1.1500E+0	23.2017E+0	-461.2125E-6	-5.9236E-6	16.3011E-9	15.0000E+0	29.4676E+0	559.7098E-6	1.1500E+0	29.4681E+0	-559.8983E-6	34.2134E-6	11.6158E-9	20.0000E+0	35.8858E+0	643.1594E-6	1.1500E+0	35.8863E+0	-643.2502E-6	-906.4679E-9	-10.2980E-9	25.0000E+0																																																
5.3200E+0	133.9729E-6	1.1000E+0	5.3201E+0	-133.9881E-6	9.1277E-6	3.8396E-9	000.0000E-3	11.2555E+0	236.4450E-6	1.1000E+0	11.2557E+0	-236.4413E-6	-10.9407E-6	14.9530E-9	5.0000E+0	17.1155E+0	341.0632E-6	1.1000E+0	17.1158E+0	-341.0915E-6	-25.9921E-6	5.0041E-9	10.0000E+0	23.2219E+0	442.9055E-6	1.1000E+0	23.2222E+0	-443.1550E-6	14.1448E-6	-2.1246E-9	15.0000E+0	29.4881E+0	538.5071E-6	1.1000E+0	29.4886E+0	-538.5874E-6	-15.9578E-6	-8.1905E-9	20.0000E+0	35.9062E+0	619.2842E-6	1.1000E+0	35.9068E+0	-619.5939E-6	-25.9921E-6	12.8964E-9	25.0000E+0																																																
5.3480E+0	128.2083E-6	1.0500E+0	5.3481E+0	-128.2219E-6	-5.9236E-6	-13.0379E-9	000.0000E-3	11.2760E+0	226.1590E-6	1.0500E+0	11.2762E+0	-226.1851E-6	-20.9749E-6	-2.3216E-9	5.0000E+0	17.1435E+0	326.3642E-6	1.0500E+0	17.1438E+0	-326.3958E-6	24.1791E-6	-12.2439E-9	10.0000E+0	23.2499E+0	423.9466E-6	1.0500E+0	23.2502E+0	-424.3409E-6	-20.9749E-6	15.0518E-9	15.0000E+0	29.5086E+0	516.5731E-6	1.0500E+0	29.5091E+0	-516.8226E-6	14.1448E-6	-9.2416E-9	20.0000E+0	35.9342E+0	595.6864E-6	1.0500E+0	35.9348E+0	-595.9123E-6	-41.0434E-6	8.9307E-9	25.0000E+0																																																
5.3684E+0	121.9670E-6	1.0000E+0	5.3685E+0	-121.9789E-6	-906.4679E-9	-9.3068E-9	000.0000E-3	11.3041E+0	215.0988E-6	1.0000E+0	11.3042E+0	-215.1117E-6	9.1277E-6	14.5027E-9	5.0000E+0	17.1641E+0	311.2112E-6	1.0000E+0	17.1643E+0	-311.2184E-6	-5.9236E-6	10.7902E-9	10.0000E+0	23.2704E+0	405.6180E-6	1.0000E+0	23.2708E+0	-405.7286E-6	-906.4679E-9	10.4669E-9	15.0000E+0	29.5291E+0	494.8410E-6	1.0000E+0	29.5296E+0	-495.1586E-6	9.1277E-6	9.1547E-9	20.0000E+0	35.9623E+0	570.9541E-6	1.0000E+0	35.9628E+0	-571.2472E-6	-5.9236E-6	17.8662E-9	25.0000E+0																																																
5.3889E+0	116.1847E-6	950.0000E-3	5.3890E+0	-116.2152E-6	-15.9578E-6	10.2044E-9	000.0000E-3	11.3246E+0	205.0044E-6	950.0000E-3	11.3248E+0	-205.0220E-6	-10.9407E-6	8.4730E-9	5.0000E+0	17.1920E+0	296.6761E-6	950.0000E-3	17.1923E+0	-296.6943E-6	-5.9236E-6	6.0358E-9	10.0000E+0	23.4201E+0	387.0163E-6	950.0000E-3	23.4204E+0	-387.0373E-6	-906.4679E-9	11.2732E-9	15.0000E+0	29.5497E+0	472.9071E-6	950.0000E-3	29.5501E+0	-473.1416E-6	19.1620E-6	15.2001E-9	20.0000E+0	35.9828E+0	546.5747E-6	950.0000E-3	35.9834E+0	-546.8595E-6	-906.4679E-9	704.8919E-12	25.0000E+0																																																
5.4093E+0	110.2587E-6	900.0000E-3	5.4094E+0	-110.2850E-6	-10.9407E-6	11.7638E-9	000.0000E-3	11.3452E+0	194.5897E-6	900.0000E-3	11.3454E+0	-194.6069E-6	14.1448E-6	-11.7140E-9	5.0000E+0	17.2200E+0	281.4903E-6	900.0000E-3	17.2203E+0	-281.5144E-6	9.1277E-6	15.7313E-9	10.0000E+0	23.4406E+0	367.8614E-6	900.0000E-3	23.4409E+0	-367.8745E-6	19.1620E-6	-8.2716E-9	15.0000E+0	29.5702E+0	449.9647E-6	900.0000E-3	29.5706E+0	-450.2418E-6	-5.9236E-6	3.9632E-9	20.0000E+0	36.0108E+0	520.7078E-6	900.0000E-3	36.0114E+0	-520.8577E-6	-906.4679E-9	17.3647E-9	25.0000E+0																																																
5.4297E+0	104.2394E-6	850.0000E-3	5.4298E+0	-104.2614E-6	-15.9578E-6	4.2609E-9	000.0000E-3	11.3657E+0	183.8296E-6	850.0000E-3	11.3659E+0	-183.8539E-6	-5.9236E-6	-9.2969E-9	5.0000E+0	17.2405E+0	266.5391E-6	850.0000E-3	17.2408E+0	-266.5615E-6	-15.9578E-6	-2.4917E-9	10.0000E+0	23.4611E+0	348.4467E-6	850.0000E-3	23.4614E+0	-348.4645E-6	4.1106E-6	-10.0628E-9	15.0000E+0	29.5982E+0	426.9216E-6	850.0000E-3	29.5986E+0	-427.0647E-6	9.1277E-6	17.0849E-9	20.0000E+0	36.0313E+0	495.0931E-6	850.0000E-3	36.0319E+0	-495.2091E-6	-20.9749E-6	11.4354E-9	25.0000E+0																																																
5.4577E+0	98.2100E-6	800.0000E-3	5.4578E+0	-98.2176E-6	19.1620E-6	14.7910E-9	000.0000E-3	11.3863E+0	173.1401E-6	800.0000E-3	11.3864E+0	-173.1639E-6	19.1620E-6	10.4207E-9	5.0000E+0	17.2686E+0	251.2097E-6	800.0000E-3	17.2688E+0	-251.2353E-6	19.1620E-6	14.6508E-9	10.0000E+0	23.4816E+0	328.8405E-6	800.0000E-3	23.4819E+0	-328.8627E-6	-25.9921E-6	-2.9918E-9	15.0000E+0	29.6187E+0	403.8028E-6	800.0000E-3	29.6191E+0	-403.9632E-6	-10.9407E-6	-3.9803E-9	20.0000E+0	36.0518E+0	468.5960E-6	800.0000E-3	36.0524E+0	-468.8542E-6	-25.9921E-6	-8.5910E-9	25.0000E+0																																																
5.4782E+0	92.2335E-6	750.0000E-3	5.4783E+0	-92.2748E-6	24.1791E-6	-4.0728E-9	000.0000E-3	11.4068E+0	162.5413E-6	750.0000E-3	11.4069E+0	-162.5545E-6	-20.9749E-6	12.2117E-9	5.0000E+0	17.2891E+0	236.1298E-6	750.0000E-3	17.2894E+0	-236.1487E-6	-10.9407E-6	9.6644E-9	10.0000E+0	23.5096E+0	309.4082E-6	750.0000E-3	23.5099E+0	-309.4351E-6	-20.9749E-6	-13.0705E-9	15.0000E+0	29.7759E+0	380.3817E-6	750.0000E-3	29.7763E+0	-380.4084E-6	9.1277E-6	12.3624E-9	20.0000E+0	36.0723E+0	441.8215E-6	750.0000E-3	36.0729E+0	-442.0454E-6	-31.0092E-6	14.4690E-9	25.0000E+0																																																
5.5062E+0	86.1965E-6	700.0000E-3	5.5063E+0	-86.2059E-6	24.1791E-6	13.0167E-9	000.0000E-3	11.4273E+0	151.9905E-6	700.0000E-3	11.4275E+0	-152.0083E-6	-906.4679E-9	5.2559E-9	5.0000E+0	17.3096E+0	220.8029E-6	700.0000E-3	17.3099E+0	-220.8275E-6	-10.9407E-6	-10.4817E-9	10.0000E+0	23.5301E+0	289.5901E-6	700.0000E-3	23.5304E+0	-289.6088E-6	-15.9578E-6	5.4523E-9	15.0000E+0	29.8039E+0	356.4910E-6	700.0000E-3	29.8043E+0	-356.5110E-6	-20.9749E-6	6.5393E-9	20.0000E+0	36.1003E+0	414.7193E-6	700.0000E-3	36.1009E+0	-414.8835E-6	24.1791E-6	18.3309E-9	25.0000E+0																																																
5.5266E+0	80.3311E-6	650.0000E-3	5.5267E+0	-80.3463E-6	24.1791E-6	9.5715E-9	000.0000E-3	11.4553E+0	141.1724E-6	650.0000E-3	11.4555E+0	-141.1972E-6	19.1620E-6	15.2029E-9	5.0000E+0	17.3302E+0	205.1355E-6	650.0000E-3	17.3305E+0	-205.1683E-6	-15.9578E-6	-9.3647E-9	10.0000E+0	23.5581E+0	269.8274E-6	650.0000E-3	23.5585E+0	-269.8457E-6	-10.9407E-6	-11.7636E-9	15.0000E+0	29.8319E+0	332.1969E-6	650.0000E-3	29.8324E+0	-332.2176E-6	14.1448E-6	16.8714E-9	20.0000E+0	36.2607E+0	386.6582E-6	650.0000E-3	36.2613E+0	-386.6615E-6	-25.9921E-6	17.4616E-9	25.0000E+0																																																
5.5471E+0	74.4378E-6	600.0000E-3	5.5472E+0	-74.4464E-6	-15.9578E-6	-9.7775E-9	000.0000E-3	11.4759E+0	130.6367E-6	600.0000E-3	11.4760E+0	-130.6611E-6	-5.9236E-6	-2.7041E-9	5.0000E+0	17.3507E+0	189.7506E-6	600.0000E-3	17.3510E+0	-189.7765E-6	-20.9749E-6	9.9390E-9	10.0000E+0	23.5786E+0	249.6941E-6	600.0000E-3	23.5790E+0	-249.7117E-6	34.2134E-6	11.2958E-9	15.0000E+0	29.8524E+0	308.1423E-6	600.0000E-3	29.8529E+0	-308.1663E-6	-5.9236E-6	-1.2903E-9	20.0000E+0	36.2812E+0	358.9950E-6	600.0000E-3	36.2818E+0	-359.0132E-6	4.1106E-6	11.3250E-9	25.0000E+0																																																
