Time(1)	SourceI(1)	SourceV(1)	Time(1)	DrainI(1)	DrainV(1)	GateI(1)	GateV(1)	PEAK_ID(1)	Time(2)	SourceI(2)	SourceV(2)	Time(2)	DrainI(2)	DrainV(2)	GateI(2)	GateV(2)	PEAK_ID(2)	Time(3)	SourceI(3)	SourceV(3)	Time(3)	DrainI(3)	DrainV(3)	GateI(3)	GateV(3)	PEAK_ID(3)	Time(4)	SourceI(4)	SourceV(4)	Time(4)	DrainI(4)	DrainV(4)	GateI(4)	GateV(4)	PEAK_ID(4)
13.0233E+0	-492.4009E-6	000.0000E-3	13.0231E+0	492.1021E-6	2.0000E+0	29.6168E-9	7.0000E+0		33.8098E+0	-659.7735E-6	000.0000E-3	33.8093E+0	659.4927E-6	3.0000E+0	29.6681E-9	7.0000E+0		54.4345E+0	-761.3426E-6	000.0000E-3	54.4337E+0	761.0432E-6	4.0000E+0	29.5446E-9	7.0000E+0		75.3809E+0	-829.8717E-6	000.0000E-3	75.3798E+0	829.5737E-6	5.0000E+0	29.4797E-9	7.0000E+0	
13.2584E+0	-475.5728E-6	000.0000E-3	13.2582E+0	475.2752E-6	2.0000E+0	27.2515E-9	6.5000E+0		34.0449E+0	-640.3073E-6	000.0000E-3	34.0443E+0	640.0181E-6	3.0000E+0	27.3115E-9	6.5000E+0		54.6696E+0	-740.6341E-6	000.0000E-3	54.6687E+0	740.3353E-6	4.0000E+0	27.2166E-9	6.5000E+0		75.5677E+0	-808.7693E-6	000.0000E-3	75.5665E+0	808.4674E-6	5.0000E+0	27.1315E-9	6.5000E+0	
13.4452E+0	-458.9973E-6	000.0000E-3	13.4450E+0	458.7024E-6	2.0000E+0	24.8686E-9	6.0000E+0		34.2316E+0	-620.7071E-6	000.0000E-3	34.2311E+0	620.4194E-6	3.0000E+0	24.9324E-9	6.0000E+0		54.8563E+0	-719.5393E-6	000.0000E-3	54.8554E+0	719.2411E-6	4.0000E+0	24.8630E-9	6.0000E+0		75.8027E+0	-788.1603E-6	000.0000E-3	75.8016E+0	787.8593E-6	5.0000E+0	24.7967E-9	6.0000E+0	
13.6802E+0	-441.9982E-6	000.0000E-3	13.6800E+0	441.7000E-6	2.0000E+0	22.4940E-9	5.5000E+0		34.4667E+0	-600.1534E-6	000.0000E-3	34.4661E+0	599.8627E-6	3.0000E+0	22.5759E-9	5.5000E+0		55.0913E+0	-698.3638E-6	000.0000E-3	55.0905E+0	698.0587E-6	4.0000E+0	22.5069E-9	5.5000E+0		75.9895E+0	-766.6730E-6	000.0000E-3	75.9883E+0	766.3814E-6	5.0000E+0	22.4231E-9	5.5000E+0	
13.8670E+0	-424.9355E-6	000.0000E-3	13.8668E+0	424.6341E-6	2.0000E+0	20.1167E-9	5.0000E+0		34.6534E+0	-579.8833E-6	000.0000E-3	34.6529E+0	579.6015E-6	3.0000E+0	20.1750E-9	5.0000E+0		55.2781E+0	-676.4618E-6	000.0000E-3	55.2772E+0	676.1648E-6	4.0000E+0	20.1604E-9	5.0000E+0		76.2246E+0	-744.8150E-6	000.0000E-3	76.2234E+0	744.5138E-6	5.0000E+0	20.0761E-9	5.0000E+0	
14.1020E+0	-407.8804E-6	000.0000E-3	14.1018E+0	407.5833E-6	2.0000E+0	17.7453E-9	4.5000E+0		34.8885E+0	-559.1885E-6	000.0000E-3	34.8879E+0	558.8946E-6	3.0000E+0	17.8229E-9	4.5000E+0		55.5131E+0	-654.0743E-6	000.0000E-3	55.5123E+0	653.7773E-6	4.0000E+0	17.8172E-9	4.5000E+0		76.4114E+0	-722.7164E-6	000.0000E-3	76.4102E+0	722.4192E-6	5.0000E+0	17.7427E-9	4.5000E+0	
14.4391E+0	-389.9565E-6	000.0000E-3	14.4388E+0	389.9302E-6	2.0000E+0	15.7078E-9	4.0000E+0		35.0752E+0	-538.2465E-6	000.0000E-3	35.0747E+0	537.9486E-6	3.0000E+0	15.4590E-9	4.0000E+0		55.6999E+0	-631.5924E-6	000.0000E-3	55.6990E+0	631.2955E-6	4.0000E+0	15.4621E-9	4.0000E+0		76.6464E+0	-700.6653E-6	000.0000E-3	76.6452E+0	700.3675E-6	5.0000E+0	15.4147E-9	4.0000E+0	
14.6741E+0	-373.6851E-6	000.0000E-3	14.6738E+0	373.6561E-6	2.0000E+0	13.0310E-9	3.5000E+0		35.3103E+0	-516.9247E-6	000.0000E-3	35.3097E+0	516.6311E-6	3.0000E+0	13.1432E-9	3.5000E+0		55.9350E+0	-608.0099E-6	000.0000E-3	55.9341E+0	607.7079E-6	4.0000E+0	13.1185E-9	3.5000E+0		76.8331E+0	-677.8101E-6	000.0000E-3	76.8319E+0	677.5081E-6	5.0000E+0	13.0864E-9	3.5000E+0	
14.8608E+0	-356.5690E-6	000.0000E-3	14.8606E+0	356.5406E-6	2.0000E+0	10.6545E-9	3.0000E+0		35.4971E+0	-495.6790E-6	000.0000E-3	35.4965E+0	495.3816E-6	3.0000E+0	10.7349E-9	3.0000E+0		56.1217E+0	-584.8627E-6	000.0000E-3	56.1208E+0	584.5677E-6	4.0000E+0	10.7555E-9	3.0000E+0		77.0682E+0	-654.4561E-6	000.0000E-3	77.0670E+0	654.1605E-6	5.0000E+0	10.7830E-9	3.0000E+0	
15.0958E+0	-339.3792E-6	000.0000E-3	15.0956E+0	339.3506E-6	2.0000E+0	8.3093E-9	2.5000E+0		35.7321E+0	-474.0586E-6	000.0000E-3	35.7315E+0	473.7615E-6	3.0000E+0	8.4161E-9	2.5000E+0		56.3567E+0	-561.3508E-6	000.0000E-3	56.3558E+0	561.0496E-6	4.0000E+0	8.4395E-9	2.5000E+0		77.2549E+0	-630.2205E-6	000.0000E-3	77.2537E+0	629.9275E-6	5.0000E+0	8.4115E-9	2.5000E+0	
15.2826E+0	-322.2403E-6	000.0000E-3	15.2824E+0	322.2122E-6	2.0000E+0	5.9426E-9	2.0000E+0		35.9188E+0	-452.1931E-6	000.0000E-3	35.9183E+0	451.9004E-6	3.0000E+0	6.0608E-9	2.0000E+0		56.5435E+0	-537.3925E-6	000.0000E-3	56.5426E+0	537.0940E-6	4.0000E+0	6.1076E-9	2.0000E+0		77.4900E+0	-606.3005E-6	000.0000E-3	77.4887E+0	606.0011E-6	5.0000E+0	6.1443E-9	2.0000E+0	
15.5177E+0	-304.8679E-6	000.0000E-3	15.5174E+0	304.8396E-6	2.0000E+0	3.6004E-9	1.5000E+0		36.1539E+0	-430.0425E-6	000.0000E-3	36.1533E+0	429.7434E-6	3.0000E+0	3.7366E-9	1.5000E+0		56.7785E+0	-513.2602E-6	000.0000E-3	56.7776E+0	512.9619E-6	4.0000E+0	3.7960E-9	1.5000E+0		77.6989E+0	-581.5347E-6	000.0000E-3	77.6977E+0	581.2407E-6	5.0000E+0	3.8301E-9	1.5000E+0	
15.7267E+0	-287.9598E-6	000.0000E-3	15.7264E+0	287.9315E-6	2.0000E+0	1.2472E-9	1.0000E+0		36.3628E+0	-408.0605E-6	000.0000E-3	36.3623E+0	407.7627E-6	3.0000E+0	1.3873E-9	1.0000E+0		56.9875E+0	-488.7960E-6	000.0000E-3	56.9866E+0	488.4899E-6	4.0000E+0	1.4852E-9	1.0000E+0		77.9340E+0	-557.2385E-6	000.0000E-3	77.9328E+0	556.9413E-6	5.0000E+0	1.5298E-9	1.0000E+0	
15.9617E+0	-270.9732E-6	000.0000E-3	15.9615E+0	270.9448E-6	2.0000E+0	-1.0738E-9	500.0000E-3		36.5981E+0	-385.9837E-6	000.0000E-3	36.5976E+0	385.9563E-6	3.0000E+0	-919.4602E-12	500.0000E-3		57.2226E+0	-464.3011E-6	000.0000E-3	57.2217E+0	464.0023E-6	4.0000E+0	-819.7565E-12	500.0000E-3		78.1430E+0	-532.6709E-6	000.0000E-3	78.1418E+0	532.3750E-6	5.0000E+0	-790.9746E-12	500.0000E-3	
16.1708E+0	-253.9592E-6	000.0000E-3	16.1705E+0	253.9316E-6	2.0000E+0	-3.4081E-9	000.0000E-3		36.8072E+0	-363.9334E-6	000.0000E-3	36.8066E+0	363.9047E-6	3.0000E+0	-3.2284E-9	000.0000E-3		57.4315E+0	-439.4187E-6	000.0000E-3	57.4306E+0	439.1108E-6	4.0000E+0	-3.1423E-9	000.0000E-3		78.3780E+0	-507.3830E-6	000.0000E-3	78.3768E+0	507.0872E-6	5.0000E+0	-3.0582E-9	000.0000E-3	
16.4127E+0	-237.7847E-6	000.0000E-3	16.4124E+0	237.7560E-6	2.0000E+0	-5.7173E-9	-500.0000E-3		37.0491E+0	-342.0848E-6	000.0000E-3	37.0485E+0	342.0563E-6	3.0000E+0	-5.5236E-9	-500.0000E-3		57.6735E+0	-415.3031E-6	000.0000E-3	57.6726E+0	414.9999E-6	4.0000E+0	-5.3928E-9	-500.0000E-3		78.5938E+0	-481.8712E-6	000.0000E-3	78.5926E+0	481.5689E-6	5.0000E+0	-5.2824E-9	-500.0000E-3	
16.6217E+0	-221.4171E-6	000.0000E-3	16.6214E+0	221.3886E-6	2.0000E+0	-8.0577E-9	-1.0000E+0		37.2581E+0	-320.1095E-6	000.0000E-3	37.2575E+0	320.0813E-6	3.0000E+0	-7.8470E-9	-1.0000E+0		58.0327E+0	-388.7248E-6	000.0000E-3	58.0318E+0	388.6983E-6	4.0000E+0	-7.2193E-9	-1.0000E+0		78.8289E+0	-456.1274E-6	000.0000E-3	78.8277E+0	455.8258E-6	5.0000E+0	-7.5722E-9	-1.0000E+0	
16.8567E+0	-205.2583E-6	000.0000E-3	16.8564E+0	205.2301E-6	2.0000E+0	-10.3832E-9	-1.5000E+0		37.4931E+0	-298.5617E-6	000.0000E-3	37.4926E+0	298.5339E-6	3.0000E+0	-10.1589E-9	-1.5000E+0		58.2678E+0	-365.2476E-6	000.0000E-3	58.2668E+0	365.2174E-6	4.0000E+0	-9.9544E-9	-1.5000E+0		79.0379E+0	-430.4274E-6	000.0000E-3	79.0366E+0	430.1291E-6	5.0000E+0	-9.8710E-9	-1.5000E+0	
17.0435E+0	-189.6278E-6	000.0000E-3	17.0432E+0	189.5995E-6	2.0000E+0	-12.7120E-9	-2.0000E+0		37.6799E+0	-277.3484E-6	000.0000E-3	37.6793E+0	277.3199E-6	3.0000E+0	-12.4828E-9	-2.0000E+0		58.4545E+0	-340.7041E-6	000.0000E-3	58.4536E+0	340.6747E-6	4.0000E+0	-12.2536E-9	-2.0000E+0		79.2729E+0	-404.2881E-6	000.0000E-3	79.2716E+0	403.9872E-6	5.0000E+0	-12.1606E-9	-2.0000E+0	
17.2785E+0	-174.4089E-6	000.0000E-3	17.2782E+0	174.3820E-6	2.0000E+0	-15.0137E-9	-2.5000E+0		37.9150E+0	-256.1898E-6	000.0000E-3	37.9144E+0	256.1616E-6	3.0000E+0	-14.7771E-9	-2.5000E+0		58.6895E+0	-316.0389E-6	000.0000E-3	58.6886E+0	316.0103E-6	4.0000E+0	-14.5834E-9	-2.5000E+0		79.6099E+0	-376.9454E-6	000.0000E-3	79.6087E+0	376.9193E-6	5.0000E+0	-13.8976E-9	-2.5000E+0	
17.4653E+0	-159.5345E-6	000.0000E-3	17.4650E+0	159.5064E-6	2.0000E+0	-17.3667E-9	-3.0000E+0		38.1017E+0	-235.6513E-6	000.0000E-3	38.1011E+0	235.6238E-6	3.0000E+0	-17.1022E-9	-3.0000E+0		58.8763E+0	-291.8054E-6	000.0000E-3	58.8754E+0	291.7766E-6	4.0000E+0	-16.8504E-9	-3.0000E+0		79.8450E+0	-352.8469E-6	000.0000E-3	79.8437E+0	352.8178E-6	5.0000E+0	-16.6612E-9	-3.0000E+0	
17.7003E+0	-145.2169E-6	000.0000E-3	17.7000E+0	145.1884E-6	2.0000E+0	-19.6585E-9	-3.5000E+0		38.3368E+0	-215.4671E-6	000.0000E-3	38.3362E+0	215.4397E-6	3.0000E+0	-19.3973E-9	-3.5000E+0		59.1113E+0	-268.1961E-6	000.0000E-3	59.1104E+0	268.1671E-6	4.0000E+0	-19.1458E-9	-3.5000E+0		80.0317E+0	-326.6935E-6	000.0000E-3	80.0305E+0	326.6632E-6	5.0000E+0	-18.9482E-9	-3.5000E+0	
17.8871E+0	-131.3092E-6	000.0000E-3	17.8868E+0	131.2803E-6	2.0000E+0	-21.9907E-9	-4.0000E+0		38.5236E+0	-196.2091E-6	000.0000E-3	38.5229E+0	196.1801E-6	3.0000E+0	-21.6792E-9	-4.0000E+0		59.2981E+0	-245.1529E-6	000.0000E-3	59.2972E+0	245.1240E-6	4.0000E+0	-21.4845E-9	-4.0000E+0		80.2668E+0	-301.5894E-6	000.0000E-3	80.2655E+0	301.5602E-6	5.0000E+0	-21.2236E-9	-4.0000E+0	
18.1222E+0	-118.0703E-6	000.0000E-3	18.1219E+0	118.0414E-6	2.0000E+0	-24.3004E-9	-4.5000E+0		38.7586E+0	-177.1718E-6	000.0000E-3	38.7580E+0	177.1437E-6	3.0000E+0	-23.9727E-9	-4.5000E+0		59.5331E+0	-222.2218E-6	000.0000E-3	59.5322E+0	222.1931E-6	4.0000E+0	-23.7364E-9	-4.5000E+0		80.4535E+0	-276.1447E-6	000.0000E-3	80.4523E+0	276.1144E-6	5.0000E+0	-23.5024E-9	-4.5000E+0	
18.3089E+0	-105.3239E-6	000.0000E-3	18.3087E+0	105.2942E-6	2.0000E+0	-26.6308E-9	-5.0000E+0		38.9453E+0	-159.4220E-6	000.0000E-3	38.9447E+0	159.3952E-6	3.0000E+0	-26.3066E-9	-5.0000E+0		59.7199E+0	-200.3188E-6	000.0000E-3	59.7189E+0	200.2908E-6	4.0000E+0	-26.0111E-9	-5.0000E+0		80.6886E+0	-251.5302E-6	000.0000E-3	80.6873E+0	251.4995E-6	5.0000E+0	-25.7754E-9	-5.0000E+0	
18.5440E+0	-93.2758E-6	000.0000E-3	18.5437E+0	93.2475E-6	2.0000E+0	-28.9328E-9	-5.5000E+0		39.1804E+0	-142.1062E-6	000.0000E-3	39.1797E+0	142.0777E-6	3.0000E+0	-28.5789E-9	-5.5000E+0		59.9549E+0	-179.1052E-6	000.0000E-3	59.9540E+0	179.0768E-6	4.0000E+0	-28.2858E-9	-5.5000E+0		80.8753E+0	-227.4726E-6	000.0000E-3	80.8741E+0	227.4428E-6	5.0000E+0	-28.0592E-9	-5.5000E+0	
18.7307E+0	-82.0445E-6	000.0000E-3	18.7304E+0	82.0154E-6	2.0000E+0	-31.2737E-9	-6.0000E+0		39.3671E+0	-125.4863E-6	000.0000E-3	39.3665E+0	125.4578E-6	3.0000E+0	-30.9313E-9	-6.0000E+0		60.1417E+0	-159.0201E-6	000.0000E-3	60.1407E+0	158.9915E-6	4.0000E+0	-30.5706E-9	-6.0000E+0		81.1104E+0	-204.3506E-6	000.0000E-3	81.1091E+0	204.3213E-6	5.0000E+0	-30.3291E-9	-6.0000E+0	
18.9657E+0	-71.7157E-6	000.0000E-3	18.9655E+0	71.6862E-6	2.0000E+0	-33.5735E-9	-6.5000E+0		39.6021E+0	-110.3423E-6	000.0000E-3	39.6015E+0	110.3140E-6	3.0000E+0	-33.1842E-9	-6.5000E+0		60.3767E+0	-139.9906E-6	000.0000E-3	60.3758E+0	139.9613E-6	4.0000E+0	-32.8366E-9	-6.5000E+0		81.2971E+0	-182.1133E-6	000.0000E-3	81.2958E+0	182.0844E-6	5.0000E+0	-32.6227E-9	-6.5000E+0	
19.1525E+0	-61.9924E-6	000.0000E-3	19.1522E+0	61.9630E-6	2.0000E+0	-35.8905E-9	-7.0000E+0		39.7889E+0	-95.9412E-6	000.0000E-3	39.7883E+0	95.9126E-6	3.0000E+0	-35.5066E-9	-7.0000E+0		60.5635E+0	-122.3246E-6	000.0000E-3	60.5625E+0	122.2947E-6	4.0000E+0	-35.1511E-9	-7.0000E+0		81.5322E+0	-160.8911E-6	000.0000E-3	81.5309E+0	160.8617E-6	5.0000E+0	-34.8402E-9	-7.0000E+0	
19.3875E+0	-53.2058E-6	000.0000E-3	19.3872E+0	53.1762E-6	2.0000E+0	-38.1862E-9	-7.5000E+0		40.0239E+0	-82.9432E-6	000.0000E-3	40.0233E+0	82.9145E-6	3.0000E+0	-37.7603E-9	-7.5000E+0		60.7985E+0	-105.4435E-6	000.0000E-3	60.7976E+0	105.4144E-6	4.0000E+0	-37.3439E-9	-7.5000E+0		81.7189E+0	-140.5118E-6	000.0000E-3	81.7177E+0	140.4827E-6	5.0000E+0	-37.1440E-9	-7.5000E+0	
19.5743E+0	-44.9392E-6	000.0000E-3	19.5740E+0	44.9092E-6	2.0000E+0	-40.4922E-9	-8.0000E+0		40.2107E+0	-70.7823E-6	000.0000E-3	40.2100E+0	70.7535E-6	3.0000E+0	-40.0736E-9	-8.0000E+0		60.9853E+0	-90.1958E-6	000.0000E-3	60.9843E+0	90.1656E-6	4.0000E+0	-39.7259E-9	-8.0000E+0		81.7506E+0	-123.0913E-6	000.0000E-3	81.7493E+0	123.0625E-6	5.0000E+0	-40.1560E-9	-8.0000E+0	
19.7563E+0	-37.6348E-6	000.0000E-3	19.7560E+0	37.6318E-6	2.0000E+0	-42.7858E-9	-8.5000E+0		40.2424E+0	-60.6645E-6	000.0000E-3	40.2417E+0	60.6362E-6	3.0000E+0	-43.1767E-9	-8.5000E+0		61.0170E+0	-77.1872E-6	000.0000E-3	61.0160E+0	77.1587E-6	4.0000E+0	-42.6864E-9	-8.5000E+0		81.7823E+0	-105.6247E-6	000.0000E-3	81.7810E+0	105.5961E-6	5.0000E+0	-42.5747E-9	-8.5000E+0	
19.7880E+0	-31.7717E-6	000.0000E-3	19.7877E+0	31.7693E-6	2.0000E+0	-45.9320E-9	-9.0000E+0		40.2741E+0	-50.5906E-6	000.0000E-3	40.2734E+0	50.5621E-6	3.0000E+0	-45.6701E-9	-9.0000E+0		61.0487E+0	-64.5553E-6	000.0000E-3	61.0478E+0	64.5256E-6	4.0000E+0	-45.2220E-9	-9.0000E+0		81.8140E+0	-89.3166E-6	000.0000E-3	81.8128E+0	89.2873E-6	5.0000E+0	-45.0143E-9	-9.0000E+0	
19.8197E+0	-25.9283E-6	000.0000E-3	19.8194E+0	25.9259E-6	2.0000E+0	-48.4127E-9	-9.5000E+0		40.3058E+0	-41.6043E-6	000.0000E-3	40.3051E+0	41.5749E-6	3.0000E+0	-48.0278E-9	-9.5000E+0		61.0804E+0	-53.1500E-6	000.0000E-3	61.0795E+0	53.1201E-6	4.0000E+0	-47.5980E-9	-9.5000E+0		81.8457E+0	-74.4204E-6	000.0000E-3	81.8445E+0	74.3907E-6	5.0000E+0	-47.4125E-9	-9.5000E+0	
19.8514E+0	-20.7817E-6	000.0000E-3	19.8511E+0	20.7793E-6	2.0000E+0	-50.9042E-9	-10.0000E+0		40.4878E+0	-32.9787E-6	000.0000E-3	40.4871E+0	32.9758E-6	3.0000E+0	-49.4586E-9	-10.0000E+0		61.1121E+0	-43.0812E-6	000.0000E-3	61.1112E+0	43.0511E-6	4.0000E+0	-49.9515E-9	-10.0000E+0		81.8775E+0	-61.2519E-6	000.0000E-3	81.8762E+0	61.2216E-6	5.0000E+0	-49.7438E-9	-10.0000E+0	
19.8831E+0	-16.3938E-6	000.0000E-3	19.8828E+0	16.3914E-6	2.0000E+0	-53.3076E-9	-10.5000E+0		40.5195E+0	-27.0577E-6	000.0000E-3	40.5188E+0	27.0555E-6	3.0000E+0	-52.5465E-9	-10.5000E+0		61.2941E+0	-33.8976E-6	000.0000E-3	61.2932E+0	33.8947E-6	4.0000E+0	-51.3956E-9	-10.5000E+0		81.9092E+0	-49.5128E-6	000.0000E-3	81.9079E+0	49.4835E-6	5.0000E+0	-52.1237E-9	-10.5000E+0	
19.9148E+0	-12.7564E-6	000.0000E-3	19.9145E+0	12.7542E-6	2.0000E+0	-55.7454E-9	-11.0000E+0		40.5512E+0	-21.2473E-6	000.0000E-3	40.5505E+0	21.2448E-6	3.0000E+0	-55.0141E-9	-11.0000E+0		61.3258E+0	-27.1771E-6	000.0000E-3	61.3249E+0	27.1749E-6	4.0000E+0	-54.4665E-9	-11.0000E+0		82.0912E+0	-38.9699E-6	000.0000E-3	82.0899E+0	38.9670E-6	5.0000E+0	-53.4259E-9	-11.0000E+0	
19.9465E+0	-9.7880E-6	000.0000E-3	19.9462E+0	9.7858E-6	2.0000E+0	-58.1796E-9	-11.5000E+0		40.5829E+0	-16.4228E-6	000.0000E-3	40.5822E+0	16.4204E-6	3.0000E+0	-57.4918E-9	-11.5000E+0		61.3576E+0	-20.9447E-6	000.0000E-3	61.3566E+0	20.9425E-6	4.0000E+0	-56.8645E-9	-11.5000E+0		82.1229E+0	-31.3109E-6	000.0000E-3	82.1216E+0	31.3086E-6	5.0000E+0	-56.4580E-9	-11.5000E+0	
19.9782E+0	-7.3233E-6	000.0000E-3	19.9779E+0	7.3210E-6	2.0000E+0	-60.5622E-9	-12.0000E+0		40.6146E+0	-12.4336E-6	000.0000E-3	40.6139E+0	12.4310E-6	3.0000E+0	-59.9352E-9	-12.0000E+0		61.3893E+0	-15.8713E-6	000.0000E-3	61.3883E+0	15.8688E-6	4.0000E+0	-59.2976E-9	-12.0000E+0		82.1546E+0	-24.1164E-6	000.0000E-3	82.1533E+0	24.1137E-6	5.0000E+0	-58.8993E-9	-12.0000E+0	
20.0099E+0	-5.3698E-6	000.0000E-3	20.0096E+0	5.3675E-6	2.0000E+0	-63.0193E-9	-12.5000E+0		40.6463E+0	-9.2135E-6	000.0000E-3	40.6456E+0	9.2112E-6	3.0000E+0	-62.2931E-9	-12.5000E+0		61.4210E+0	-11.7530E-6	000.0000E-3	61.4200E+0	11.7507E-6	4.0000E+0	-61.6619E-9	-12.5000E+0		82.1863E+0	-18.1470E-6	000.0000E-3	82.1850E+0	18.1446E-6	5.0000E+0	-61.1929E-9	-12.5000E+0	
20.2139E+0	-3.7603E-6	000.0000E-3	20.2135E+0	3.7598E-6	2.0000E+0	-64.3162E-9	-13.0000E+0		40.6780E+0	-6.6395E-6	000.0000E-3	40.6774E+0	6.6371E-6	3.0000E+0	-64.7543E-9	-13.0000E+0		61.4527E+0	-8.4982E-6	000.0000E-3	61.4517E+0	8.4957E-6	4.0000E+0	-64.0756E-9	-13.0000E+0		82.2180E+0	-13.4698E-6	000.0000E-3	82.2167E+0	13.4672E-6	5.0000E+0	-63.6017E-9	-13.0000E+0	
20.2456E+0	-2.7203E-6	000.0000E-3	20.2452E+0	2.7203E-6	2.0000E+0	-67.3544E-9	-13.5000E+0		40.7097E+0	-4.6683E-6	000.0000E-3	40.7091E+0	4.6659E-6	3.0000E+0	-67.0927E-9	-13.5000E+0		61.4844E+0	-6.0114E-6	000.0000E-3	61.4835E+0	6.0090E-6	4.0000E+0	-66.4503E-9	-13.5000E+0		82.2497E+0	-9.7712E-6	000.0000E-3	82.2484E+0	9.7688E-6	5.0000E+0	-65.9984E-9	-13.5000E+0	
20.2773E+0	-1.8403E-6	000.0000E-3	20.2769E+0	1.8405E-6	2.0000E+0	-69.9209E-9	-14.0000E+0		40.9136E+0	-3.1362E-6	000.0000E-3	40.9130E+0	3.1357E-6	3.0000E+0	-68.4830E-9	-14.0000E+0		61.5161E+0	-4.0960E-6	000.0000E-3	61.5152E+0	4.0935E-6	4.0000E+0	-68.8554E-9	-14.0000E+0		82.2814E+0	-6.9316E-6	000.0000E-3	82.2802E+0	6.9290E-6	5.0000E+0	-68.3571E-9	-14.0000E+0	
20.3090E+0	-1.1955E-6	000.0000E-3	20.3087E+0	1.1957E-6	2.0000E+0	-72.3446E-9	-14.5000E+0		40.9453E+0	-2.1248E-6	000.0000E-3	40.9447E+0	2.1248E-6	3.0000E+0	-71.3339E-9	-14.5000E+0		61.7200E+0	-2.6869E-6	000.0000E-3	61.7190E+0	2.6864E-6	4.0000E+0	-70.0904E-9	-14.5000E+0		82.3132E+0	-4.7261E-6	000.0000E-3	82.3119E+0	4.7236E-6	5.0000E+0	-70.7304E-9	-14.5000E+0	
20.3407E+0	-752.7415E-9	000.0000E-3	20.3404E+0	753.1590E-9	2.0000E+0	-74.8182E-9	-15.0000E+0		40.9770E+0	-1.3440E-6	000.0000E-3	40.9764E+0	1.3441E-6	3.0000E+0	-73.8784E-9	-15.0000E+0		61.7517E+0	-1.7634E-6	000.0000E-3	61.7507E+0	1.7636E-6	4.0000E+0	-73.2541E-9	-15.0000E+0		82.5171E+0	-3.1952E-6	000.0000E-3	82.5158E+0	3.1944E-6	5.0000E+0	-71.9983E-9	-15.0000E+0	
20.3724E+0	-455.6797E-9	000.0000E-3	20.3721E+0	456.0625E-9	2.0000E+0	-77.2670E-9	-15.5000E+0		41.0088E+0	-815.3449E-9	000.0000E-3	41.0081E+0	815.6766E-9	3.0000E+0	-76.4815E-9	-15.5000E+0		61.7834E+0	-1.0767E-6	000.0000E-3	61.7825E+0	1.0769E-6	4.0000E+0	-75.6868E-9	-15.5000E+0		82.5488E+0	-2.1366E-6	000.0000E-3	82.5475E+0	2.1368E-6	5.0000E+0	-75.2220E-9	-15.5000E+0	
20.5733E+0	-260.1699E-9	000.0000E-3	20.5730E+0	260.2473E-9	2.0000E+0	-78.4808E-9	-16.0000E+0		41.0405E+0	-469.1993E-9	000.0000E-3	41.0398E+0	469.6225E-9	3.0000E+0	-78.9592E-9	-16.0000E+0		61.8151E+0	-631.6204E-9	000.0000E-3	61.8142E+0	632.0620E-9	4.0000E+0	-78.3268E-9	-16.0000E+0		82.5805E+0	-1.3252E-6	000.0000E-3	82.5792E+0	1.3255E-6	5.0000E+0	-77.6863E-9	-16.0000E+0	
20.6050E+0	-153.0432E-9	000.0000E-3	20.6047E+0	154.0109E-9	2.0000E+0	-81.8446E-9	-16.5000E+0		41.2414E+0	-249.5877E-9	000.0000E-3	41.2407E+0	249.7991E-9	3.0000E+0	-80.1262E-9	-16.5000E+0		62.0160E+0	-352.4150E-9	000.0000E-3	62.0150E+0	352.5099E-9	4.0000E+0	-79.3106E-9	-16.5000E+0		82.6122E+0	-779.3597E-9	000.0000E-3	82.6109E+0	779.7555E-9	5.0000E+0	-80.2498E-9	-16.5000E+0	
20.6367E+0	-79.4729E-9	000.0000E-3	20.6364E+0	80.5594E-9	2.0000E+0	-84.4452E-9	-17.0000E+0		41.2731E+0	-136.8468E-9	000.0000E-3	41.2724E+0	137.8333E-9	3.0000E+0	-83.3533E-9	-17.0000E+0		62.0477E+0	-195.3445E-9	000.0000E-3	62.0468E+0	196.2436E-9	4.0000E+0	-82.5809E-9	-17.0000E+0		82.6439E+0	-434.7160E-9	000.0000E-3	82.6426E+0	435.2671E-9	5.0000E+0	-82.6483E-9	-17.0000E+0	
20.8466E+0	-38.4337E-9	000.0000E-3	20.8656E+0	38.9367E-9	2.0000E+0	-85.4939E-9	-17.5000E+0		41.3049E+0	-67.2558E-9	000.0000E-3	41.3235E+0	66.2445E-9	3.0000E+0	-85.8160E-9	-17.5000E+0		62.0795E+0	-99.5351E-9	000.0000E-3	62.0785E+0	100.5578E-9	4.0000E+0	-85.0680E-9	-17.5000E+0		82.8448E+0	-231.0922E-9	000.0000E-3	82.8435E+0	231.2031E-9	5.0000E+0	-83.4294E-9	-17.5000E+0	
20.8970E+0	-19.6270E-9	000.0000E-3	20.9159E+0	19.3873E-9	2.0000E+0	-88.5816E-9	-18.0000E+0		41.5334E+0	-31.6713E-9	000.0000E-3	41.5520E+0	32.2058E-9	3.0000E+0	-86.8640E-9	-18.0000E+0		62.1112E+0	-47.1905E-9	000.0000E-3	62.1295E+0	47.2588E-9	4.0000E+0	-87.4201E-9	-18.0000E+0		82.8765E+0	-126.8389E-9	000.0000E-3	82.8752E+0	127.5837E-9	5.0000E+0	-86.4834E-9	-18.0000E+0	
