Time(1)	SourceI(1)	SourceV(1)	Time(1)	DrainI(1)	DrainV(1)	GateI(1)	GateV(1)	PEAK_ID(1)	Time(2)	SourceI(2)	SourceV(2)	Time(2)	DrainI(2)	DrainV(2)	GateI(2)	GateV(2)	PEAK_ID(2)	Time(3)	SourceI(3)	SourceV(3)	Time(3)	DrainI(3)	DrainV(3)	GateI(3)	GateV(3)	PEAK_ID(3)	Time(4)	SourceI(4)	SourceV(4)	Time(4)	DrainI(4)	DrainV(4)	GateI(4)	GateV(4)	PEAK_ID(4)
10.6497E+0	-1.0205E-3	000.0000E-3	10.6495E+0	1.0202E-3	2.0000E+0	146.0294E-9	27.5000E+0		31.4363E+0	-1.2417E-3	000.0000E-3	31.4358E+0	1.2414E-3	3.0000E+0	142.4290E-9	27.5000E+0		52.0610E+0	-1.3749E-3	000.0000E-3	52.0602E+0	1.3746E-3	4.0000E+0	140.2334E-9	27.5000E+0		72.8121E+0	-1.4604E-3	000.0000E-3	72.8109E+0	1.4601E-3	5.0000E+0	138.1139E-9	27.5000E+0	
10.6814E+0	-1.0288E-3	000.0000E-3	10.6812E+0	1.0285E-3	2.0000E+0	154.8597E-9	28.0000E+0		31.4680E+0	-1.2497E-3	000.0000E-3	31.4675E+0	1.2494E-3	3.0000E+0	150.1927E-9	28.0000E+0		52.0927E+0	-1.3839E-3	000.0000E-3	52.0919E+0	1.3836E-3	4.0000E+0	147.6623E-9	28.0000E+0		72.8438E+0	-1.4699E-3	000.0000E-3	72.8426E+0	1.4696E-3	5.0000E+0	144.3706E-9	28.0000E+0	
10.7131E+0	-1.0364E-3	000.0000E-3	10.7129E+0	1.0361E-3	2.0000E+0	166.4438E-9	28.5000E+0		31.4997E+0	-1.2583E-3	000.0000E-3	31.4992E+0	1.2580E-3	3.0000E+0	160.2729E-9	28.5000E+0		52.1245E+0	-1.3924E-3	000.0000E-3	52.1236E+0	1.3921E-3	4.0000E+0	156.4947E-9	28.5000E+0		72.8755E+0	-1.4797E-3	000.0000E-3	72.8743E+0	1.4794E-3	5.0000E+0	152.7119E-9	28.5000E+0	
10.7448E+0	-1.0440E-3	000.0000E-3	10.7446E+0	1.0437E-3	2.0000E+0	181.4781E-9	29.0000E+0		31.5314E+0	-1.2662E-3	000.0000E-3	31.5309E+0	1.2658E-3	3.0000E+0	173.5066E-9	29.0000E+0		52.1561E+0	-1.4013E-3	000.0000E-3	52.1553E+0	1.4010E-3	4.0000E+0	169.2766E-9	29.0000E+0		72.9072E+0	-1.4883E-3	000.0000E-3	72.9060E+0	1.4880E-3	5.0000E+0	163.5728E-9	29.0000E+0	
10.7765E+0	-1.0514E-3	000.0000E-3	10.7763E+0	1.0510E-3	2.0000E+0	201.8076E-9	29.5000E+0		31.5631E+0	-1.2739E-3	000.0000E-3	31.5626E+0	1.2735E-3	3.0000E+0	191.1936E-9	29.5000E+0		52.1879E+0	-1.4101E-3	000.0000E-3	52.1870E+0	1.4097E-3	4.0000E+0	185.9286E-9	29.5000E+0		72.9389E+0	-1.4976E-3	000.0000E-3	72.9377E+0	1.4972E-3	5.0000E+0	178.3915E-9	29.5000E+0	
10.8082E+0	-1.0586E-3	000.0000E-3	10.8081E+0	1.0582E-3	2.0000E+0	230.4567E-9	30.0000E+0		31.5948E+0	-1.2814E-3	000.0000E-3	31.5943E+0	1.2811E-3	3.0000E+0	214.5914E-9	30.0000E+0		52.2196E+0	-1.4182E-3	000.0000E-3	52.2188E+0	1.4179E-3	4.0000E+0	208.9240E-9	30.0000E+0		72.9706E+0	-1.5071E-3	000.0000E-3	72.9694E+0	1.5067E-3	5.0000E+0	200.3562E-9	30.0000E+0	
10.8399E+0	-1.0588E-3	000.0000E-3	10.8398E+0	1.0585E-3	2.0000E+0	232.3063E-9	30.0000E+0		31.6265E+0	-1.2812E-3	000.0000E-3	31.6260E+0	1.2809E-3	3.0000E+0	216.0407E-9	30.0000E+0		52.2513E+0	-1.4173E-3	000.0000E-3	52.2504E+0	1.4170E-3	4.0000E+0	209.8227E-9	30.0000E+0		73.0023E+0	-1.5065E-3	000.0000E-3	73.0011E+0	1.5062E-3	5.0000E+0	201.2261E-9	30.0000E+0	
10.8717E+0	-1.0511E-3	000.0000E-3	10.8715E+0	1.0507E-3	2.0000E+0	204.4137E-9	29.5000E+0		31.6582E+0	-1.2729E-3	000.0000E-3	31.6577E+0	1.2725E-3	3.0000E+0	192.6206E-9	29.5000E+0		52.2830E+0	-1.4085E-3	000.0000E-3	52.2822E+0	1.4082E-3	4.0000E+0	188.4445E-9	29.5000E+0		73.0340E+0	-1.4968E-3	000.0000E-3	73.0329E+0	1.4965E-3	5.0000E+0	181.9395E-9	29.5000E+0	
10.9034E+0	-1.0433E-3	000.0000E-3	10.9032E+0	1.0430E-3	2.0000E+0	183.0251E-9	29.0000E+0		31.6899E+0	-1.2647E-3	000.0000E-3	31.6894E+0	1.2644E-3	3.0000E+0	174.5587E-9	29.0000E+0		52.3147E+0	-1.3994E-3	000.0000E-3	52.3139E+0	1.3990E-3	4.0000E+0	171.0595E-9	29.0000E+0		73.0657E+0	-1.4873E-3	000.0000E-3	73.0646E+0	1.4870E-3	5.0000E+0	166.7662E-9	29.0000E+0	
10.9351E+0	-1.0353E-3	000.0000E-3	10.9349E+0	1.0350E-3	2.0000E+0	166.5944E-9	28.5000E+0		31.7216E+0	-1.2562E-3	000.0000E-3	31.7211E+0	1.2558E-3	3.0000E+0	160.8704E-9	28.5000E+0		52.3464E+0	-1.3900E-3	000.0000E-3	52.3456E+0	1.3897E-3	4.0000E+0	158.1364E-9	28.5000E+0		73.0974E+0	-1.4767E-3	000.0000E-3	73.0963E+0	1.4764E-3	5.0000E+0	154.3370E-9	28.5000E+0	
10.9668E+0	-1.0275E-3	000.0000E-3	10.9666E+0	1.0271E-3	2.0000E+0	154.4079E-9	28.0000E+0		31.7534E+0	-1.2478E-3	000.0000E-3	31.7528E+0	1.2475E-3	3.0000E+0	150.1842E-9	28.0000E+0		52.3781E+0	-1.3802E-3	000.0000E-3	52.3773E+0	1.3799E-3	4.0000E+0	147.4080E-9	28.0000E+0		73.1291E+0	-1.4667E-3	000.0000E-3	73.1280E+0	1.4664E-3	5.0000E+0	144.6532E-9	28.0000E+0	
10.9985E+0	-1.0191E-3	000.0000E-3	10.9983E+0	1.0187E-3	2.0000E+0	144.9292E-9	27.5000E+0		31.7850E+0	-1.2391E-3	000.0000E-3	31.7845E+0	1.2388E-3	3.0000E+0	141.8271E-9	27.5000E+0		52.4098E+0	-1.3712E-3	000.0000E-3	52.4090E+0	1.3709E-3	4.0000E+0	139.9779E-9	27.5000E+0		73.1609E+0	-1.4564E-3	000.0000E-3	73.1597E+0	1.4561E-3	5.0000E+0	137.7000E-9	27.5000E+0	
11.0302E+0	-1.0110E-3	000.0000E-3	11.0300E+0	1.0107E-3	2.0000E+0	137.5332E-9	27.0000E+0		31.8168E+0	-1.2304E-3	000.0000E-3	31.8162E+0	1.2301E-3	3.0000E+0	135.0775E-9	27.0000E+0		52.4415E+0	-1.3612E-3	000.0000E-3	52.4407E+0	1.3609E-3	4.0000E+0	133.6182E-9	27.0000E+0		73.1926E+0	-1.4463E-3	000.0000E-3	73.1914E+0	1.4460E-3	5.0000E+0	131.7573E-9	27.0000E+0	
11.0619E+0	-1.0026E-3	000.0000E-3	11.0618E+0	1.0023E-3	2.0000E+0	131.4919E-9	26.5000E+0		31.8485E+0	-1.2213E-3	000.0000E-3	31.8480E+0	1.2210E-3	3.0000E+0	129.7474E-9	26.5000E+0		52.4732E+0	-1.3512E-3	000.0000E-3	52.4724E+0	1.3509E-3	4.0000E+0	128.2984E-9	26.5000E+0		73.2243E+0	-1.4355E-3	000.0000E-3	73.2231E+0	1.4352E-3	5.0000E+0	126.9161E-9	26.5000E+0	
11.0936E+0	-994.0878E-6	000.0000E-3	11.0935E+0	993.8037E-6	2.0000E+0	126.4965E-9	26.0000E+0		31.8802E+0	-1.2121E-3	000.0000E-3	31.8797E+0	1.2118E-3	3.0000E+0	125.1416E-9	26.0000E+0		52.5049E+0	-1.3407E-3	000.0000E-3	52.5041E+0	1.3404E-3	4.0000E+0	123.9823E-9	26.0000E+0		73.2560E+0	-1.4248E-3	000.0000E-3	73.2548E+0	1.4245E-3	5.0000E+0	122.7925E-9	26.0000E+0	
11.1253E+0	-985.3299E-6	000.0000E-3	11.1252E+0	985.0388E-6	2.0000E+0	122.2805E-9	25.5000E+0		31.9119E+0	-1.2026E-3	000.0000E-3	31.9114E+0	1.2023E-3	3.0000E+0	121.1946E-9	25.5000E+0		52.5366E+0	-1.3303E-3	000.0000E-3	52.5358E+0	1.3300E-3	4.0000E+0	120.2090E-9	25.5000E+0		73.2877E+0	-1.4133E-3	000.0000E-3	73.2865E+0	1.4130E-3	5.0000E+0	119.2398E-9	25.5000E+0	
11.1570E+0	-976.0581E-6	000.0000E-3	11.1569E+0	975.7626E-6	2.0000E+0	118.5925E-9	25.0000E+0		31.9436E+0	-1.1925E-3	000.0000E-3	31.9431E+0	1.1922E-3	3.0000E+0	117.7755E-9	25.0000E+0		52.5683E+0	-1.3192E-3	000.0000E-3	52.5675E+0	1.3189E-3	4.0000E+0	116.9249E-9	25.0000E+0		73.3194E+0	-1.4019E-3	000.0000E-3	73.3182E+0	1.4016E-3	5.0000E+0	116.0455E-9	25.0000E+0	
11.1888E+0	-966.2724E-6	000.0000E-3	11.1886E+0	965.9833E-6	2.0000E+0	115.2946E-9	24.5000E+0		31.9753E+0	-1.1820E-3	000.0000E-3	31.9748E+0	1.1817E-3	3.0000E+0	114.6439E-9	24.5000E+0		52.6000E+0	-1.3077E-3	000.0000E-3	52.5992E+0	1.3074E-3	4.0000E+0	113.8984E-9	24.5000E+0		73.3511E+0	-1.3896E-3	000.0000E-3	73.3499E+0	1.3893E-3	5.0000E+0	113.0719E-9	24.5000E+0	
11.2205E+0	-956.0846E-6	000.0000E-3	11.2203E+0	955.7989E-6	2.0000E+0	112.2771E-9	24.0000E+0		32.0070E+0	-1.1711E-3	000.0000E-3	32.0065E+0	1.1708E-3	3.0000E+0	111.7569E-9	24.0000E+0		52.6318E+0	-1.2958E-3	000.0000E-3	52.6309E+0	1.2955E-3	4.0000E+0	111.1368E-9	24.0000E+0		73.3828E+0	-1.3766E-3	000.0000E-3	73.3817E+0	1.3763E-3	5.0000E+0	110.3250E-9	24.0000E+0	
11.2522E+0	-945.4096E-6	000.0000E-3	11.2520E+0	945.1204E-6	2.0000E+0	109.4527E-9	23.5000E+0		32.0387E+0	-1.1598E-3	000.0000E-3	32.0382E+0	1.1595E-3	3.0000E+0	109.0081E-9	23.5000E+0		52.6635E+0	-1.2838E-3	000.0000E-3	52.6626E+0	1.2835E-3	4.0000E+0	108.4670E-9	23.5000E+0		73.4145E+0	-1.3641E-3	000.0000E-3	73.4134E+0	1.3638E-3	5.0000E+0	107.7093E-9	23.5000E+0	
11.2839E+0	-934.4017E-6	000.0000E-3	11.2837E+0	934.1092E-6	2.0000E+0	106.8109E-9	23.0000E+0		32.0704E+0	-1.1481E-3	000.0000E-3	32.0699E+0	1.1479E-3	3.0000E+0	106.4197E-9	23.0000E+0		52.6952E+0	-1.2715E-3	000.0000E-3	52.6943E+0	1.2712E-3	4.0000E+0	105.8366E-9	23.0000E+0		73.4463E+0	-1.3514E-3	000.0000E-3	73.4451E+0	1.3511E-3	5.0000E+0	105.1512E-9	23.0000E+0	
11.3156E+0	-923.3160E-6	000.0000E-3	11.3154E+0	923.0350E-6	2.0000E+0	104.2089E-9	22.5000E+0		32.1021E+0	-1.1364E-3	000.0000E-3	32.1016E+0	1.1361E-3	3.0000E+0	103.8294E-9	22.5000E+0		52.7269E+0	-1.2592E-3	000.0000E-3	52.7260E+0	1.2589E-3	4.0000E+0	103.3603E-9	22.5000E+0		73.4780E+0	-1.3379E-3	000.0000E-3	73.4768E+0	1.3376E-3	5.0000E+0	102.6975E-9	22.5000E+0	
11.3473E+0	-912.0262E-6	000.0000E-3	11.3471E+0	911.7363E-6	2.0000E+0	101.6816E-9	22.0000E+0		32.1338E+0	-1.1244E-3	000.0000E-3	32.1333E+0	1.1241E-3	3.0000E+0	101.3243E-9	22.0000E+0		52.7586E+0	-1.2463E-3	000.0000E-3	52.7578E+0	1.2460E-3	4.0000E+0	100.8230E-9	22.0000E+0		73.5097E+0	-1.3248E-3	000.0000E-3	73.5085E+0	1.3245E-3	5.0000E+0	100.2118E-9	22.0000E+0	
11.3790E+0	-900.5350E-6	000.0000E-3	11.3788E+0	900.2481E-6	2.0000E+0	99.1747E-9	21.5000E+0		32.1655E+0	-1.1120E-3	000.0000E-3	32.1650E+0	1.1117E-3	3.0000E+0	98.8757E-9	21.5000E+0		52.7903E+0	-1.2333E-3	000.0000E-3	52.7895E+0	1.2330E-3	4.0000E+0	98.3750E-9	21.5000E+0		73.5414E+0	-1.3114E-3	000.0000E-3	73.5403E+0	1.3111E-3	5.0000E+0	97.7569E-9	21.5000E+0	
11.4107E+0	-888.5203E-6	000.0000E-3	11.4105E+0	888.2285E-6	2.0000E+0	96.6838E-9	21.0000E+0		32.1972E+0	-1.0998E-3	000.0000E-3	32.1967E+0	1.0995E-3	3.0000E+0	96.4375E-9	21.0000E+0		52.8220E+0	-1.2204E-3	000.0000E-3	52.8212E+0	1.2201E-3	4.0000E+0	95.9666E-9	21.0000E+0		73.5731E+0	-1.2976E-3	000.0000E-3	73.5720E+0	1.2973E-3	5.0000E+0	95.3482E-9	21.0000E+0	
11.4424E+0	-876.6887E-6	000.0000E-3	11.4422E+0	876.4029E-6	2.0000E+0	94.2267E-9	20.5000E+0		32.2289E+0	-1.0873E-3	000.0000E-3	32.2284E+0	1.0870E-3	3.0000E+0	93.9763E-9	20.5000E+0		52.8537E+0	-1.2070E-3	000.0000E-3	52.8529E+0	1.2067E-3	4.0000E+0	93.4953E-9	20.5000E+0		73.6049E+0	-1.2834E-3	000.0000E-3	73.6037E+0	1.2831E-3	5.0000E+0	92.9372E-9	20.5000E+0	
11.4741E+0	-864.8041E-6	000.0000E-3	11.4739E+0	864.5134E-6	2.0000E+0	91.7448E-9	20.0000E+0		32.2606E+0	-1.0746E-3	000.0000E-3	32.2601E+0	1.0743E-3	3.0000E+0	91.4887E-9	20.0000E+0		52.8854E+0	-1.1937E-3	000.0000E-3	52.8846E+0	1.1934E-3	4.0000E+0	91.0857E-9	20.0000E+0		73.6366E+0	-1.2697E-3	000.0000E-3	73.6354E+0	1.2694E-3	5.0000E+0	90.5587E-9	20.0000E+0	
11.5058E+0	-852.6281E-6	000.0000E-3	11.5057E+0	852.3363E-6	2.0000E+0	89.3322E-9	19.5000E+0		32.2923E+0	-1.0619E-3	000.0000E-3	32.2918E+0	1.0616E-3	3.0000E+0	89.0625E-9	19.5000E+0		52.9171E+0	-1.1801E-3	000.0000E-3	52.9163E+0	1.1798E-3	4.0000E+0	88.6553E-9	19.5000E+0		73.6683E+0	-1.2557E-3	000.0000E-3	73.6671E+0	1.2554E-3	5.0000E+0	88.0757E-9	19.5000E+0	
11.5375E+0	-840.3460E-6	000.0000E-3	11.5374E+0	840.0474E-6	2.0000E+0	86.8865E-9	19.0000E+0		32.3240E+0	-1.0484E-3	000.0000E-3	32.3235E+0	1.0481E-3	3.0000E+0	86.5934E-9	19.0000E+0		52.9488E+0	-1.1662E-3	000.0000E-3	52.9480E+0	1.1660E-3	4.0000E+0	86.2443E-9	19.0000E+0		73.7000E+0	-1.2410E-3	000.0000E-3	73.6988E+0	1.2407E-3	5.0000E+0	85.6968E-9	19.0000E+0	
11.5692E+0	-827.9455E-6	000.0000E-3	11.5691E+0	827.6556E-6	2.0000E+0	84.3419E-9	18.5000E+0		32.3557E+0	-1.0349E-3	000.0000E-3	32.3552E+0	1.0346E-3	3.0000E+0	84.1882E-9	18.5000E+0		52.9805E+0	-1.1520E-3	000.0000E-3	52.9797E+0	1.1517E-3	4.0000E+0	83.8574E-9	18.5000E+0		73.7317E+0	-1.2260E-3	000.0000E-3	73.7305E+0	1.2257E-3	5.0000E+0	83.3435E-9	18.5000E+0	
11.6009E+0	-815.1954E-6	000.0000E-3	11.6008E+0	814.9024E-6	2.0000E+0	81.9596E-9	18.0000E+0		32.3874E+0	-1.0215E-3	000.0000E-3	32.3869E+0	1.0212E-3	3.0000E+0	81.7453E-9	18.0000E+0		53.0122E+0	-1.1379E-3	000.0000E-3	53.0114E+0	1.1376E-3	4.0000E+0	81.3728E-9	18.0000E+0		73.7634E+0	-1.2115E-3	000.0000E-3	73.7622E+0	1.2112E-3	5.0000E+0	80.8536E-9	18.0000E+0	
11.6326E+0	-802.3807E-6	000.0000E-3	11.6325E+0	802.0895E-6	2.0000E+0	79.4838E-9	17.5000E+0		32.4192E+0	-1.0080E-3	000.0000E-3	32.4186E+0	1.0077E-3	3.0000E+0	79.2858E-9	17.5000E+0		53.0439E+0	-1.1238E-3	000.0000E-3	53.0431E+0	1.1235E-3	4.0000E+0	78.9577E-9	17.5000E+0		73.7951E+0	-1.1964E-3	000.0000E-3	73.7939E+0	1.1961E-3	5.0000E+0	78.4849E-9	17.5000E+0	
11.6643E+0	-789.3688E-6	000.0000E-3	11.6642E+0	789.0805E-6	2.0000E+0	77.0791E-9	17.0000E+0		32.4509E+0	-993.9222E-6	000.0000E-3	32.4504E+0	993.6342E-6	3.0000E+0	76.8841E-9	17.0000E+0		53.0756E+0	-1.1092E-3	000.0000E-3	53.0748E+0	1.1089E-3	4.0000E+0	76.5650E-9	17.0000E+0		73.8268E+0	-1.1815E-3	000.0000E-3	73.8257E+0	1.1812E-3	5.0000E+0	76.0858E-9	17.0000E+0	
11.6960E+0	-776.3095E-6	000.0000E-3	11.6959E+0	776.0191E-6	2.0000E+0	74.6500E-9	16.5000E+0		32.4826E+0	-979.9410E-6	000.0000E-3	32.4821E+0	979.6487E-6	3.0000E+0	74.3766E-9	16.5000E+0		53.1073E+0	-1.0943E-3	000.0000E-3	53.1065E+0	1.0940E-3	4.0000E+0	74.1648E-9	16.5000E+0		73.8585E+0	-1.1660E-3	000.0000E-3	73.8573E+0	1.1657E-3	5.0000E+0	73.6507E-9	16.5000E+0	
11.7278E+0	-763.1932E-6	000.0000E-3	11.7276E+0	762.9058E-6	2.0000E+0	72.1680E-9	16.0000E+0		32.5143E+0	-965.4522E-6	000.0000E-3	32.5138E+0	965.1578E-6	3.0000E+0	72.0717E-9	16.0000E+0		53.1391E+0	-1.0793E-3	000.0000E-3	53.1382E+0	1.0790E-3	4.0000E+0	71.7668E-9	16.0000E+0		73.8902E+0	-1.1508E-3	000.0000E-3	73.8891E+0	1.1505E-3	5.0000E+0	71.2929E-9	16.0000E+0	
11.7595E+0	-749.5796E-6	000.0000E-3	11.7593E+0	749.2868E-6	2.0000E+0	69.7896E-9	15.5000E+0		32.5460E+0	-950.8298E-6	000.0000E-3	32.5455E+0	950.5388E-6	3.0000E+0	69.6026E-9	15.5000E+0		53.1708E+0	-1.0639E-3	000.0000E-3	53.1699E+0	1.0636E-3	4.0000E+0	69.3652E-9	15.5000E+0		73.9219E+0	-1.1348E-3	000.0000E-3	73.9208E+0	1.1345E-3	5.0000E+0	68.8747E-9	15.5000E+0	
11.7912E+0	-735.8161E-6	000.0000E-3	11.7910E+0	735.5265E-6	2.0000E+0	67.2996E-9	15.0000E+0		32.5777E+0	-935.9405E-6	000.0000E-3	32.5772E+0	935.6537E-6	3.0000E+0	67.1531E-9	15.0000E+0		53.2025E+0	-1.0483E-3	000.0000E-3	53.2016E+0	1.0480E-3	4.0000E+0	66.9944E-9	15.0000E+0		73.9536E+0	-1.1190E-3	000.0000E-3	73.9525E+0	1.1187E-3	5.0000E+0	66.5159E-9	15.0000E+0	
11.8229E+0	-722.1026E-6	000.0000E-3	11.8227E+0	721.8121E-6	2.0000E+0	64.8875E-9	14.5000E+0		32.6094E+0	-920.6891E-6	000.0000E-3	32.6089E+0	920.3964E-6	3.0000E+0	64.7830E-9	14.5000E+0		53.2342E+0	-1.0324E-3	000.0000E-3	53.2333E+0	1.0321E-3	4.0000E+0	64.5800E-9	14.5000E+0		73.9853E+0	-1.1024E-3	000.0000E-3	73.9841E+0	1.1021E-3	5.0000E+0	64.0665E-9	14.5000E+0	
11.8546E+0	-707.9997E-6	000.0000E-3	11.8545E+0	707.7146E-6	2.0000E+0	62.4246E-9	14.0000E+0		32.6411E+0	-905.2088E-6	000.0000E-3	32.6406E+0	904.9107E-6	3.0000E+0	62.2820E-9	14.0000E+0		53.2659E+0	-1.0164E-3	000.0000E-3	53.2650E+0	1.0161E-3	4.0000E+0	62.1443E-9	14.0000E+0		74.0170E+0	-1.0861E-3	000.0000E-3	74.0158E+0	1.0858E-3	5.0000E+0	61.7476E-9	14.0000E+0	
11.8864E+0	-693.8479E-6	000.0000E-3	11.8862E+0	693.5570E-6	2.0000E+0	59.9657E-9	13.5000E+0		32.6728E+0	-889.6880E-6	000.0000E-3	32.6723E+0	889.4003E-6	3.0000E+0	59.8740E-9	13.5000E+0		53.2976E+0	-999.9654E-6	000.0000E-3	53.2967E+0	999.6754E-6	4.0000E+0	59.7561E-9	13.5000E+0		74.0487E+0	-1.0696E-3	000.0000E-3	74.0475E+0	1.0693E-3	5.0000E+0	59.3566E-9	13.5000E+0	
11.9181E+0	-679.4308E-6	000.0000E-3	11.9179E+0	679.1478E-6	2.0000E+0	57.6000E-9	13.0000E+0		32.7045E+0	-873.7082E-6	000.0000E-3	32.7040E+0	873.4224E-6	3.0000E+0	57.4384E-9	13.0000E+0		53.3293E+0	-983.5069E-6	000.0000E-3	53.3284E+0	983.2034E-6	4.0000E+0	57.3857E-9	13.0000E+0		74.0804E+0	-1.0521E-3	000.0000E-3	74.0793E+0	1.0518E-3	5.0000E+0	56.9280E-9	13.0000E+0	
11.9498E+0	-664.7443E-6	000.0000E-3	11.9496E+0	664.4638E-6	2.0000E+0	55.1498E-9	12.5000E+0		32.7362E+0	-857.6110E-6	000.0000E-3	32.7357E+0	857.3186E-6	3.0000E+0	54.9845E-9	12.5000E+0		53.3610E+0	-967.0113E-6	000.0000E-3	53.3601E+0	966.7168E-6	4.0000E+0	54.9737E-9	12.5000E+0		74.1121E+0	-1.0351E-3	000.0000E-3	74.1109E+0	1.0348E-3	5.0000E+0	54.5434E-9	12.5000E+0	
11.9815E+0	-650.0785E-6	000.0000E-3	11.9813E+0	649.7939E-6	2.0000E+0	52.7102E-9	12.0000E+0		32.7680E+0	-841.0355E-6	000.0000E-3	32.7674E+0	840.7437E-6	3.0000E+0	52.6433E-9	12.0000E+0		53.3927E+0	-949.8841E-6	000.0000E-3	53.3919E+0	949.5919E-6	4.0000E+0	52.5928E-9	12.0000E+0		74.1438E+0	-1.0182E-3	000.0000E-3	74.1426E+0	1.0179E-3	5.0000E+0	52.1553E-9	12.0000E+0	
12.0132E+0	-635.2754E-6	000.0000E-3	12.0130E+0	634.9854E-6	2.0000E+0	50.3197E-9	11.5000E+0		32.7997E+0	-824.5913E-6	000.0000E-3	32.7992E+0	824.3010E-6	3.0000E+0	50.1735E-9	11.5000E+0		53.4244E+0	-932.7462E-6	000.0000E-3	53.4236E+0	932.4523E-6	4.0000E+0	50.1796E-9	11.5000E+0		74.1755E+0	-999.9432E-6	000.0000E-3	74.1743E+0	999.6442E-6	5.0000E+0	49.8201E-9	11.5000E+0	
12.0449E+0	-619.9903E-6	000.0000E-3	12.0447E+0	619.6999E-6	2.0000E+0	47.8955E-9	11.0000E+0		32.8314E+0	-807.3338E-6	000.0000E-3	32.8309E+0	807.0440E-6	3.0000E+0	47.7820E-9	11.0000E+0		53.4561E+0	-915.0021E-6	000.0000E-3	53.4553E+0	914.7082E-6	4.0000E+0	47.8379E-9	11.0000E+0		74.2072E+0	-981.9515E-6	000.0000E-3	74.2060E+0	981.6550E-6	5.0000E+0	47.4035E-9	11.0000E+0	
12.0766E+0	-604.7883E-6	000.0000E-3	12.0764E+0	604.4915E-6	2.0000E+0	45.4376E-9	10.5000E+0		32.8631E+0	-790.1349E-6	000.0000E-3	32.8626E+0	789.8379E-6	3.0000E+0	45.3917E-9	10.5000E+0		53.4878E+0	-897.1334E-6	000.0000E-3	53.4870E+0	896.8366E-6	4.0000E+0	45.3785E-9	10.5000E+0		74.2389E+0	-963.4129E-6	000.0000E-3	74.2378E+0	963.1162E-6	5.0000E+0	45.0189E-9	10.5000E+0	
12.1083E+0	-589.4164E-6	000.0000E-3	12.1081E+0	589.1268E-6	2.0000E+0	43.0157E-9	10.0000E+0		32.8948E+0	-772.6975E-6	000.0000E-3	32.8943E+0	772.4018E-6	3.0000E+0	42.9851E-9	10.0000E+0		53.5195E+0	-879.3454E-6	000.0000E-3	53.5187E+0	879.0466E-6	4.0000E+0	42.9277E-9	10.0000E+0		74.2706E+0	-944.9576E-6	000.0000E-3	74.2695E+0	944.6612E-6	5.0000E+0	42.6465E-9	10.0000E+0	
12.1400E+0	-573.8694E-6	000.0000E-3	12.1398E+0	573.5831E-6	2.0000E+0	40.5896E-9	9.5000E+0		32.9265E+0	-755.0074E-6	000.0000E-3	32.9260E+0	754.7202E-6	3.0000E+0	40.5691E-9	9.5000E+0		53.5512E+0	-860.7120E-6	000.0000E-3	53.5504E+0	860.4170E-6	4.0000E+0	40.4865E-9	9.5000E+0		74.3023E+0	-926.3444E-6	000.0000E-3	74.3012E+0	926.0397E-6	5.0000E+0	40.2631E-9	9.5000E+0	
12.3751E+0	-556.5560E-6	000.0000E-3	12.3749E+0	556.2616E-6	2.0000E+0	39.1294E-9	9.0000E+0		33.1616E+0	-734.9667E-6	000.0000E-3	33.1610E+0	734.6708E-6	3.0000E+0	39.1557E-9	9.0000E+0		53.7862E+0	-840.6270E-6	000.0000E-3	53.7854E+0	840.3272E-6	4.0000E+0	39.0135E-9	9.0000E+0		74.5373E+0	-906.8671E-6	000.0000E-3	74.5362E+0	906.5661E-6	5.0000E+0	38.8444E-9	9.0000E+0	
12.4148E+0	-541.6042E-6	000.0000E-3	12.4146E+0	541.3214E-6	2.0000E+0	36.0853E-9	8.5000E+0		33.2013E+0	-717.7578E-6	000.0000E-3	33.2007E+0	717.4652E-6	3.0000E+0	36.0715E-9	8.5000E+0		53.9730E+0	-821.4246E-6	000.0000E-3	53.9721E+0	821.1260E-6	4.0000E+0	36.6621E-9	8.5000E+0		74.7241E+0	-888.1904E-6	000.0000E-3	74.7229E+0	887.8977E-6	5.0000E+0	36.4947E-9	8.5000E+0	
12.6016E+0	-524.6112E-6	000.0000E-3	12.6014E+0	524.3114E-6	2.0000E+0	34.3681E-9	8.0000E+0		33.3880E+0	-697.9260E-6	000.0000E-3	33.3875E+0	697.6316E-6	3.0000E+0	34.3970E-9	8.0000E+0		54.2080E+0	-801.9046E-6	000.0000E-3	54.2072E+0	801.6115E-6	4.0000E+0	34.3275E-9	8.0000E+0		74.9591E+0	-869.6105E-6	000.0000E-3	74.9579E+0	869.3095E-6	5.0000E+0	34.1929E-9	8.0000E+0	
12.8366E+0	-508.6783E-6	000.0000E-3	12.8364E+0	508.3790E-6	2.0000E+0	32.0035E-9	7.5000E+0		33.6230E+0	-679.0817E-6	000.0000E-3	33.6225E+0	678.7948E-6	3.0000E+0	32.0373E-9	7.5000E+0		54.2477E+0	-782.4712E-6	000.0000E-3	54.2469E+0	782.1722E-6	4.0000E+0	31.2903E-9	7.5000E+0		75.1459E+0	-849.9169E-6	000.0000E-3	75.1447E+0	849.6196E-6	5.0000E+0	31.8245E-9	7.5000E+0	
