Time(1)	DrainI(1)	DrainV(1)	Time(1)	SourceI(1)	SourceV(1)	GateI(1)	GateV(1)	Time(2)	DrainI(2)	DrainV(2)	Time(2)	SourceI(2)	SourceV(2)	GateI(2)	GateV(2)	Time(3)	DrainI(3)	DrainV(3)	Time(3)	SourceI(3)	SourceV(3)	GateI(3)	GateV(3)	Time(4)	DrainI(4)	DrainV(4)	Time(4)	SourceI(4)	SourceV(4)	GateI(4)	GateV(4)
2.2566E+0	1.3324E-3	4.2000E+0	2.2566E+0	-1.3326E-3	-10.9407E-6	121.5745E-9	25.0000E+0	6.1424E+0	1.4264E-3	4.2000E+0	6.1425E+0	-1.4266E-3	-10.9407E-6	165.8613E-9	30.0000E+0																
2.2698E+0	1.3274E-3	4.1500E+0	2.2699E+0	-1.3276E-3	24.1791E-6	162.1841E-9	25.0000E+0	6.1556E+0	1.4212E-3	4.1500E+0	6.1557E+0	-1.4214E-3	-31.0092E-6	207.4021E-9	30.0000E+0																
2.2831E+0	1.3225E-3	4.1000E+0	2.2831E+0	-1.3227E-3	24.1791E-6	120.5134E-9	25.0000E+0	6.1688E+0	1.4156E-3	4.1000E+0	6.1689E+0	-1.4159E-3	-10.9407E-6	215.1357E-9	30.0000E+0																
2.2963E+0	1.3168E-3	4.0500E+0	2.2963E+0	-1.3171E-3	-906.4679E-9	122.7884E-9	25.0000E+0	6.1821E+0	1.4098E-3	4.0500E+0	6.1822E+0	-1.4101E-3	-15.9578E-6	216.2249E-9	30.0000E+0																
2.3095E+0	1.3119E-3	4.0000E+0	2.3096E+0	-1.3122E-3	34.2134E-6	111.6016E-9	25.0000E+0	6.1954E+0	1.4043E-3	4.0000E+0	6.1955E+0	-1.4046E-3	19.1620E-6	217.1893E-9	30.0000E+0																
2.3228E+0	1.3065E-3	3.9500E+0	2.3229E+0	-1.3067E-3	9.1277E-6	117.8643E-9	25.0000E+0	6.2086E+0	1.3986E-3	3.9500E+0	6.2087E+0	-1.3990E-3	-20.9749E-6	167.3219E-9	30.0000E+0																
2.3360E+0	1.3013E-3	3.9000E+0	2.3361E+0	-1.3016E-3	-906.4679E-9	163.3419E-9	25.0000E+0	6.2219E+0	1.3926E-3	3.9000E+0	6.2220E+0	-1.3930E-3	-906.4679E-9	210.1225E-9	30.0000E+0																
2.3494E+0	1.2954E-3	3.8500E+0	2.3494E+0	-1.2957E-3	-20.9749E-6	120.8111E-9	25.0000E+0	6.2351E+0	1.3868E-3	3.8500E+0	6.2352E+0	-1.3870E-3	14.1448E-6	227.0274E-9	30.0000E+0																
2.3626E+0	1.2893E-3	3.8000E+0	2.3626E+0	-1.2895E-3	29.1962E-6	112.5966E-9	25.0000E+0	6.2484E+0	1.3807E-3	3.8000E+0	6.2484E+0	-1.3810E-3	-906.4679E-9	212.3517E-9	30.0000E+0																
2.3758E+0	1.2841E-3	3.7500E+0	2.3758E+0	-1.2844E-3	-5.9236E-6	118.3172E-9	25.0000E+0	6.2616E+0	1.3743E-3	3.7500E+0	6.2617E+0	-1.3746E-3	-906.4679E-9	219.4338E-9	30.0000E+0																
2.3890E+0	1.2781E-3	3.7000E+0	2.3891E+0	-1.2784E-3	-20.9749E-6	114.9607E-9	25.0000E+0	6.2748E+0	1.3679E-3	3.7000E+0	6.2749E+0	-1.3683E-3	-10.9407E-6	174.4982E-9	30.0000E+0																
2.4023E+0	1.2720E-3	3.6500E+0	2.4023E+0	-1.2723E-3	24.1791E-6	161.6878E-9	25.0000E+0	6.2881E+0	1.3613E-3	3.6500E+0	6.2882E+0	-1.3616E-3	-906.4679E-9	207.6032E-9	30.0000E+0																
2.4156E+0	1.2660E-3	3.6000E+0	2.4156E+0	-1.2661E-3	-5.9236E-6	122.0072E-9	25.0000E+0	6.3013E+0	1.3548E-3	3.6000E+0	6.3014E+0	-1.3552E-3	24.1791E-6	239.3696E-9	30.0000E+0																
2.4288E+0	1.2597E-3	3.5500E+0	2.4288E+0	-1.2599E-3	24.1791E-6	99.1067E-9	25.0000E+0	6.3146E+0	1.3482E-3	3.5500E+0	6.3147E+0	-1.3485E-3	19.1620E-6	209.7153E-9	30.0000E+0																
2.4421E+0	1.2531E-3	3.5000E+0	2.4421E+0	-1.2534E-3	19.1620E-6	123.2388E-9	25.0000E+0	6.3278E+0	1.3416E-3	3.5000E+0	6.3279E+0	-1.3419E-3	9.1277E-6	219.4516E-9	30.0000E+0																
2.4553E+0	1.2466E-3	3.4500E+0	2.4553E+0	-1.2468E-3	9.1277E-6	115.0065E-9	25.0000E+0	6.3411E+0	1.3345E-3	3.4500E+0	6.3412E+0	-1.3349E-3	9.1277E-6	184.9572E-9	30.0000E+0																
2.4685E+0	1.2398E-3	3.4000E+0	2.4686E+0	-1.2401E-3	-15.9578E-6	157.7765E-9	25.0000E+0	6.3543E+0	1.3275E-3	3.4000E+0	6.3544E+0	-1.3278E-3	-906.4679E-9	207.7279E-9	30.0000E+0																
2.4818E+0	1.2334E-3	3.3500E+0	2.4818E+0	-1.2336E-3	4.1106E-6	124.7759E-9	25.0000E+0	6.3675E+0	1.3204E-3	3.3500E+0	6.3676E+0	-1.3207E-3	19.1620E-6	246.0013E-9	30.0000E+0																
2.4950E+0	1.2263E-3	3.3000E+0	2.4950E+0	-1.2265E-3	-5.9236E-6	90.4468E-9	25.0000E+0	6.3808E+0	1.3130E-3	3.3000E+0	6.3809E+0	-1.3132E-3	4.1106E-6	207.8297E-9	30.0000E+0																
2.5083E+0	1.2189E-3	3.2500E+0	2.5083E+0	-1.2191E-3	14.1448E-6	126.9567E-9	25.0000E+0	6.3940E+0	1.3052E-3	3.2500E+0	6.3942E+0	-1.3056E-3	14.1448E-6	211.9038E-9	30.0000E+0																
2.5215E+0	1.2116E-3	3.2000E+0	2.5215E+0	-1.2118E-3	14.1448E-6	119.7576E-9	25.0000E+0	6.4073E+0	1.2978E-3	3.2000E+0	6.4074E+0	-1.2981E-3	-25.9921E-6	199.4828E-9	30.0000E+0																
2.5348E+0	1.2040E-3	3.1500E+0	2.5348E+0	-1.2043E-3	14.1448E-6	148.6026E-9	25.0000E+0	6.4205E+0	1.2896E-3	3.1500E+0	6.4206E+0	-1.2900E-3	-10.9407E-6	207.3080E-9	30.0000E+0																
2.5480E+0	1.1966E-3	3.1000E+0	2.5480E+0	-1.1967E-3	9.1277E-6	128.6363E-9	25.0000E+0	6.4338E+0	1.2815E-3	3.1000E+0	6.4339E+0	-1.2818E-3	-25.9921E-6	250.5310E-9	30.0000E+0																
2.5613E+0	1.1883E-3	3.0500E+0	2.5613E+0	-1.1886E-3	19.1620E-6	87.1157E-9	25.0000E+0	6.4470E+0	1.2733E-3	3.0500E+0	6.4471E+0	-1.2736E-3	-20.9749E-6	208.9519E-9	30.0000E+0																
2.5745E+0	1.1804E-3	3.0000E+0	2.5746E+0	-1.1807E-3	29.1962E-6	128.0892E-9	25.0000E+0	6.4603E+0	1.2647E-3	3.0000E+0	6.4604E+0	-1.2650E-3	14.1448E-6	203.3076E-9	30.0000E+0																
2.5877E+0	1.1723E-3	2.9500E+0	2.5878E+0	-1.1725E-3	-5.9236E-6	128.2775E-9	25.0000E+0	6.4735E+0	1.2567E-3	2.9500E+0	6.4736E+0	-1.2571E-3	9.1277E-6	210.1250E-9	30.0000E+0																
2.6010E+0	1.1633E-3	2.9000E+0	2.6011E+0	-1.1634E-3	-15.9578E-6	136.9093E-9	25.0000E+0	6.4868E+0	1.2480E-3	2.9000E+0	6.4869E+0	-1.2482E-3	-15.9578E-6	207.9467E-9	30.0000E+0																
2.6142E+0	1.1547E-3	2.8500E+0	2.6143E+0	-1.1550E-3	-10.9407E-6	132.7232E-9	25.0000E+0	6.5000E+0	1.2385E-3	2.8500E+0	6.5001E+0	-1.2387E-3	29.1962E-6	252.3810E-9	30.0000E+0																
2.6275E+0	1.1458E-3	2.8000E+0	2.6276E+0	-1.1461E-3	-5.9236E-6	86.5126E-9	25.0000E+0	6.5132E+0	1.2293E-3	2.8000E+0	6.5133E+0	-1.2296E-3	-10.9407E-6	212.1227E-9	30.0000E+0																
2.6407E+0	1.1367E-3	2.7500E+0	2.6408E+0	-1.1369E-3	-20.9749E-6	128.3131E-9	25.0000E+0	6.5265E+0	1.2196E-3	2.7500E+0	6.5266E+0	-1.2199E-3	-906.4679E-9	193.3397E-9	30.0000E+0																
2.6540E+0	1.1272E-3	2.7000E+0	2.6540E+0	-1.1276E-3	24.1791E-6	139.4007E-9	25.0000E+0	6.5397E+0	1.2103E-3	2.7000E+0	6.5398E+0	-1.2106E-3	4.1106E-6	216.7898E-9	30.0000E+0																
2.6672E+0	1.1175E-3	2.6500E+0	2.6673E+0	-1.1177E-3	-15.9578E-6	129.9239E-9	25.0000E+0	6.5530E+0	1.2005E-3	2.6500E+0	6.5531E+0	-1.2009E-3	-10.9407E-6	211.1582E-9	30.0000E+0																
2.6805E+0	1.1076E-3	2.6000E+0	2.6805E+0	-1.1080E-3	-20.9749E-6	134.7896E-9	25.0000E+0	6.5663E+0	1.1897E-3	2.6000E+0	6.5664E+0	-1.1901E-3	14.1448E-6	252.6889E-9	30.0000E+0																
2.6937E+0	1.0976E-3	2.5500E+0	2.6938E+0	-1.0979E-3	-5.9236E-6	88.3219E-9	25.0000E+0	6.5795E+0	1.1794E-3	2.5500E+0	6.5796E+0	-1.1797E-3	4.1106E-6	219.8461E-9	30.0000E+0																
2.7069E+0	1.0870E-3	2.5000E+0	2.7070E+0	-1.0873E-3	19.1620E-6	126.6946E-9	25.0000E+0	6.5928E+0	1.1685E-3	2.5000E+0	6.5929E+0	-1.1689E-3	-906.4679E-9	184.5984E-9	30.0000E+0																
2.7202E+0	1.0763E-3	2.4500E+0	2.7203E+0	-1.0767E-3	-906.4679E-9	151.0965E-9	25.0000E+0	6.6060E+0	1.1576E-3	2.4500E+0	6.6061E+0	-1.1579E-3	-10.9407E-6	222.5333E-9	30.0000E+0																
2.7335E+0	1.0651E-3	2.4000E+0	2.7335E+0	-1.0654E-3	24.1791E-6	124.9795E-9	25.0000E+0	6.6193E+0	1.1462E-3	2.4000E+0	6.6194E+0	-1.1467E-3	34.2134E-6	216.9654E-9	30.0000E+0																
2.7467E+0	1.0539E-3	2.3500E+0	2.7468E+0	-1.0541E-3	-906.4679E-9	134.1839E-9	25.0000E+0	6.6325E+0	1.1342E-3	2.3500E+0	6.6326E+0	-1.1347E-3	-25.9921E-6	248.6427E-9	30.0000E+0																
2.7600E+0	1.0421E-3	2.3000E+0	2.7600E+0	-1.0424E-3	-906.4679E-9	93.2486E-9	25.0000E+0	6.6457E+0	1.1221E-3	2.3000E+0	6.6458E+0	-1.1224E-3	34.2134E-6	224.6633E-9	30.0000E+0																
2.7732E+0	1.0300E-3	2.2500E+0	2.7732E+0	-1.0302E-3	-10.9407E-6	124.0837E-9	25.0000E+0	6.6590E+0	1.1095E-3	2.2500E+0	6.6591E+0	-1.1099E-3	4.1106E-6	183.7383E-9	30.0000E+0																
2.7865E+0	1.0176E-3	2.2000E+0	2.7865E+0	-1.0178E-3	-10.9407E-6	159.6367E-9	25.0000E+0	6.6722E+0	1.0965E-3	2.2000E+0	6.6723E+0	-1.0969E-3	-10.9407E-6	225.3860E-9	30.0000E+0																
2.7997E+0	1.0047E-3	2.1500E+0	2.7997E+0	-1.0049E-3	-5.9236E-6	121.8850E-9	25.0000E+0	6.6855E+0	1.0841E-3	2.1500E+0	6.6856E+0	-1.0846E-3	24.1791E-6	228.5619E-9	30.0000E+0																
2.8130E+0	991.6479E-6	2.1000E+0	2.8130E+0	-991.9665E-6	-15.9578E-6	129.4506E-9	25.0000E+0	6.6987E+0	1.0703E-3	2.1000E+0	6.6988E+0	-1.0706E-3	29.1962E-6	241.6141E-9	30.0000E+0																
2.8262E+0	978.3113E-6	2.0500E+0	2.8262E+0	-978.5495E-6	-20.9749E-6	103.8986E-9	25.0000E+0	6.7119E+0	1.0560E-3	2.0500E+0	6.7121E+0	-1.0563E-3	19.1620E-6	233.5879E-9	30.0000E+0																
2.8395E+0	964.3695E-6	2.0000E+0	2.8395E+0	-964.5020E-6	24.1791E-6	120.2411E-9	25.0000E+0	6.7251E+0	1.0417E-3	2.0000E+0	6.7252E+0	-1.0420E-3	-10.9407E-6	188.3316E-9	30.0000E+0																
2.8527E+0	950.0244E-6	1.9500E+0	2.8528E+0	-950.3032E-6	29.1962E-6	163.0645E-9	25.0000E+0	6.7384E+0	1.0271E-3	1.9500E+0	6.7386E+0	-1.0274E-3	29.1962E-6	229.4730E-9	30.0000E+0																
2.8659E+0	935.2254E-6	1.9000E+0	2.8660E+0	-935.3730E-6	-10.9407E-6	120.8849E-9	25.0000E+0	6.7517E+0	1.0117E-3	1.9000E+0	6.7518E+0	-1.0119E-3	19.1620E-6	242.4615E-9	30.0000E+0																
2.8792E+0	920.2248E-6	1.8500E+0	2.8793E+0	-920.3419E-6	-10.9407E-6	120.2742E-9	25.0000E+0	6.7649E+0	996.0096E-6	1.8500E+0	6.7650E+0	-996.4053E-6	-20.9749E-6	237.2625E-9	30.0000E+0																
2.8924E+0	904.4174E-6	1.8000E+0	2.8925E+0	-904.7560E-6	9.1277E-6	115.1821E-9	25.0000E+0	6.7782E+0	979.4710E-6	1.8000E+0	6.7783E+0	-979.8610E-6	4.1106E-6	241.5148E-9	30.0000E+0																
2.9057E+0	888.3327E-6	1.7500E+0	2.9058E+0	-888.6656E-6	-10.9407E-6	117.0677E-9	25.0000E+0	6.7914E+0	963.0334E-6	1.7500E+0	6.7915E+0	-963.3166E-6	-5.9236E-6	194.5408E-9	30.0000E+0																
2.9189E+0	871.6682E-6	1.7000E+0	2.9190E+0	-871.9952E-6	14.1448E-6	163.3063E-9	25.0000E+0	6.8047E+0	945.5116E-6	1.7000E+0	6.8048E+0	-945.9401E-6	-15.9578E-6	231.0685E-9	30.0000E+0																
2.9322E+0	854.6002E-6	1.6500E+0	2.9322E+0	-854.7196E-6	-906.4679E-9	121.6203E-9	25.0000E+0	6.8179E+0	927.8890E-6	1.6500E+0	6.8180E+0	-928.1853E-6	-10.9407E-6	256.7504E-9	30.0000E+0																
2.9454E+0	836.9019E-6	1.6000E+0	2.9455E+0	-837.0908E-6	14.1448E-6	107.7157E-9	25.0000E+0	6.8312E+0	909.5353E-6	1.6000E+0	6.8313E+0	-909.9260E-6	29.1962E-6	235.5982E-9	30.0000E+0																
2.9586E+0	819.1281E-6	1.5500E+0	2.9587E+0	-819.4117E-6	19.1620E-6	120.9282E-9	25.0000E+0	6.8444E+0	890.6017E-6	1.5500E+0	6.8445E+0	-891.0615E-6	-5.9236E-6	245.7315E-9	30.0000E+0																
2.9719E+0	800.3205E-6	1.5000E+0	2.9720E+0	-800.4714E-6	34.2134E-6	114.9836E-9	25.0000E+0	6.8577E+0	871.1387E-6	1.5000E+0	6.8578E+0	-871.5412E-6	44.2476E-6	204.3891E-9	30.0000E+0																
2.9851E+0	781.1853E-6	1.4500E+0	2.9852E+0	-781.3043E-6	19.1620E-6	160.4129E-9	25.0000E+0	6.8709E+0	850.7681E-6	1.4500E+0	6.8710E+0	-851.2140E-6	19.1620E-6	233.3766E-9	30.0000E+0																
2.9984E+0	761.4198E-6	1.4000E+0	2.9985E+0	-761.5823E-6	4.1106E-6	123.3330E-9	25.0000E+0	6.8841E+0	830.0949E-6	1.4000E+0	6.8842E+0	-830.5336E-6	-906.4679E-9	269.5812E-9	30.0000E+0																
3.0116E+0	741.2004E-6	1.3500E+0	3.0117E+0	-741.5072E-6	4.1106E-6	95.2997E-9	25.0000E+0	6.8974E+0	809.1697E-6	1.3500E+0	6.8975E+0	-809.5506E-6	-5.9236E-6	236.9495E-9	30.0000E+0																
3.0249E+0	720.4516E-6	1.3000E+0	3.0249E+0	-720.6755E-6	4.1106E-6	125.4401E-9	25.0000E+0	6.9106E+0	787.1351E-6	1.3000E+0	6.9107E+0	-787.3066E-6	4.1106E-6	243.2860E-9	30.0000E+0																
3.0381E+0	698.9969E-6	1.2500E+0	3.0381E+0	-699.1881E-6	29.1962E-6	116.6758E-9	25.0000E+0	6.9239E+0	764.3946E-6	1.2500E+0	6.9240E+0	-764.6843E-6	-10.9407E-6	221.2584E-9	30.0000E+0																
3.0513E+0	677.1137E-6	1.2000E+0	3.0514E+0	-677.3728E-6	-5.9236E-6	153.1119E-9	25.0000E+0	6.9371E+0	740.8726E-6	1.2000E+0	6.9372E+0	-741.1793E-6	39.2305E-6	235.3107E-9	30.0000E+0																
3.0646E+0	654.4740E-6	1.1500E+0	3.0646E+0	-654.7505E-6	-5.9236E-6	127.2468E-9	25.0000E+0	6.9504E+0	716.9220E-6	1.1500E+0	6.9505E+0	-717.2456E-6	14.1448E-6	276.7956E-9	30.0000E+0																
3.0778E+0	631.2545E-6	1.1000E+0	3.0778E+0	-631.5481E-6	14.1448E-6	88.4670E-9	25.0000E+0	6.9636E+0	691.9378E-6	1.1000E+0	6.9637E+0	-692.2273E-6	14.1448E-6	237.3465E-9	30.0000E+0																
3.0911E+0	607.6569E-6	1.0500E+0	3.0911E+0	-607.8162E-6	29.1962E-6	128.4709E-9	25.0000E+0	6.9768E+0	666.6006E-6	1.0500E+0	6.9769E+0	-666.8057E-6	34.2134E-6	238.5909E-9	30.0000E+0																
3.1043E+0	583.2021E-6	1.0000E+0	3.1043E+0	-583.4537E-6	9.1277E-6	124.1473E-9	25.0000E+0	6.9901E+0	640.7592E-6	1.0000E+0	6.9902E+0	-641.1065E-6	-15.9578E-6	240.5987E-9	30.0000E+0																
3.1175E+0	558.4195E-6	950.0000E-3	3.1176E+0	-558.5868E-6	-906.4679E-9	142.1185E-9	25.0000E+0	7.0033E+0	614.1110E-6	950.0000E-3	7.0034E+0	-614.3734E-6	-5.9236E-6	242.3063E-9	30.0000E+0																
3.1308E+0	532.8302E-6	900.0000E-3	3.1308E+0	-532.9885E-6	14.1448E-6	131.5984E-9	25.0000E+0	7.0165E+0	586.1518E-6	900.0000E-3	7.0166E+0	-586.4549E-6	4.1106E-6	285.2163E-9	30.0000E+0																
3.1440E+0	506.5602E-6	850.0000E-3	3.1441E+0	-506.8103E-6	-15.9578E-6	86.9605E-9	25.0000E+0	7.0297E+0	558.0161E-6	850.0000E-3	7.0298E+0	-558.3346E-6	14.1448E-6	244.7009E-9	30.0000E+0																
3.1573E+0	479.9120E-6	800.0000E-3	3.1573E+0	-480.0771E-6	14.1448E-6	128.7610E-9	25.0000E+0	7.0430E+0	529.3007E-6	800.0000E-3	7.0431E+0	-529.5838E-6	-906.4679E-9	231.7251E-9	30.0000E+0																
3.1705E+0	452.8856E-6	750.0000E-3	3.1705E+0	-453.0917E-6	24.1791E-6	137.4743E-9	25.0000E+0	7.0562E+0	499.8792E-6	750.0000E-3	7.0563E+0	-500.2783E-6	24.1791E-6	253.1852E-9	30.0000E+0																
3.1837E+0	425.0525E-6	700.0000E-3	3.1838E+0	-425.3245E-6	-31.0092E-6	132.2346E-9	25.0000E+0	7.0695E+0	469.5502E-6	700.0000E-3	7.0696E+0	-469.7873E-6	34.2134E-6	249.3553E-9	30.0000E+0																
3.3254E+0	396.7317E-6	650.0000E-3	3.3254E+0	-396.7613E-6	-906.4679E-9	117.8974E-9	25.0000E+0	7.0827E+0	438.8178E-6	650.0000E-3	7.0828E+0	-439.1703E-6	9.1277E-6	291.3033E-9	30.0000E+0																
3.3386E+0	368.2039E-6	600.0000E-3	3.3386E+0	-368.2378E-6	4.1106E-6	116.0091E-9	25.0000E+0	7.0959E+0	407.5055E-6	600.0000E-3	7.0960E+0	-407.7462E-6	19.1620E-6	255.8852E-9	30.0000E+0																
3.3518E+0	339.1162E-6	550.0000E-3	3.3519E+0	-339.1467E-6	9.1277E-6	162.9856E-9	25.0000E+0	7.2376E+0	375.4311E-6	550.0000E-3	7.2377E+0	-375.5704E-6	19.1620E-6	259.4911E-9	30.0000E+0																
3.3651E+0	309.6024E-6	500.0000E-3	3.3651E+0	-309.6192E-6	-20.9749E-6	122.3838E-9	25.0000E+0	7.2509E+0	343.0072E-6	500.0000E-3	7.2510E+0	-343.1598E-6	9.1277E-6	288.0155E-9	30.0000E+0																
3.3783E+0	279.5010E-6	450.0000E-3	3.3783E+0	-279.5192E-6	-15.9578E-6	101.9060E-9	25.0000E+0	7.2641E+0	310.0815E-6	450.0000E-3	7.2642E+0	-310.2221E-6	-5.9236E-6	266.0465E-9	30.0000E+0																
3.3916E+0	249.1827E-6	400.0000E-3	3.3916E+0	-249.2249E-6	9.1277E-6	123.3839E-9	25.0000E+0	7.2774E+0	276.4825E-6	400.0000E-3	7.2775E+0	-276.6310E-6	-25.9921E-6	278.1901E-9	30.0000E+0																
3.4048E+0	218.5291E-6	350.0000E-3	3.4048E+0	-218.5523E-6	-10.9407E-6	115.7394E-9	25.0000E+0	7.2906E+0	242.6011E-6	350.0000E-3	7.2907E+0	-242.7398E-6	19.1620E-6	240.2170E-9	30.0000E+0																
3.4181E+0	187.6232E-6	300.0000E-3	3.4181E+0	-187.6728E-6	-20.9749E-6	159.5273E-9	25.0000E+0	7.3038E+0	208.4146E-6	300.0000E-3	7.3039E+0	-208.5660E-6	-906.4679E-9	266.1915E-9	30.0000E+0																
3.4313E+0	156.5636E-6	250.0000E-3	3.4313E+0	-156.5865E-6	34.2134E-6	125.5393E-9	25.0000E+0	7.3171E+0	173.8422E-6	250.0000E-3	7.3172E+0	-173.9735E-6	4.1106E-6	303.2434E-9	30.0000E+0																
3.4445E+0	125.4863E-6	200.0000E-3	3.4446E+0	-125.5078E-6	4.1106E-6	92.7422E-9	25.0000E+0	7.3303E+0	139.4817E-6	200.0000E-3	7.3304E+0	-139.6409E-6	-5.9236E-6	268.6676E-9	30.0000E+0																
3.4578E+0	94.1417E-6	150.0000E-3	3.4578E+0	-94.1717E-6	14.1448E-6	127.4326E-9	25.0000E+0	7.3436E+0	104.6093E-6	150.0000E-3	7.3437E+0	-104.7760E-6	-15.9578E-6	278.1672E-9	30.0000E+0																
3.4710E+0	62.7946E-6	100.0000E-3	3.4711E+0	-62.8281E-6	-10.9407E-6	119.6634E-9	25.0000E+0	7.3568E+0	69.7948E-6	100.0000E-3	7.3569E+0	-69.9514E-6	-15.9578E-6	263.7231E-9	30.0000E+0																
3.6127E+0	31.4184E-6	50.0000E-3	3.6128E+0	-31.4226E-6	-15.9578E-6	133.2500E-9	25.0000E+0	7.4985E+0	34.8860E-6	50.0000E-3	7.4986E+0	-35.0192E-6	9.1277E-6	306.8926E-9	30.0000E+0																
3.9156E+0	211.4441E-9	000.0000E-3	3.9157E+0	-212.9434E-9	14.1448E-6	122.5721E-9	25.0000E+0	7.9443E+0	-2.7270E-6	000.0000E-3	7.9444E+0	2.5874E-6	94.4188E-6	298.9835E-9	30.0000E+0																
