Vg,Id,W,L,Vd,Tox,epi
-2.9870639740149687, 1.9640416120859273e-11, 6, 0.0082, 1, 6, 15
-2.450939132890834, 2.1386365574619335e-11
-2.2134585510521108, 4.473886184926006e-11
-2.1100127100691983, 9.097123897531026e-11
-2.0581697500353053, 1.6512324667187328e-10
-1.9960033893517855, 3.0834797162157554e-10
-1.9337381725744947, 7.023851846614411e-10
-1.8714588334980924, 1.646032311628598e-9
-1.7988984606693958, 3.644549352776567e-9
-1.7366049992938843, 8.786898634930997e-9
-1.6433978251659358, 2.0592004768826774e-8
-1.5400084733794657, 3.737685362111205e-8
-1.4676034458409823, 6.056082472670663e-8
-1.364185849456291, 1.1634652719857985e-7
-1.2505578308148557, 1.832372218623474e-7
-1.0543567292755256, 3.520264876412486e-7
-0.8788306736336668, 6.03701031370378e-7
-0.7033328625900284, 9.781623867746427e-7
-0.5381725744951265, 0.0000014974159878224723
-0.3421126959468994, 0.0000021657904698740115
-0.12543426069764063, 0.0000031324951767198606
0.14283293320152612, 0.000004933449476318847
0.44197147295579775, 0.000006935789284473082
0.7720237254625069, 0.00000947790450789927
1.1226662900720248, 0.000012236894981254335
1.5351221578873053, 0.000014509212307764576
1.834147719248695, 0.000016253949425759892
2.0300098856093785, 0.000015799019567821856
